frame,head_x,head_y,head_z,torso_x,torso_y,torso_z,waist_x,waist_y,waist_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z,l_hip_x,l_hip_y,l_hip_z,l_knee_x,l_knee_y,l_knee_z,l_ankle_x,l_ankle_y,l_ankle_z,r_hip_x,r_hip_y,r_hip_z,r_knee_x,r_knee_y,r_knee_z,r_ankle_x,r_ankle_y,r_ankle_z,left_knee_valgus_deg,right_knee_valgus_deg,back_arch_deg,torso_lean_deg
47,-33.6832,475.7158,2228.1475,-28.2884,26.1942,2292.2488,-25.4486,-171.2704,2322.8291,119.9405,304.4889,2246.4507,214.6046,515.8379,2100.6462,84.2926,734.9983,2106.6743,-177.6054,295.5962,2253.0603,-277.6669,503.4438,2105.7925,-230.0127,753.2007,2085.5237,60.5602,-276.1893,2352.7852,122.5326,-678.1858,2291.6035,181.7865,-1038.0927,2375.6865,-107.5820,-281.4505,2342.8828,-163.5296,-684.2440,2280.9026,-184.6998,-1047.7625,2367.6824,0.27,-2.15,4.29,-8.33
48,-31.4784,473.8051,2229.7544,-28.3798,24.2308,2293.6501,-25.3847,-173.3635,2323.3066,119.8131,302.7500,2249.1848,213.1258,514.0784,2102.4963,83.9106,733.8621,2109.4211,-177.9864,293.6010,2255.3936,-279.1660,502.6625,2110.6333,-233.5477,752.6559,2088.6365,61.5901,-277.6424,2352.7134,124.2740,-679.0175,2288.2429,181.8083,-1038.2957,2376.1682,-108.0023,-283.2894,2342.7908,-164.5240,-685.5451,2277.8811,-184.7143,-1048.0250,2369.1675,0.10,-2.26,4.32,-8.23
49,-29.0300,470.7008,2230.1587,-28.3539,21.2915,2295.2495,-25.1683,-176.3885,2324.2219,119.9584,299.8099,2251.2866,212.0385,510.6432,2103.1204,83.6809,730.9094,2110.6245,-178.2788,290.5397,2257.4258,-281.0291,500.1152,2114.5229,-237.1229,750.2642,2090.8555,63.1502,-279.6616,2353.1389,126.9320,-680.0105,2283.5552,181.8278,-1038.5580,2376.0544,-108.6927,-285.7210,2343.1362,-166.2003,-687.1376,2274.0200,-184.6857,-1048.4391,2370.2285,-0.16,-2.45,4.34,-8.27
50,-26.4664,466.4149,2229.3455,-28.2077,17.3863,2296.9792,-24.8075,-180.3290,2325.5354,120.3412,295.7184,2252.7297,211.3277,505.5139,2102.4468,83.9112,726.3182,2110.1516,-178.5108,286.4164,2259.1321,-283.2854,495.7154,2117.3015,-240.4433,745.9135,2092.2112,65.1565,-282.2689,2354.0664,130.3941,-681.1548,2277.7793,181.8392,-1038.8722,2375.3398,-109.6170,-288.7426,2343.9556,-168.3376,-689.0172,2269.4739,-184.6300,-1049.0260,2370.7961,-0.52,-2.70,4.36,-8.46
51,-23.9198,460.9775,2227.4026,-27.9341,12.5481,2298.7751,-24.3134,-185.1613,2327.1750,120.9127,290.5458,2253.5605,210.9193,498.7273,2100.4778,84.8786,720.3231,2107.9944,-178.6991,281.2520,2260.5144,-285.9293,489.4332,2118.8779,-243.2881,739.5608,2092.7791,67.4793,-285.5074,2355.4512,134.5075,-682.4873,2271.2200,181.8369,-1039.2800,2374.0850,-110.6999,-292.3604,2345.2539,-170.7019,-691.1986,2264.3975,-184.5607,-1049.8215,2370.8494,-0.95,-2.97,4.42,-8.78
52,-21.5089,454.4544,2224.5042,-27.5328,6.8260,2300.5916,-23.7022,-190.8394,2329.0378,121.6251,284.3893,2253.8533,210.6972,490.3776,2097.3176,86.7277,713.1531,2104.2705,-178.8557,275.0993,2261.5886,-288.8888,481.3089,2119.2344,-245.5401,731.2589,2092.6284,69.9631,-289.4439,2357.2104,139.0808,-684.0912,2264.2163,181.8231,-1039.8754,2372.4131,-111.8444,-296.5943,2347.0078,-173.0777,-693.7032,2258.9453,-184.4935,-1050.8741,2370.4209,-1.44,-3.25,4.53,-9.20
53,-19.3291,446.9608,2220.9302,-27.0087,0.3099,2302.3906,-22.9918,-197.2961,2330.9805,122.4261,277.3672,2253.7024,210.5489,480.6501,2093.1541,89.4212,705.0040,2099.2036,-178.9793,268.0496,2262.3696,-292.0170,471.4913,2118.4119,-247.2062,721.1749,2091.7961,72.4316,-294.1373,2359.2402,143.8881,-686.0925,2257.1226,181.8041,-1040.7919,2370.5149,-112.9375,-301.4509,2349.1494,-175.2955,-696.5563,2253.2764,-184.4348,-1052.2314,2369.5959,-1.98,-3.51,4.77,-9.69
54,-17.4508,438.6911,2217.0608,-26.3822,-6.8702,2304.1489,-22.2069,-204.4228,2332.8076,123.2781,269.6438,2253.1890,210.3785,469.8223,2088.2617,92.7448,696.0542,2093.1038,-179.0696,260.2519,2262.8677,-295.0987,460.2441,2116.4978,-248.3834,709.6133,2090.2629,74.7245,-299.6175,2361.4214,148.6706,-688.6370,2250.2944,181.7942,-1042.1873,2368.6299,-113.8820,-306.9137,2351.5823,-177.2411,-699.7750,2247.5640,-184.3900,-1053.9366,2368.5034,-2.53,-3.75,5.23,-10.20
55,-15.9254,429.8566,2213.0906,-25.6798,-14.5367,2305.8347,-21.3801,-212.0436,2334.5576,124.1480,261.4007,2252.3901,210.1411,458.2553,2082.9441,96.3737,686.4805,2086.3281,-179.1243,251.8965,2263.0752,-297.8954,447.9294,2113.5989,-249.2294,696.9818,2087.9646,76.7245,-305.8538,2363.6487,153.1635,-691.8594,2244.0493,181.8104,-1044.2089,2367.0144,-114.6127,-312.9228,2354.1748,-178.8607,-703.3660,2241.9817,-184.3561,-1056.0178,2367.3013,-3.07,-3.97,5.77,-10.72
56,-14.7857,420.6824,2209.1685,-24.9417,-22.5130,2307.4187,-20.5445,-219.9568,2336.3428,125.0276,252.8212,2251.3511,209.8289,446.3208,2077.5073,99.9704,676.4744,2079.2261,-179.1502,243.1821,2262.9717,-300.1933,434.9410,2109.8386,-249.9050,683.7314,2084.8210,78.3891,-312.7493,2365.8381,157.1312,-695.8396,2238.6226,181.8705,-1046.9513,2365.8887,-115.1223,-319.3859,2356.7954,-180.1562,-707.3215,2236.6785,-184.3310,-1058.4766,2366.1570,-3.56,-4.15,6.23,-11.23
57,-14.0513,411.3658,2205.4600,-24.2026,-30.6501,2308.8647,-19.7281,-228.0013,2338.2617,125.9136,244.0314,2250.1106,209.4738,434.3502,2072.1970,103.2829,666.2268,2072.0959,-179.1519,234.2669,2262.5217,-301.8523,421.6453,2105.3523,-250.5499,670.2684,2080.7776,79.7468,-320.1452,2367.9343,160.4136,-700.5768,2234.1260,181.9844,-1050.4194,2365.3979,-115.4488,-326.1884,2359.3054,-181.1755,-711.6149,2231.7473,-184.3071,-1061.2789,2365.2212,-3.96,-4.31,6.45,-11.73
58,-13.7263,402.0829,2202.2625,-23.4957,-38.8744,2310.1423,-18.9436,-236.0962,2340.2556,126.8225,235.0985,2248.6760,209.1154,422.5724,2067.1943,106.1882,655.9100,2065.1543,-179.1371,225.2407,2261.6785,-302.8189,408.3342,2100.3003,-251.2511,656.9120,2075.8306,80.8837,-327.8607,2369.9048,162.9438,-705.9857,2230.5293,182.1535,-1054.5248,2365.5916,-115.6680,-333.2218,2361.6033,-181.9997,-716.2064,2227.2019,-184.2795,-1064.3508,2364.6106,-4.27,-4.45,6.43,-12.20
59,-13.8034,392.9493,2199.9346,-22.8321,-47.1780,2311.2185,-18.1949,-244.2663,2342.1265,127.7662,226.0105,2247.0552,208.8042,411.1056,2062.5864,108.7034,645.6441,2058.5266,-179.1025,216.1106,2260.4055,-303.1257,395.2145,2094.8699,-252.0534,643.8576,2070.0574,81.9134,-335.7330,2371.7324,164.7637,-711.9247,2227.6763,182.3671,-1059.1018,2366.4265,-115.8588,-340.4050,2363.6179,-182.7236,-721.0463,2222.9771,-184.2408,-1067.5889,2364.3977,-4.47,-4.57,6.32,-12.58
60,-14.2588,383.9916,2198.6611,-22.2084,-55.6174,2312.0732,-17.4781,-252.5744,2343.7341,128.7722,216.7217,2245.2466,208.5765,399.9502,2058.3984,110.9494,635.4874,2052.2510,-179.0420,206.8252,2258.6824,-302.8665,382.4057,2089.2703,-252.9513,631.2002,2063.6060,82.9573,-343.6520,2373.4138,166.0031,-718.2228,2225.3147,182.6069,-1063.9414,2367.7939,-116.0945,-347.7023,2365.3308,-183.4417,-726.0797,2218.9456,-184.1870,-1070.8696,2364.6038,-4.58,-4.69,6.26,-12.84
61,-15.0563,375.1484,2198.4458,-21.5950,-64.2657,2312.6807,-16.7867,-261.1093,2344.9919,129.8511,207.1644,2243.2686,208.4786,389.0283,2054.5874,113.1159,625.4283,2046.2809,-178.9373,197.3010,2256.5288,-302.1718,369.9629,2083.7090,-253.9126,618.9433,2056.6875,84.1159,-351.5573,2374.9504,166.8561,-724.7069,2223.1555,182.8481,-1068.8234,2369.5383,-116.4226,-355.1071,2366.7634,-184.2307,-731.2510,2214.9539,-184.1143,-1074.0680,2365.2065,-4.62,-4.82,6.35,-12.97
62,-16.1430,366.3192,2199.1162,-20.9590,-73.1976,2313.0239,-16.1138,-269.9424,2345.8435,131.0205,197.3067,2241.1519,208.5514,378.2018,2051.0898,115.4071,615.4014,2040.5061,-178.7709,187.4702,2254.0005,-301.1729,357.8828,2078.3684,-254.8793,607.0418,2049.5356,85.4595,-359.4260,2376.3442,167.5400,-731.2144,2220.9248,183.0628,-1073.5461,2371.4922,-116.8694,-362.6291,2367.9570,-185.1411,-736.5016,2210.8696,-184.0218,-1077.0697,2366.1516,-4.62,-4.96,6.64,-12.99
63,-17.4560,357.3821,2200.3694,-20.2603,-82.4471,2313.0742,-15.4504,-279.1190,2346.2544,132.2736,187.1482,2238.9575,208.8591,367.3195,2047.8119,118.0077,605.2907,2034.7734,-178.5226,177.2994,2251.1921,-299.9854,346.1302,2073.3760,-255.7903,595.4181,2042.3778,87.0108,-367.2457,2377.5942,168.2665,-737.6108,2218.4194,183.2240,-1077.9451,2373.5022,-117.4336,-370.2658,2368.9629,-186.1900,-741.7783,2206.6113,-183.9103,-1079.7889,2367.3684,-4.62,-5.11,7.20,-12.91
64,-18.9275,348.2385,2201.8086,-19.4734,-92.0222,2312.8096,-14.7920,-288.6398,2346.1992,133.6031,176.7415,2236.7480,209.4767,356.2170,2044.6611,121.0436,594.9434,2028.9271,-178.1839,166.8038,2248.2048,-298.6960,334.6411,2068.7974,-256.5863,583.9889,2035.3948,88.7592,-375.0167,2378.6833,169.2166,-743.7949,2215.5156,183.3042,-1081.9132,2375.4543,-118.0988,-378.0059,2369.8154,-187.3661,-747.0374,2202.1531,-183.7811,-1082.1794,2368.7854,-4.65,-5.28,8.07,-12.77
65,-20.4953,338.7907,2203.0164,-18.5844,-101.9065,2312.1987,-14.1330,-298.4966,2345.6572,134.9815,166.1412,2234.5859,210.4993,344.7356,2041.5266,124.5644,584.1639,2022.8335,-177.7561,156.0137,2245.1294,-297.3657,323.3301,2064.6257,-257.2271,572.6570,2028.6990,90.6563,-382.7496,2379.5845,170.5353,-749.7320,2212.1758,183.2800,-1085.4019,2377.2939,-118.8314,-385.8347,2370.5271,-188.6378,-752.2692,2197.5166,-183.6368,-1084.2363,2370.3455,-4.73,-5.46,9.26,-12.62
66,-22.1123,328.9515,2203.5969,-17.6030,-112.1053,2311.2200,-13.4720,-308.6876,2344.6067,136.3859,155.3819,2232.4902,212.0117,332.7048,2038.3055,128.5249,572.7307,2016.4003,-177.2591,144.9472,2242.0120,-296.0358,312.0725,2060.7856,-257.6879,561.3038,2022.3046,92.6451,-390.4963,2380.2471,172.3185,-755.4570,2208.4243,183.1300,-1088.4329,2379.0425,-119.5968,-393.7665,2371.0796,-189.9677,-757.5063,2192.7351,-183.4763,-1086.0034,2372.0234,-4.89,-5.65,10.78,-12.47
67,-23.7449,318.6118,2203.2461,-16.5570,-122.6500,2309.8525,-12.8089,-319.2507,2343.0325,137.7816,144.4313,2230.4460,214.0758,319.9673,2034.8998,132.7952,560.4129,2009.5756,-176.7232,133.5793,2238.8530,-294.7393,300.7063,2057.1375,-257.9654,549.7709,2016.1361,94.6610,-398.3420,2380.6072,174.6171,-761.0934,2204.3306,182.8400,-1091.0808,2380.7910,-120.3575,-401.8498,2371.4238,-191.3259,-762.8383,2187.8381,-183.2979,-1087.5549,2373.8215,-5.13,-5.85,12.61,-12.36
68,-25.3647,307.6689,2201.7607,-15.4985,-133.6078,2308.0950,-12.1487,-330.2439,2340.9280,139.1412,133.2084,2228.3840,216.6895,306.3863,2031.2426,137.1776,547.0192,2002.3307,-176.1929,121.8533,2235.6077,-293.5011,289.0348,2053.4980,-258.0655,537.8740,2010.0363,96.6553,-406.4085,2380.5864,177.4238,-766.8247,2199.9878,182.4030,-1093.4628,2382.6870,-121.0898,-410.1711,2371.4854,-192.6982,-768.3930,2182.8381,-183.0942,-1088.9847,2375.7690,-5.47,-6.06,14.74,-12.31
69,-26.9241,296.0336,2199.0823,-14.4920,-145.0435,2305.9504,-11.4997,-341.7379,2338.3103,140.4280,121.5970,2226.2178,219.7827,291.8777,2027.2798,141.4640,532.4232,1994.6516,-175.7140,109.7014,2232.2122,-292.3461,276.8593,2049.6582,-258.0080,525.4176,2003.8029,98.5868,-414.8146,2380.1060,180.6763,-772.8759,2195.5010,181.8250,-1095.7030,2384.9036,-121.7800,-418.8276,2371.1743,-194.0921,-774.3199,2177.7314,-182.8585,-1090.3837,2377.9036,-5.90,-6.28,17.09,-12.31
70,-28.3448,283.6832,2195.2776,-13.6114,-157.0044,2303.4436,-10.8779,-353.7683,2335.2151,141.6106,109.5020,2223.8491,223.2077,276.4095,2022.9760,145.4801,516.5953,1986.5149,-175.3316,97.0830,2228.5979,-291.2884,264.0024,2045.4092,-257.8186,512.2322,1997.2062,100.4365,-423.6603,2379.0969,184.2564,-779.4585,2190.9739,181.1265,-1097.9172,2387.6050,-122.4339,-427.9063,2370.4026,-195.5361,-780.7546,2172.5085,-182.5804,-1091.8198,2380.2581,-6.39,-6.50,19.59,-12.38
71,-29.5092,270.6654,2190.5356,-12.9204,-169.4761,2300.6057,-10.3004,-366.3224,2331.7161,142.6485,96.8781,2221.2031,226.7697,260.0206,2018.2887,149.1300,499.5985,1977.8822,-175.0810,84.0050,2224.7139,-290.3368,250.3468,2040.5668,-257.5376,498.1966,1990.0219,102.1892,-432.9837,2377.5195,188.0098,-786.7387,2186.5037,180.3470,-1100.1814,2390.9050,-123.0706,-437.4511,2369.0994,-197.0686,-787.7911,2167.1621,-182.2553,-1093.3252,2382.8362,-6.91,-6.74,22.14,-12.50
72,-30.2904,257.1268,2185.1040,-12.4636,-182.3759,2297.4900,-9.7922,-379.3039,2327.9043,143.5091,83.7763,2218.2310,230.2571,242.8204,2013.1895,152.3853,481.5953,1968.6949,-174.9882,70.5407,2220.5229,-289.4900,235.8630,2034.9995,-257.2138,483.2771,1982.0502,103.8420,-442.7515,2375.3743,191.7654,-794.7813,2182.1772,179.5430,-1102.5245,2394.8413,-123.7194,-447.4440,2367.2356,-198.7268,-795.4474,2161.6951,-181.8822,-1094.8918,2385.5964,-7.43,-7.00,24.63,-12.65
73,-30.5826,243.3023,2179.2510,-12.2508,-195.5196,2294.1641,-9.3753,-392.5262,2323.8979,144.1573,70.3621,2214.9268,233.4919,225.0275,2007.6658,155.2682,462.8448,1958.8973,-175.0665,56.8396,2216.0081,-288.7493,220.6529,2028.6555,-256.9107,467.5590,1973.1508,105.3784,-452.8222,2372.7153,195.3729,-803.5182,2178.0720,178.7903,-1104.9198,2399.3374,-124.4064,-457.7760,2364.8335,-200.5216,-803.6418,2156.1401,-181.4724,-1096.4728,2388.4436,-7.92,-7.28,26.98,-12.82
74,-30.3507,229.5446,2173.2151,-12.2642,-208.5971,2290.7224,-9.0773,-405.6669,2319.8232,144.5699,56.9613,2211.3203,236.3436,207.0170,2001.7666,157.8094,443.7533,1948.4711,-175.3207,43.1673,2211.1733,-288.1230,205.0020,2021.5902,-256.6986,451.3112,1963.2853,106.7770,-462.9329,2369.6519,198.7026,-812.7050,2174.2678,178.1744,-1107.2942,2404.2024,-125.1487,-468.2159,2361.9814,-202.4236,-812.1614,2150.5723,-181.0458,-1097.9991,2391.2271,-8.35,-7.56,29.11,-13.00
75,-29.6469,216.3492,2167.2024,-12.4662,-221.1265,2287.2791,-8.9219,-418.2469,2315.8230,144.7249,44.0777,2207.4937,238.7377,189.3970,1995.6196,160.0352,424.9281,1937.4905,-175.7454,29.9529,2206.0681,-287.6405,189.4345,2013.9762,-256.6584,435.0390,1952.5730,107.9863,-472.6626,2366.3430,201.6577,-821.9178,2170.8584,177.7888,-1109.5442,2409.1343,-125.9427,-478.3795,2358.8267,-204.3503,-820.6528,2145.1345,-180.6346,-1099.3910,2393.7612,-8.71,-7.84,30.99,-13.18
76,-28.6215,204.3720,2161.3823,-12.8214,-232.4556,2283.9626,-8.9353,-429.6082,2312.0337,144.6097,32.4000,2203.5613,240.6330,173.0217,1989.4459,161.9525,407.2194,1926.1530,-176.3295,17.8214,2200.7954,-287.3510,174.7193,2006.0975,-256.8697,419.5119,1941.3163,108.9460,-481.4583,2362.9702,204.1369,-830.5682,2167.9607,177.7146,-1111.5610,2413.7698,-126.7685,-487.7276,2355.5576,-206.1715,-828.6296,2140.0442,-180.2707,-1100.5848,2395.8628,-8.97,-8.09,32.56,-13.37
77,-27.4859,194.3912,2155.9016,-13.3065,-241.7982,2280.8916,-9.1368,-438.9724,2308.5857,144.2136,22.7374,2199.6699,242.0234,158.9446,1983.5236,163.5633,391.6712,1914.7932,-177.0517,7.5643,2195.5247,-287.3235,161.8149,1998.3096,-257.4064,405.7070,1929.9896,109.5761,-488.6635,2359.7229,206.0493,-837.9858,2165.7056,178.0082,-1113.2582,2417.7383,-127.5874,-495.6034,2352.3772,-207.7268,-835.5283,2135.5833,-179.9852,-1101.5394,2397.3877,-9.13,-8.29,33.76,-13.55
78,-26.4673,187.2223,2150.8811,-13.9132,-248.3439,2278.1553,-9.5408,-445.5271,2305.5835,143.5436,15.9254,2195.9634,242.9267,148.2651,1978.1440,164.8582,379.4026,1903.8407,-177.8841,0.0504,2190.4717,-287.6238,151.7364,1990.9930,-258.3194,394.6913,1919.1694,109.8084,-493.6309,2356.7561,207.2840,-843.5027,2164.2283,178.6792,-1114.5715,2420.7219,-128.3511,-501.3175,2349.4717,-208.8538,-840.7744,2132.0640,-179.7921,-1102.2418,2398.2600,-9.18,-8.42,34.54,-13.74
79,-25.7395,183.5796,2146.4211,-14.6374,-251.3921,2275.7983,-10.1439,-448.5726,2303.1067,142.6192,12.6711,2192.5681,243.3987,141.9435,1973.5465,165.8264,371.4132,1893.7620,-178.7866,-3.9296,2185.8682,-288.2973,145.3884,1984.4901,-259.6222,387.4371,1909.4336,109.5858,-495.8109,2354.1943,207.7547,-846.5726,2163.6301,179.6860,-1115.4465,2422.4836,-129.0068,-504.2546,2346.9910,-209.4120,-843.8723,2129.7800,-179.6981,-1102.6855,2398.4656,-9.12,-8.45,34.82,-13.92
80,-25.3918,183.9391,2142.5911,-15.4731,-250.4928,2273.8259,-10.9319,-447.6529,2301.1987,141.4884,13.4292,2189.5645,243.5083,140.6117,1969.8933,166.4493,368.4075,1884.9716,-179.7127,-3.8198,2181.9126,-289.3427,143.4056,1979.0645,-261.2803,384.6555,1901.2518,108.8863,-494.8686,2352.1082,207.3947,-846.8413,2163.9644,180.9356,-1115.8191,2422.8794,-129.5043,-503.9939,2345.0237,-209.3145,-844.4569,2128.9431,-179.6925,-1102.8600,2398.0635,-8.96,-8.37,34.55,-14.10
81,-25.4189,188.4474,2139.4309,-16.4011,-245.5250,2272.2083,-11.8690,-442.6424,2299.8757,140.2106,18.3075,2186.9951,243.3364,144.4790,1967.2473,166.7138,370.6797,1877.7843,-180.6117,0.5866,2178.7334,-290.7069,146.0620,1974.8719,-263.2125,386.6784,1894.9216,107.7149,-490.7199,2350.5308,206.1986,-844.2008,2165.2131,182.3046,-1115.5948,2421.8413,-129.8077,-500.3871,2343.5920,-208.6786,-842.4816,2129.7363,-179.7654,-1102.7521,2397.1248,-8.70,-8.21,33.74,-14.26
82,-25.7540,196.9124,2136.9377,-17.3947,-236.7064,2270.8997,-12.9095,-433.7492,2299.1165,138.8602,27.0804,2184.8552,242.9421,153.3087,1965.5905,166.6143,378.0987,1872.3854,-181.4377,9.1243,2176.3677,-292.2862,153.2513,1971.9525,-265.3014,393.4388,1890.5447,106.1103,-483.5453,2349.4548,204.2088,-838.7707,2167.2996,183.6546,-1114.6624,2419.3789,-129.8881,-493.5381,2342.6750,-207.6067,-837.9927,2132.2134,-179.8981,-1102.3281,2395.6943,-8.37,-7.99,32.44,-14.42
83,-26.2958,208.8565,2135.0747,-18.4188,-224.5227,2269.8398,-13.9960,-421.4569,2298.8779,137.4983,39.2443,2183.1155,242.3757,166.4996,1964.8207,166.1644,390.1674,1868.8580,-182.1539,21.3123,2174.7666,-293.9518,164.5423,1970.2319,-267.4151,404.5192,1888.0558,104.1213,-473.7233,2348.8452,201.5201,-830.8710,2170.1074,184.8577,-1112.9092,2415.5798,-129.7306,-483.7906,2342.2141,-206.1922,-831.2214,2136.2395,-180.0810,-1101.5066,2393.7722,-7.99,-7.73,30.76,-14.57
84,-26.9479,223.6309,2133.7681,-19.4418,-209.6293,2268.9641,-15.0821,-406.4122,2299.0852,136.1782,54.1454,2181.7246,241.6663,183.1999,1964.7875,165.3873,406.1522,1867.2169,-182.7400,36.4730,2173.8157,-295.5679,179.2717,1969.5433,-269.4293,419.2628,1887.2765,101.8054,-461.7655,2348.6436,198.2479,-820.9492,2173.5190,185.8072,-1110.2644,2410.6294,-129.3239,-471.6620,2342.1116,-204.5628,-822.5343,2141.6057,-180.3040,-1100.2062,2391.3450,-7.59,-7.44,28.81,-14.70
85,-27.6298,240.5099,2132.9331,-20.4364,-192.7412,2268.2073,-16.1261,-389.3322,2299.6602,134.9261,71.0684,2180.6306,240.8430,202.4530,1965.3052,164.3177,425.2007,1867.4572,-183.1881,53.8434,2173.3694,-297.0213,196.6559,1969.6625,-271.2439,436.8896,1887.9873,99.2113,-448.2290,2348.7805,194.5188,-809.5333,2177.4470,186.4322,-1106.7224,2404.8040,-128.6669,-457.7594,2342.2637,-202.8572,-812.3748,2148.0615,-180.5618,-1098.3723,2388.4194,-7.17,-7.16,26.68,-14.83
86,-28.2903,258.7779,2132.4846,-21.3861,-174.5694,2267.5159,-17.1081,-370.9256,2300.5107,133.7565,89.3164,2179.7812,239.9275,223.3036,1966.1947,162.9872,446.4430,1869.5641,-183.5043,72.6639,2173.2761,-298.2251,215.8841,1970.3545,-272.7902,456.5947,1889.9771,96.3940,-433.6720,2349.1763,190.4469,-797.1711,2181.8547,186.6969,-1102.3687,2398.4656,-127.7654,-442.7050,2342.5664,-201.1958,-801.2129,2155.3569,-180.8470,-1096.0004,2385.0427,-6.76,-6.91,24.46,-14.94
87,-28.8983,277.7642,2132.3687,-22.2797,-155.7724,2266.8521,-18.0135,-351.8624,2301.5522,132.6659,108.2326,2179.1360,238.9478,244.8935,1967.3013,161.4248,469.0382,1873.5066,-183.7004,92.2195,2173.4033,-299.1303,236.1942,1971.4152,-274.0291,477.6120,1893.0736,93.4054,-418.6057,2349.7520,186.1413,-784.4014,2186.7544,186.6055,-1097.3707,2392.0115,-126.6436,-427.0812,2342.9336,-199.6631,-789.5121,2163.2700,-181.1544,-1093.1368,2381.3137,-6.35,-6.69,22.22,-15.04
88,-29.4437,296.8690,2132.5642,-23.1170,-136.9489,2266.2087,-18.8449,-332.7483,2302.7000,131.6505,127.2223,2178.6541,237.9223,266.5031,1968.5283,159.6477,492.2047,1879.1992,-183.7938,111.8658,2173.6414,-299.7195,256.9141,1972.7032,-274.9452,499.2523,1897.1400,90.3180,-403.4922,2350.4224,181.7009,-771.7126,2192.1909,186.1958,-1091.9636,2385.8474,-125.3455,-411.4017,2343.2954,-198.2990,-777.6993,2171.6169,-181.4742,-1089.8774,2377.3840,-5.95,-6.51,20.03,-15.12
89,-29.9239,315.5724,2133.0928,-23.8955,-118.6135,2265.5981,-19.6040,-314.1164,2303.8823,130.6999,145.7539,2178.3052,236.8747,287.5964,1969.8411,157.6594,515.2380,1886.4745,-183.8017,131.0392,2173.9141,-300.0056,277.4985,1974.1536,-275.5363,520.9240,1902.0583,87.2107,-388.7207,2351.1082,177.2364,-759.5264,2198.2019,185.5331,-1086.3978,2380.3323,-123.9372,-396.0974,2343.6052,-197.1022,-766.1448,2180.2402,-181.7966,-1086.3381,2373.4363,-5.57,-6.37,17.96,-15.18
90,-30.3474,333.4703,2134.0029,-24.6223,-101.1772,2265.0513,-20.3009,-296.3880,2305.0369,129.8118,163.4032,2178.0525,235.8162,307.8354,1971.2830,155.4369,537.5656,1895.0667,-183.7416,149.2944,2174.1697,-300.0190,297.5608,1975.7789,-275.8054,542.1696,1907.7035,84.1768,-374.6075,2351.7295,172.8566,-748.1501,2204.7949,184.7001,-1080.9000,2375.7559,-122.4952,-381.4985,2343.8274,-196.0460,-755.1353,2188.9966,-182.1092,-1082.6381,2369.6506,-5.20,-6.25,16.05,-15.19
91,-30.7217,350.2972,2135.3633,-25.2980,-84.9063,2264.5969,-20.9413,-279.8492,2306.1238,128.9763,179.8748,2177.8689,234.7674,327.0994,1972.9514,152.9332,558.7944,1904.6423,-183.6278,166.3343,2174.3877,-299.8000,316.8982,1977.6562,-275.7562,562.6954,1913.9320,81.2928,-361.3614,2352.2185,168.6762,-737.7683,2211.9197,183.7820,-1075.6223,2372.2964,-121.0918,-367.8231,2343.9431,-195.0854,-744.8592,2197.7595,-182.4004,-1078.8809,2366.1729,-4.85,-6.15,14.31,-15.16
92,-31.0605,365.9368,2137.2307,-25.9314,-69.9299,2264.2578,-21.5376,-264.6324,2307.1128,128.1926,195.0323,2177.7246,233.7381,345.4334,1974.9927,150.0777,578.7347,1914.8328,-183.4757,182.0231,2174.5691,-299.3821,335.4683,1979.9050,-275.3906,582.3729,1920.5769,78.6177,-349.1044,2352.5195,164.7816,-728.4312,2219.4763,182.8611,-1070.6440,2370.0251,-119.7803,-355.1822,2343.9351,-194.1670,-735.4137,2206.4297,-182.6593,-1075.1515,2363.1038,-4.53,-6.06,12.75,-15.08
93,-31.3702,380.3692,2139.6384,-26.5201,-56.2619,2264.0310,-22.0955,-250.7663,2307.9941,127.4499,208.8473,2177.6062,232.7546,362.9745,1977.5480,146.8117,597.3483,1925.2797,-183.2939,196.3441,2174.7444,-298.7934,353.3161,1982.6488,-274.7129,601.1737,1927.4612,76.1666,-337.8790,2352.5964,161.2354,-720.1084,2227.3059,182.0033,-1065.9802,2368.8970,-118.5847,-343.6145,2343.7952,-193.2332,-726.8363,2214.9336,-182.8783,-1071.5261,2360.4988,-4.23,-5.95,11.34,-14.94
94,-31.6604,393.6216,2142.5647,-27.0654,-43.8760,2263.9021,-22.6251,-238.2185,2308.7554,126.7483,221.3639,2177.5039,231.8271,379.8292,1980.7386,143.1191,614.6686,1935.6487,-183.0951,209.3500,2174.9680,-298.0453,370.4619,1985.9841,-273.7333,619.0811,1934.4152,73.9334,-327.7096,2352.4353,158.0430,-712.7250,2235.2119,181.2591,-1061.6323,2368.7820,-117.5031,-333.1328,2343.5125,-192.2177,-719.1407,2223.2083,-183.0519,-1068.0819,2358.3804,-3.96,-5.83,10.05,-14.74
