frame,head_x,head_y,head_z,torso_x,torso_y,torso_z,waist_x,waist_y,waist_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z,l_hip_x,l_hip_y,l_hip_z,l_knee_x,l_knee_y,l_knee_z,l_ankle_x,l_ankle_y,l_ankle_z,r_hip_x,r_hip_y,r_hip_z,r_knee_x,r_knee_y,r_knee_z,r_ankle_x,r_ankle_y,r_ankle_z,left_knee_valgus_deg,right_knee_valgus_deg,back_arch_deg,torso_lean_deg
10,-22.6680,362.2104,2203.0601,-8.1927,-77.6358,2314.4265,-9.1569,-275.1468,2340.2646,144.7206,191.9876,2241.5728,285.7085,352.8881,2071.1057,69.0633,486.3481,2086.8931,-166.0954,183.5025,2258.4634,-266.7944,360.5095,2075.8438,-225.4636,610.6374,2048.1885,92.4376,-362.6584,2375.2393,172.9450,-733.4513,2217.0825,180.6522,-1070.1116,2380.2629,-111.3867,-365.0875,2365.5735,-187.4113,-735.1873,2203.6245,-183.1496,-1071.5854,2367.4646,-5.10,-5.78,11.31,-12.15
11,-23.7992,347.0553,2201.7043,-8.6264,-92.2245,2315.2202,-7.9381,-289.6485,2341.6040,145.7163,176.1979,2241.0757,278.8563,335.9932,2063.4675,86.0814,502.7582,2069.5867,-165.2386,168.9719,2256.0017,-266.3151,341.7472,2069.5798,-224.8557,591.5755,2039.5122,95.2016,-374.7832,2377.8667,176.0754,-742.9846,2213.9602,180.5647,-1076.6208,2383.3506,-111.9533,-377.1381,2368.1604,-189.3153,-743.4944,2198.5305,-183.2298,-1075.8121,2370.4399,-5.41,-6.07,12.38,-12.39
12,-24.9272,331.6096,2200.6978,-9.1700,-107.2650,2315.7175,-6.8231,-304.6385,2342.5234,146.8027,159.9071,2240.4746,270.8482,319.2196,2055.9875,103.8197,511.8456,2052.5537,-164.2275,154.1524,2253.3921,-265.7185,322.7653,2063.4036,-224.0390,572.2005,2030.4879,97.9726,-387.1049,2380.2021,178.7704,-752.8729,2210.8735,180.4621,-1083.3253,2386.4585,-112.6619,-389.4729,2370.4810,-190.9840,-752.1782,2193.5750,-183.2229,-1080.1290,2373.6221,-5.66,-6.32,13.69,-12.57
13,-25.9740,316.1350,2199.8445,-9.6673,-122.4615,2315.8872,-5.8342,-319.8257,2342.9683,148.0508,143.3988,2239.5505,262.8164,302.2995,2048.7666,120.7160,513.7198,2036.2537,-163.0661,139.2715,2250.6421,-265.0211,303.8434,2057.3562,-223.0109,552.7662,2021.1044,100.6620,-399.3604,2382.1887,181.0699,-762.8713,2207.8374,180.3434,-1090.0677,2389.4658,-113.4771,-401.8257,2372.5083,-192.4219,-761.0436,2188.8445,-183.1102,-1084.4446,2376.9136,-5.85,-6.54,15.25,-12.68
14,-26.8479,300.9113,2198.9297,-10.0226,-137.4791,2315.7087,-4.9997,-334.8604,2342.9016,149.4791,127.0143,2238.1873,255.8822,285.0535,2041.8495,135.3513,508.9585,2021.0364,-161.7695,124.6046,2247.7542,-264.2406,285.3506,2051.5000,-221.7797,533.6114,2011.3951,103.1685,-411.2495,2383.7715,183.0204,-772.6963,2204.8835,180.2080,-1096.6711,2392.2344,-114.3585,-413.8809,2374.2102,-193.6355,-769.8524,2184.4253,-182.8766,-1088.6395,2380.1885,-6.01,-6.72,17.07,-12.76
15,-27.4380,286.3661,2197.7542,-10.2061,-151.8265,2315.1824,-4.3556,-349.2233,2342.3208,151.0263,111.2813,2236.4048,250.8097,267.7020,2035.2986,146.8215,499.0143,2007.1060,-160.3909,110.5701,2244.7200,-263.4043,267.8781,2045.9479,-220.3888,515.3114,2001.5265,105.3761,-422.3667,2384.8899,184.6669,-781.9700,2202.0823,180.0610,-1102.9116,2394.5864,-115.2767,-425.2034,2375.5557,-194.6245,-778.2505,2180.4180,-182.5215,-1092.5444,2383.2766,-6.14,-6.88,19.12,-12.81
16,-27.6394,273.2078,2196.2405,-10.2385,-164.7696,2314.3525,-3.9494,-362.1793,2341.2837,152.5538,97.0308,2234.3567,247.7469,251.1351,2029.2622,154.9628,486.2719,1994.5811,-159.0507,97.8230,2241.5632,-262.5689,252.3290,2040.8468,-218.9521,498.7984,1991.8743,107.1733,-432.1348,2385.5171,186.0437,-790.1852,2199.5378,179.9154,-1108.5120,2396.3032,-116.2217,-435.1740,2376.5349,-195.3846,-785.7375,2176.9260,-182.0757,-1095.9299,2385.9382,-6.25,-7.00,21.31,-12.86
17,-27.4060,262.3189,2194.4741,-10.1568,-175.4442,2313.3025,-3.8245,-372.8759,2339.9023,153.8931,85.2542,2232.2463,246.3716,236.6989,2023.9651,160.1355,473.3645,1983.6051,-157.9032,87.1631,2238.3567,-261.8102,239.7319,2036.3572,-217.6380,485.1840,1982.9626,108.4688,-439.9010,2385.6484,187.1569,-796.7695,2197.3689,179.7936,-1113.1705,2397.1699,-117.1891,-443.1064,2377.1570,-195.9000,-791.7437,2174.0591,-181.5981,-1098.5704,2387.9197,-6.35,-7.08,23.49,-12.90
18,-26.7821,254.5246,2192.6467,-10.0064,-183.0588,2312.1340,-4.0069,-380.5312,2338.3286,154.9012,76.8462,2230.2556,246.1748,225.7443,2019.6345,162.9188,462.5444,1974.3412,-157.0769,79.3550,2235.2222,-261.2021,230.9695,2032.6157,-216.6232,475.4737,1975.3342,109.2032,-445.0987,2385.3074,187.9911,-801.2193,2195.6797,179.7203,-1116.6077,2397.0325,-118.1603,-448.4123,2377.4365,-196.1534,-795.7780,2171.9175,-181.1589,-1100.2958,2389.0034,-6.45,-7.10,25.47,-12.92
19,-25.8908,250.4043,2190.9548,-9.8390,-187.0637,2310.9409,-4.4899,-384.5926,2336.7271,155.4910,72.4066,2228.5117,246.6543,219.2662,2016.4257,163.9213,455.3872,1966.9342,-156.6358,74.9789,2232.3052,-260.7955,226.5933,2029.7145,-216.0478,470.3506,1969.4452,109.3576,-447.3835,2384.5369,188.5225,-803.2100,2194.5317,179.7181,-1118.6135,2395.8462,-119.1073,-450.7422,2377.3916,-196.1371,-797.5412,2170.5708,-180.8133,-1101.0283,2389.0583,-6.52,-7.07,27.02,-12.93
20,-24.8993,250.2066,2189.5381,-9.7163,-187.2235,2309.7942,-5.2195,-384.8110,2335.2454,155.6344,72.1554,2227.0874,247.4024,217.7412,2014.3757,163.7019,452.7683,1961.4768,-156.5677,74.3420,2229.7451,-260.6068,226.7594,2027.6935,-215.9907,470.0860,1965.5962,108.9610,-446.6923,2383.4487,188.7262,-802.6670,2193.9746,179.8000,-1119.0748,2393.6953,-119.9580,-450.0504,2377.0591,-195.8787,-796.9951,2170.0730,-180.6355,-1100.7750,2388.1824,-6.58,-6.99,27.96,-12.92
21,-23.9775,253.8348,2188.4495,-9.7044,-183.6332,2308.7288,-6.1176,-381.2567,2333.9922,155.3561,75.9297,2226.0095,248.1113,221.0718,2013.4185,162.7389,454.9191,1958.0049,-156.7976,77.4475,2227.6426,-260.6177,231.2479,2026.5292,-216.4654,474.5253,1963.9086,108.0698,-443.1436,2382.1665,188.5746,-799.6723,2194.0620,179.9677,-1117.9729,2390.7705,-120.6260,-446.4563,2376.4729,-195.4223,-794.2192,2170.4612,-180.6815,-1099.5176,2386.4756,-6.61,-6.86,28.22,-12.91
22,-23.2621,260.8761,2187.6643,-9.8540,-176.6921,2307.7478,-7.1117,-374.3189,2333.0432,154.7228,83.2423,2225.2598,248.5921,228.7341,2013.4016,161.4033,461.5541,1956.4921,-157.2186,84.0077,2226.0464,-260.7847,239.5285,2026.1373,-217.4162,483.1462,1964.3026,106.7495,-437.1545,2380.7610,188.0888,-794.5857,2194.7480,180.2089,-1115.4087,2387.3484,-121.0778,-440.3863,2375.6382,-194.8254,-789.5580,2171.6511,-180.9182,-1097.3911,2384.0896,-6.60,-6.69,27.72,-12.89
23,-22.8284,270.6953,2187.1147,-10.1966,-167.0155,2306.8335,-8.1399,-364.6107,2332.4282,153.8258,93.3944,2224.7839,248.7518,239.8899,2014.0959,159.9479,472.0221,1956.8658,-157.7239,93.4984,2224.9395,-261.0587,250.8797,2026.3826,-218.7344,495.1689,1966.5264,105.0631,-429.2684,2379.2854,187.3014,-787.8862,2195.9709,180.5019,-1111.5945,2383.7275,-121.2773,-432.3942,2374.5527,-194.1520,-783.4656,2173.5347,-181.2895,-1094.5601,2381.2336,-6.57,-6.52,26.51,-12.88
24,-22.6872,282.5606,2186.7202,-10.7383,-155.3186,2305.9619,-9.1542,-352.8491,2332.1360,152.7578,105.5984,2224.5115,248.5523,253.5993,2015.2797,158.5101,485.4906,1959.0106,-158.2405,105.2464,2224.2510,-261.3963,264.5057,2027.1184,-220.2732,509.6976,1970.2076,103.0731,-420.0467,2377.7852,186.2378,-780.0785,2197.6802,180.8193,-1106.8145,2380.1675,-121.2071,-423.0511,2373.2244,-193.4616,-776.4054,2176.0115,-181.7357,-1091.2023,2378.1272,-6.51,-6.35,24.72,-12.89
25,-22.7958,295.7500,2186.4216,-11.4623,-142.3077,2305.1179,-10.1259,-339.7469,2332.1128,151.5948,119.0941,2224.3789,247.9823,268.9908,2016.7771,157.1320,501.1038,1962.7764,-158.7388,118.5242,2223.8762,-261.7763,279.6411,2028.2057,-221.8778,525.8455,1974.9270,100.8432,-409.9829,2376.2947,184.9094,-771.6235,2199.8474,181.1354,-1101.3896,2376.8530,-120.8791,-412.8587,2371.6812,-192.7997,-768.7886,2179.0110,-182.1991,-1087.4954,2374.9734,-6.42,-6.20,22.51,-12.91
26,-23.0871,309.6441,2186.1890,-12.3329,-128.6012,2304.2964,-11.0442,-325.9274,2332.2830,150.3946,133.2405,2224.3286,247.0401,285.3633,2018.4779,155.7870,518.1004,1967.9696,-159.2347,132.6481,2223.7009,-262.2054,295.6151,2029.5391,-223.4007,542.8290,1980.2786,98.4437,-399.4598,2374.8428,183.3031,-762.8933,2202.4753,181.4297,-1095.6292,2373.8762,-120.3389,-402.2034,2369.9744,-192.1914,-760.9340,2182.5154,-182.6355,-1083.6133,2371.9331,-6.30,-6.08,20.11,-12.95
27,-23.4914,323.7610,2186.0251,-13.2994,-114.6763,2303.4971,-11.9127,-311.8797,2332.5588,149.1844,147.5541,2224.3196,245.7358,302.2313,2020.3344,154.4071,535.8701,1974.3495,-159.7653,147.0529,2223.6350,-262.7210,311.8922,2031.0454,-224.7232,560.0204,1985.9208,95.9468,-388.7379,2373.4534,181.3854,-754.1611,2205.5935,181.6882,-1089.8031,2371.2568,-119.6547,-391.3444,2368.1709,-191.6443,-753.0670,2186.5652,-183.0130,-1079.7120,2369.1165,-6.14,-5.97,17.69,-12.98
28,-23.9637,337.7794,2185.9504,-14.3125,-100.8653,2302.7185,-12.7434,-297.9383,2332.8569,147.9746,161.7280,2224.3176,244.0885,319.3084,2022.3594,152.8938,553.9694,1981.6229,-160.3729,161.3403,2223.6223,-263.3795,328.0807,2032.6935,-225.7522,576.9681,1991.5946,93.4206,-377.9811,2372.1399,179.1063,-745.6119,2209.2534,181.9052,-1084.1228,2368.9639,-118.9049,-380.4449,2366.3423,-191.1459,-745.3315,2191.2383,-183.3167,-1075.9288,2366.5852,-5.93,-5.88,15.42,-13.01
29,-24.4904,351.5106,2185.9958,-15.3244,-87.3615,2301.9421,-13.5520,-284.3093,2333.1089,146.7497,175.5961,2224.3040,242.1443,336.4658,2024.6035,151.1279,572.0976,1989.4611,-161.0818,175.2717,2223.6511,-264.2436,343.9297,2034.4817,-226.4292,593.3823,1997.1315,90.9112,-367.2887,2370.9065,176.4192,-737.3663,2213.5044,182.0797,-1078.7336,2366.9504,-118.1496,-369.6069,2364.5466,-190.6763,-737.8196,2196.6201,-183.5421,-1072.3634,2364.3572,-5.66,-5.80,13.37,-13.03
30,-25.0964,364.8664,2186.1917,-16.3017,-74.2733,2301.1458,-14.3533,-271.0968,2333.2627,145.4852,189.0971,2224.2578,239.9778,353.6501,2027.1422,148.9644,590.0460,1997.5261,-161.8989,188.7321,2223.7393,-265.3553,359.2976,2036.4368,-226.7192,609.1080,2002.4398,88.4433,-356.7391,2369.7415,173.2913,-729.5002,2218.3796,182.2151,-1073.7175,2365.1768,-117.4256,-358.9187,2362.8235,-190.2034,-730.5900,2202.7625,-183.6947,-1069.0836,2362.4211,-5.33,-5.72,11.57,-13.02
31,-25.8279,377.7948,2186.5657,-17.2236,-61.6625,2300.2925,-15.1601,-258.3719,2333.2920,144.1470,202.2003,2224.1719,237.6981,370.8098,2030.0469,146.2488,607.6254,2005.5259,-162.8097,201.6684,2223.9246,-266.7188,374.1139,2038.5901,-226.6222,624.0733,2007.4951,86.0170,-346.4128,2368.6296,169.7293,-722.0670,2223.8745,182.3141,-1069.0992,2363.6199,-116.7341,-348.4774,2361.1868,-189.6954,-723.6932,2209.6521,-183.7848,-1066.1115,2360.7480,-4.93,-5.64,10.02,-12.99
32,-26.7388,390.2410,2187.1399,-18.0900,-49.6009,2299.3596,-15.9791,-246.2002,2333.1785,142.7095,214.8621,2224.0400,235.4362,387.8208,2033.3690,142.8268,624.6087,2013.2548,-163.7932,214.0430,2224.2485,-268.2812,388.3301,2040.9664,-226.1675,638.2520,2012.3162,83.6284,-336.4162,2367.5510,165.7828,-715.1036,2229.9299,182.3806,-1064.8646,2362.2800,-116.0628,-338.4124,2359.6357,-189.1103,-717.1754,2217.1877,-183.8256,-1063.4346,2359.3057,-4.48,-5.55,8.68,-12.92
33,-27.8623,402.1075,2187.9360,-18.9153,-38.1853,2298.3340,-16.8133,-234.6863,2332.9238,141.1523,226.9817,2223.8669,233.3307,404.4617,2037.1111,138.5852,640.6878,2020.6304,-164.8191,225.7897,2224.7512,-269.9363,401.8897,2043.5634,-225.4225,651.6209,2016.9579,81.2731,-326.8778,2366.4944,161.5552,-708.6482,2236.4236,182.4135,-1060.9739,2361.1721,-115.3860,-328.8743,2358.1628,-188.4085,-711.0935,2225.1755,-183.8294,-1061.0159,2358.0686,-3.99,-5.45,7.53,-12.83
34,-29.2008,413.2628,2188.9700,-19.7227,-27.5503,2297.2278,-17.6582,-223.9590,2332.5303,139.4780,238.4150,2223.6675,231.4977,420.4187,2041.2285,133.4809,655.4952,2027.6666,-165.8635,236.8089,2225.4583,-271.5327,414.7080,2046.3552,-224.4806,664.1542,2021.4808,78.9596,-317.9502,2365.4583,157.1762,-702.7376,2243.1829,182.4146,-1057.3922,2360.3286,-114.6876,-320.0312,2356.7612,-187.5405,-705.5085,2233.3574,-183.8089,-1058.8196,2357.0288,-3.49,-5.33,6.55,-12.70
35,-30.7109,423.5617,2190.2607,-20.5327,-17.8293,2296.0647,-18.5066,-214.1597,2332.0107,137.6972,249.0003,2223.4771,230.0120,435.3605,2045.6274,127.5799,668.6694,2034.4531,-166.9031,246.9777,2226.3882,-272.9169,426.6950,2049.3020,-223.4522,675.8232,2025.9578,76.6994,-309.7779,2364.4482,152.7856,-697.4180,2250.0100,182.3835,-1054.0951,2359.7944,-113.9564,-312.0285,2355.4307,-186.4600,-700.4905,2241.4468,-183.7749,-1056.8218,2356.1948,-2.99,-5.19,5.73,-12.53
36,-32.3175,432.8976,2191.8284,-21.3574,-9.1273,2294.8857,-19.3465,-205.3916,2331.3723,135.8385,258.6185,2223.3486,228.8790,449.0159,2050.2085,121.0590,679.9710,2041.0930,-167.9295,256.1940,2227.5469,-273.9636,437.7787,2052.3794,-222.4406,686.6223,2030.4553,74.5064,-302.4778,2363.4744,148.4922,-692.7269,2256.7129,182.3268,-1051.0875,2359.6196,-113.1984,-304.9712,2354.1680,-185.1123,-696.0924,2249.1826,-183.7394,-1055.0238,2355.5920,-2.51,-5.02,5.07,-12.33
37,-33.9196,441.2180,2193.7051,-22.1967,-1.4846,2293.7297,-20.1697,-197.7067,2330.6287,133.9287,267.2128,2223.3677,228.0400,461.2464,2054.8906,114.2062,689.3591,2047.6703,-168.9394,264.3947,2228.9392,-274.6192,447.9382,2055.5938,-221.5302,696.5715,2035.0416,72.3863,-296.1147,2362.5327,144.3676,-688.6942,2263.1355,182.2505,-1048.3788,2359.8474,-112.4208,-298.8933,2352.9697,-183.4542,-692.3484,2256.3560,-183.7133,-1053.4338,2355.2512,-2.06,-4.81,4.55,-12.10
38,-35.4161,448.5393,2195.9316,-23.0430,5.1125,2292.6409,-20.9645,-191.0904,2329.7854,132.0046,274.8039,2223.6370,227.3750,472.0421,2059.6433,107.3884,697.0289,2054.2241,-169.9419,271.5726,2230.5645,-274.9022,457.1982,2059.0007,-220.7744,705.7171,2039.7714,70.3397,-290.7024,2361.6147,140.4428,-685.3240,2269.1626,182.1659,-1045.9891,2360.5110,-111.6424,-293.7789,2351.8198,-181.4492,-689.2571,2262.8269,-183.7090,-1052.0626,2355.2065,-1.63,-4.56,4.19,-11.82
39,-36.7092,454.9187,2198.5588,-23.8800,10.7280,2291.6567,-21.7267,-185.4916,2328.8552,130.0953,281.4539,2224.2832,226.7417,481.4950,2064.4690,101.0196,703.3632,2060.7515,-170.9430,277.7571,2232.4255,-274.9026,465.6230,2062.6907,-220.2121,714.1114,2044.6909,68.3672,-286.2097,2360.6892,136.7325,-682.6034,2274.7212,182.0797,-1043.9265,2361.6104,-110.8741,-289.5635,2350.6995,-179.0972,-686.7952,2268.5098,-183.7360,-1050.9073,2355.4866,-1.24,-4.26,3.95,-11.50
40,-37.7226,460.4353,2201.6331,-24.6923,15.4405,2290.8215,-22.4480,-180.8311,2327.8496,128.2398,287.2527,2225.4255,225.9962,489.7277,2069.3945,95.4937,708.8450,2067.2263,-171.9490,283.0057,2234.5205,-274.7461,473.2843,2066.7749,-219.8734,721.8087,2049.8208,66.4835,-282.5779,2359.7261,133.2540,-680.4929,2279.7532,182.0007,-1042.1953,2363.1179,-110.1364,-286.1745,2349.5825,-176.4376,-684.9160,2273.3616,-183.8026,-1049.9586,2356.1130,-0.87,-3.91,3.83,-11.13
41,-38.3943,465.1552,2205.1738,-25.4603,19.3314,2290.1758,-23.1236,-177.0382,2326.7947,126.4700,292.2680,2227.1675,225.0304,496.8557,2074.4207,91.1200,713.9200,2073.6211,-172.9530,287.3755,2236.8462,-274.5717,480.2407,2071.3479,-219.8110,728.8403,2055.1584,64.7200,-279.7304,2358.6960,130.0537,-678.9419,2284.2056,181.9296,-1040.7852,2364.9585,-109.4421,-283.5331,2348.4561,-173.5771,-683.5715,2277.3557,-183.9085,-1049.1967,2357.0959,-0.53,-3.54,3.80,-10.72
42,-38.6837,469.1156,2209.1423,-26.1682,22.4540,2289.7637,-23.7443,-174.0544,2325.7266,124.8302,296.5373,2229.5469,223.7728,502.9385,2079.5161,88.0399,718.8712,2079.9143,-173.9403,290.9117,2239.3804,-274.4992,486.5024,2076.4587,-220.0992,735.2080,2060.6570,63.1335,-277.5967,2357.5894,127.2088,-677.8880,2287.9927,181.8707,-1039.6855,2367.0259,-108.8128,-281.5855,2347.3142,-170.6811,-682.7066,2280.4646,-184.0500,-1048.6029,2358.4255,-0.24,-3.15,3.84,-10.27
43,-38.5580,472.3012,2213.4138,-26.7971,24.8326,2289.6230,-24.2971,-171.8549,2324.7063,123.3577,300.0356,2232.5251,222.2086,507.9803,2084.5776,86.1808,723.7190,2086.0779,-174.8808,293.6270,2242.0857,-274.6181,492.0190,2082.0754,-220.8488,740.8572,2066.2212,61.7931,-276.1178,2356.4209,124.8313,-677.2719,2290.9934,181.8227,-1038.8776,2369.1814,-108.2645,-280.2916,2346.1775,-167.9756,-682.2776,2282.6389,-184.2122,-1048.1572,2360.0620,0.01,-2.79,3.93,-9.80
44,-37.9983,474.6523,2217.7649,-27.3335,26.4486,2289.7903,-24.7645,-170.4395,2323.8123,122.0988,302.6925,2235.9536,220.3765,511.9149,2089.4482,85.2571,728.2106,2092.0422,-175.7421,295.5049,2244.8948,-274.9764,496.6647,2088.0708,-222.1722,745.6758,2071.6985,60.7844,-275.2572,2355.2493,123.0484,-677.0395,2293.0342,181.7897,-1038.3447,2371.2708,-107.8269,-279.6371,2345.0889,-165.7092,-682.2427,2283.8142,-184.3782,-1047.8499,2361.9312,0.20,-2.48,4.03,-9.34
45,-36.9912,476.0706,2221.8899,-27.7642,27.2564,2290.2854,-25.1257,-169.8420,2323.1418,121.0896,304.3926,2239.6028,218.3887,514.6318,2093.9077,84.8629,731.8964,2097.6509,-176.4914,296.4979,2247.7246,-275.5971,500.2581,2094.2175,-224.1580,749.4868,2076.8865,60.1923,-274.9907,2354.1672,121.9866,-677.1507,2293.9214,181.7723,-1038.0631,2373.1401,-107.5337,-279.6139,2344.1177,-164.1205,-682.5739,2283.9282,-184.5252,-1047.6776,2363.9187,0.31,-2.26,4.14,-8.91
46,-35.5432,476.4544,2225.4514,-28.0837,27.1896,2291.1128,-25.3591,-170.1038,2322.7871,120.3659,305.0229,2243.1885,216.4048,515.9850,2097.7192,84.6139,734.2852,2102.6401,-177.1132,296.5484,2250.4771,-276.4874,502.5848,2100.2275,-226.8072,752.0736,2081.5618,60.0995,-275.3042,2353.3047,121.7693,-677.5491,2293.4980,181.7729,-1037.9972,2374.6499,-107.4369,-280.2214,2343.3525,-163.3741,-683.2468,2282.9478,-184.6368,-1047.6479,2365.8862,0.34,-2.15,4.23,-8.56
