frame,head_x,head_y,head_z,torso_x,torso_y,torso_z,waist_x,waist_y,waist_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z,l_hip_x,l_hip_y,l_hip_z,l_knee_x,l_knee_y,l_knee_z,l_ankle_x,l_ankle_y,l_ankle_z,r_hip_x,r_hip_y,r_hip_z,r_knee_x,r_knee_y,r_knee_z,r_ankle_x,r_ankle_y,r_ankle_z,left_knee_valgus_deg,right_knee_valgus_deg,back_arch_deg,torso_lean_deg
17,-62.3134,278.7506,2203.1716,-34.2892,-125.8782,2475.0027,-23.6244,-333.1661,2513.5215,114.7196,116.7632,2357.0444,230.5771,234.2136,2135.7646,217.6749,462.8839,2010.4188,-212.6292,107.9184,2378.2795,-287.7426,241.0240,2145.6262,-269.2466,493.7013,2073.8352,102.2263,-412.8674,2582.2402,179.0204,-744.1021,2310.6743,246.8679,-1056.0924,2443.7029,-151.4435,-420.1660,2559.1729,-220.8594,-756.1045,2292.7502,-216.6048,-1051.8033,2453.8201,-0.37,-5.75,23.93,-26.89
18,-62.0600,271.8994,2201.8000,-33.4580,-131.9518,2474.7251,-22.7446,-339.3748,2512.4963,115.5239,110.5695,2356.4714,229.4854,226.8787,2133.5947,220.2252,453.2409,2003.7693,-212.4588,101.2485,2377.8018,-288.7939,232.4352,2144.4595,-268.9858,484.0262,2069.2742,102.6812,-418.3226,2582.8503,179.5896,-747.2595,2308.5105,247.2682,-1057.3068,2446.1289,-152.3545,-424.2636,2557.0659,-222.4394,-759.1115,2289.4507,-217.1268,-1053.2245,2453.3582,-0.40,-5.91,24.73,-26.94
19,-61.7956,265.2920,2200.7039,-32.5318,-137.8112,2474.6653,-22.0850,-345.4554,2511.2881,116.4405,104.6351,2356.2329,228.4608,219.5558,2131.6238,222.5089,443.8750,1998.0715,-212.1707,94.5591,2376.9609,-290.0535,224.6141,2143.5078,-268.6338,474.6879,2063.8328,103.0657,-423.3338,2583.3257,180.2643,-749.9836,2306.3333,247.7353,-1058.2937,2447.9272,-153.0054,-428.3419,2555.7825,-223.9378,-761.8671,2286.7395,-217.8682,-1054.5103,2453.2285,-0.45,-6.06,25.93,-26.95
20,-61.5350,258.8322,2199.8760,-31.5644,-143.5411,2474.8389,-21.7087,-351.4409,2510.1396,117.4521,98.9031,2356.4294,227.5459,212.1405,2129.9700,224.4444,434.8096,1993.5673,-211.7438,87.7884,2375.6992,-291.4790,217.4831,2142.6929,-268.2542,465.6266,2057.6575,103.4933,-427.8673,2583.6301,181.0207,-752.2966,2304.1296,248.2756,-1059.2222,2448.8164,-153.5017,-432.4539,2555.4878,-225.3344,-764.4549,2284.8005,-218.8153,-1055.8070,2453.5273,-0.51,-6.19,27.41,-26.95
21,-61.2787,252.4139,2199.2869,-30.6301,-149.2321,2475.2427,-21.6633,-357.3860,2509.2468,118.5154,93.2678,2357.0808,226.7972,204.5725,2128.7485,225.9907,426.0482,1990.3741,-211.1581,80.8724,2373.9319,-292.9973,210.9033,2141.8735,-267.8937,456.7670,2050.9446,104.0621,-431.9403,2583.7534,181.8294,-754.2938,2301.9407,248.8775,-1060.3046,2448.6548,-153.9327,-436.6453,2556.2485,-226.6085,-766.9842,2283.7524,-219.9113,-1057.2649,2454.3259,-0.57,-6.30,29.03,-26.94
22,-61.0236,245.9039,2198.8826,-29.8247,-154.9788,2475.8870,-21.9576,-363.3602,2508.7319,119.5635,87.5785,2358.1238,226.2810,196.8335,2128.0215,227.1487,417.5544,1988.4369,-210.4016,73.7411,2371.5889,-294.5004,204.6755,2140.8853,-267.5857,448.0204,2043.8853,104.8098,-435.6227,2583.7056,182.6672,-756.1299,2299.8494,249.5073,-1061.7565,2447.4531,-154.3627,-440.9628,2558.0393,-227.7416,-769.5587,2283.6243,-221.0800,-1059.0105,2455.6333,-0.62,-6.39,30.71,-26.96
23,-60.7573,239.1544,2198.5889,-29.2314,-160.8709,2476.7976,-22.5591,-369.4500,2508.6287,120.5234,81.6565,2359.4116,226.0419,188.9395,2127.7903,227.9575,409.2424,1987.5641,-209.4755,66.3219,2368.6570,-295.8630,198.5634,2139.5830,-267.3418,439.2790,2036.6432,105.7220,-439.0230,2583.5383,183.5139,-757.9887,2297.9683,250.1231,-1063.7577,2445.3762,-154.8163,-445.4364,2560.7461,-228.7228,-772.2546,2284.3403,-222.2445,-1061.1284,2457.3721,-0.67,-6.45,32.43,-27.00
24,-60.4618,232.0136,2198.3157,-28.9197,-166.9819,2478.0037,-23.3913,-375.7401,2508.8848,121.3198,75.3203,2360.7502,226.1147,180.9053,2127.9915,228.4865,400.9899,1987.4397,-208.3960,58.5440,2365.1819,-296.9602,192.3243,2137.8643,-267.1577,430.4276,2029.3409,106.7266,-442.2845,2583.3423,184.3587,-760.0519,2296.4302,250.6817,-1066.4193,2442.7134,-155.2863,-450.0936,2564.1687,-229.5529,-775.1097,2285.7263,-223.3432,-1063.6525,2459.3792,-0.72,-6.50,34.22,-27.07
25,-60.1198,224.3474,2197.9617,-28.9329,-173.3692,2479.5168,-24.3500,-382.3033,2509.3752,121.8931,68.4152,2361.9224,226.4994,172.7567,2128.5032,228.8264,392.6758,1987.6948,-207.1926,50.3511,2361.2727,-297.6876,185.7489,2135.6968,-267.0149,421.3522,2022.0640,107.7184,-445.5497,2583.2427,185.1947,-762.4583,2295.3674,251.1541,-1069.7650,2439.8411,-155.7423,-454.9402,2568.0281,-230.2472,-778.1316,2287.5154,-224.3330,-1066.5656,2461.4182,-0.78,-6.54,36.15,-27.17
26,-59.7117,216.0716,2197.4268,-29.2705,-180.0616,2481.3032,-25.3178,-389.1927,2509.9182,122.2057,60.8400,2362.7234,227.1627,164.5056,2129.1641,229.0722,384.1722,1987.9634,-205.9075,41.7141,2357.0762,-297.9852,178.6860,2133.1038,-266.8755,411.9641,2014.8717,108.5809,-448.9492,2583.3757,186.0228,-765.2918,2294.8862,251.5272,-1073.7253,2437.1575,-156.1486,-459.9843,2571.9834,-230.8334,-781.3028,2289.3667,-225.2009,-1069.8115,2463.2080,-0.85,-6.58,38.28,-27.31
27,-59.2218,207.1659,2196.6301,-29.8931,-187.0710,2483.2756,-26.1811,-396.4347,2510.2930,122.2526,52.5669,2362.9929,228.0426,156.1790,2129.8010,229.3218,375.3940,1987.9125,-204.5940,32.6490,2352.7654,-297.8394,171.0597,2130.1621,-266.6982,402.2061,2007.8075,109.2091,-452.5765,2583.8611,186.8453,-768.5569,2295.0356,251.8076,-1078.1531,2435.0347,-156.4780,-465.2237,2575.6550,-231.3468,-784.5970,2290.8916,-225.9450,-1073.3038,2464.4490,-0.94,-6.63,40.68,-27.46
28,-58.6409,197.7044,2195.5273,-30.7247,-194.3881,2485.2683,-26.8424,-404.0252,2510.2693,122.0590,43.6518,2362.6345,229.0463,147.7928,2130.2603,229.6564,366.2925,1987.2766,-203.3174,23.2295,2348.5129,-297.2883,162.8740,2126.9771,-266.4297,392.0733,2000.9264,109.5242,-456.4825,2584.7634,187.6681,-772.1938,2295.7773,252.0109,-1082.8414,2433.7400,-156.7216,-470.6510,2578.6558,-231.8230,-787.9878,2291.6936,-226.5846,-1076.9408,2464.8635,-1.06,-6.70,43.39,-27.61
29,-57.9628,187.8538,2194.1331,-31.6668,-201.9990,2487.0503,-27.2216,-411.9169,2509.6675,121.6726,34.2308,2361.6335,230.0847,139.4089,2130.4243,230.1389,356.8814,1985.8938,-202.1347,13.5832,2344.4736,-296.4140,154.2057,2123.6699,-266.0248,381.6231,1994.3003,109.4741,-460.6704,2586.0576,188.4902,-776.0737,2296.9680,252.1579,-1087.5580,2433.3789,-156.8862,-476.2411,2580.6362,-232.2899,-791.4467,2291.4255,-227.1449,-1080.6193,2464.2395,-1.21,-6.78,46.35,-27.75
30,-57.1942,177.8267,2192.4985,-32.6091,-209.8250,2488.4802,-27.2744,-420.0201,2508.2981,121.1495,24.5095,2360.0522,231.0750,131.0963,2130.2378,230.8037,347.2424,1983.7407,-201.0978,3.8867,2340.7781,-295.3263,145.1988,2120.3738,-265.4460,370.9763,1988.0288,109.0153,-465.1025,2587.6155,189.3067,-780.0339,2298.3591,252.2616,-1092.0697,2433.8574,-156.9710,-481.9251,2581.3374,-232.7630,-794.9436,2289.8755,-227.6423,-1084.2455,2462.4783,-1.40,-6.87,49.54,-27.84
31,-56.3513,167.8657,2190.7107,-33.4535,-217.7363,2489.4941,-26.9889,-428.1952,2506.0115,120.5427,14.7470,2358.0095,231.9666,122.9653,2129.7085,231.6532,337.5467,1980.9221,-200.2314,-5.6387,2337.5452,-294.1421,136.0515,2117.2319,-264.6800,360.3181,1982.2374,108.1086,-469.7147,2589.2180,190.1016,-783.8877,2299.6204,252.3278,-1096.1656,2434.9150,-156.9519,-487.5782,2580.6536,-233.2448,-798.4346,2287.0271,-228.0964,-1087.7466,2459.6218,-1.62,-6.98,52.92,-27.88
32,-55.4574,158.2402,2188.8645,-34.1139,-225.5629,2490.0723,-26.3937,-436.2531,2502.7356,119.8913,5.2398,2355.6594,232.7483,115.1455,2128.8835,232.6604,328.0260,1977.6627,-199.5569,-14.7359,2334.8958,-292.9697,127.0028,2114.3875,-263.7356,349.8909,1977.0703,106.7306,-474.4286,2590.5938,190.8517,-787.4691,2300.3918,252.3523,-1099.6681,2436.1973,-156.7782,-493.0162,2578.6655,-233.7299,-801.8579,2283.0964,-228.5117,-1091.0787,2455.8623,-1.88,-7.10,56.46,-27.83
33,-54.5452,149.2365,2187.0498,-34.5373,-233.0998,2490.2124,-25.5555,-443.9612,2498.4897,119.2263,-3.6890,2353.1538,233.4327,107.7857,2127.8303,233.7727,318.9676,1974.2312,-199.0906,-23.1032,2332.9475,-291.8975,118.3129,2111.9712,-262.6477,339.9768,1972.6835,104.8886,-479.1573,2591.4697,191.5259,-790.6382,2300.3494,252.3257,-1102.4495,2437.3508,-156.3805,-498.0067,2575.6323,-234.2102,-805.1356,2278.5098,-228.8845,-1094.2214,2451.5237,-2.18,-7.23,60.07,-27.70
34,-53.6486,141.1425,2185.3296,-34.6939,-240.1064,2489.9321,-24.5702,-451.0487,2493.3909,118.5712,-11.7085,2350.6384,234.0476,101.0393,2126.6084,234.9176,310.6725,1970.8877,-198.8434,-30.4414,2331.7922,-290.9918,110.2394,2110.0715,-261.4688,330.8863,1969.2274,102.6359,-483.7912,2591.6179,192.0884,-793.3059,2299.2712,252.2380,-1104.4377,2438.0923,-155.6912,-502.2940,2571.9294,-234.6790,-808.1863,2273.8313,-229.2220,-1097.1790,2447.0278,-2.50,-7.38,63.65,-27.48
35,-52.7972,134.2305,2183.7334,-34.5946,-246.3100,2489.2747,-23.5584,-457.2195,2487.6526,117.9505,-18.4973,2348.2515,234.6054,95.0629,2125.2607,236.0166,303.4188,1967.8333,-198.8191,-36.4700,2331.4556,-290.2968,103.0142,2108.7107,-260.2618,322.9255,1966.8197,100.0788,-488.1899,2590.9001,192.5038,-795.4278,2297.0908,252.0833,-1105.6285,2438.2432,-154.6676,-505.6391,2567.9795,-235.1291,-810.9335,2269.6594,-229.5143,-1099.9528,2442.8347,-2.83,-7.53,67.05,-27.20
36,-52.0246,128.7377,2182.2659,-34.2792,-251.4205,2488.3159,-22.6439,-462.1803,2481.5737,117.3956,-23.7637,2346.1282,235.0932,90.0075,2123.8176,236.9909,297.4323,1965.1722,-199.0038,-40.9689,2331.8706,-289.8357,96.8294,2107.8298,-259.0927,316.3718,1965.5120,97.3709,-492.1732,2589.2998,192.7444,-797.0010,2293.9272,251.8654,-1106.0901,2437.7390,-153.3104,-507.8599,2564.1851,-235.5463,-813.3080,2266.5142,-229.7733,-1102.5355,2439.3660,-3.15,-7.68,70.15,-26.86
37,-51.3496,124.8535,2180.9119,-33.8196,-255.1611,2487.1526,-21.9460,-465.6740,2475.5115,116.9455,-27.2689,2344.3967,235.4657,86.0248,2122.3025,237.7740,292.8587,1962.9106,-199.3699,-43.7914,2332.8806,-289.6130,91.8336,2107.2954,-258.0219,311.4381,1965.2574,94.6921,-495.5272,2586.9373,192.7978,-798.0521,2290.0813,251.5914,-1105.9567,2436.6162,-151.6741,-508.8799,2560.8782,-235.9020,-815.2468,2264.7341,-229.9961,-1104.8894,2436.9128,-3.44,-7.82,72.80,-26.51
38,-50.7937,122.7186,2179.6504,-33.2899,-257.3160,2485.8721,-21.5508,-467.5444,2469.8433,116.6411,-28.8522,2343.1609,235.6591,83.2556,2120.7417,238.3170,289.7653,1960.9556,-199.8887,-44.8677,2334.2627,-289.6143,88.1332,2106.9265,-257.0988,308.2473,1965.8969,92.2230,-498.0271,2584.0581,192.6727,-798.6248,2286.0024,251.2810,-1105.4160,2435.0281,-149.8700,-508.7394,2558.2954,-236.1513,-816.6908,2264.4216,-230.1913,-1106.9465,2435.5874,-3.68,-7.93,74.88,-26.18
39,-50.3724,122.4580,2178.4692,-32.7655,-257.7939,2484.4402,-21.4975,-467.7724,2464.9509,116.5279,-28.4368,2342.4678,235.6045,81.8232,2119.1555,238.5940,288.1444,1959.1510,-200.5386,-44.1886,2335.7820,-289.8035,85.7954,2106.5317,-256.3638,306.8222,1967.1707,90.1265,-499.4746,2580.9971,192.3995,-798.7679,2282.2173,250.9427,-1104.6464,2433.2095,-148.0670,-507.5881,2556.5593,-236.2392,-817.5909,2265.4377,-230.3628,-1108.6233,2435.3037,-3.85,-8.01,76.30,-25.89
40,-50.0968,124.1794,2177.3850,-32.2858,-256.6485,2482.6267,-21.7720,-466.4782,2461.2029,116.6343,-26.0530,2342.2832,235.2486,81.8144,2117.5481,238.6064,287.9404,1957.3119,-201.3165,-41.8011,2337.2319,-290.1170,84.8503,2105.9526,-255.8436,307.0933,1968.7657,88.5188,-499.7252,2578.1089,192.0233,-798.5213,2279.2290,250.5897,-1103.7966,2431.4998,-146.4565,-505.6301,2555.6702,-236.1152,-817.9153,2267.4636,-230.5163,-1109.8413,2435.8174,-3.95,-8.02,76.92,-25.66
41,-49.9699,127.8377,2176.3765,-31.8764,-253.9759,2480.3484,-22.3050,-463.8071,2458.7021,116.9567,-21.8481,2342.4917,234.5574,83.2589,2115.9075,238.3826,289.0644,1955.2731,-202.2060,-37.8203,2338.4785,-290.4682,85.2944,2105.0967,-255.5659,308.9244,1970.3678,87.4119,-498.6846,2575.6670,191.5960,-797.9029,2277.4292,250.2185,-1102.9183,2430.2463,-145.1750,-503.0508,2555.4968,-235.7461,-817.6529,2270.1013,-230.6584,-1110.5548,2436.7856,-3.98,-7.97,76.77,-25.51
42,-49.9825,133.2481,2175.4150,-31.5374,-249.9012,2477.6482,-23.0051,-459.8777,2457.3655,117.4527,-16.0677,2342.9180,233.5137,86.1308,2114.2097,237.9733,291.4151,1952.9199,-203.1714,-32.4312,2339.4429,-290.7528,87.0927,2103.9448,-255.5567,312.1505,1971.7104,86.7201,-496.3075,2573.8262,191.1621,-796.8970,2277.0537,249.8277,-1101.9757,2429.7646,-144.2677,-499.9705,2555.8223,-235.1244,-816.8026,2272.9756,-230.7905,-1110.7626,2437.8298,-3.95,-7.86,75.92,-25.42
43,-50.1183,140.1243,2174.4851,-31.2591,-244.5525,2474.6946,-23.7808,-454.7620,2456.9797,118.0445,-9.0091,2343.3801,232.1411,90.3546,2112.4272,237.4536,294.8943,1950.2096,-204.1616,-25.8572,2340.0898,-290.8794,90.1971,2102.5364,-255.8422,316.6047,1972.6035,86.2963,-492.5914,2572.6257,190.7488,-795.4481,2278.1704,249.4119,-1100.8563,2430.2488,-143.6913,-496.4229,2556.4131,-234.2689,-815.3592,2275.8188,-230.9078,-1110.4969,2438.6040,-3.88,-7.69,74.53,-25.40
44,-50.3585,148.1432,2173.5811,-31.0315,-238.0321,2471.8101,-24.5586,-448.5084,2457.2290,118.6400,-0.9559,2343.7266,230.4788,95.8336,2110.5588,236.9084,299.4272,1947.1805,-205.1126,-18.3276,2340.4082,-290.7838,94.5460,2100.9351,-256.4465,322.1499,1972.9316,85.9889,-487.5728,2572.0161,190.3582,-793.4679,2280.6973,248.9737,-1099.4159,2431.7200,-143.3472,-492.3557,2557.0781,-233.2213,-813.3016,2278.5171,-231.0028,-1109.7985,2438.8682,-3.79,-7.49,72.84,-25.43
45,-50.6840,157.0952,2172.7769,-30.8615,-230.4733,2469.1458,-25.2957,-441.1918,2457.9263,119.1581,7.8887,2343.8618,228.6068,102.4657,2108.6306,236.4341,304.9750,1943.9542,-205.9857,-10.0176,2340.4041,-290.4522,100.0798,2099.1995,-257.3777,328.6790,1972.6588,85.7127,-481.3384,2571.9131,189.9663,-790.8488,2284.4102,248.5278,-1097.5110,2434.0046,-143.1472,-487.6533,2557.7214,-232.0441,-810.5967,2281.1177,-231.0604,-1108.6862,2438.5398,-3.69,-7.26,70.99,-25.48
46,-51.0792,166.8635,2172.1604,-30.7621,-221.9969,2466.7920,-25.9616,-432.8991,2458.9253,119.5166,17.3929,2343.7668,226.6239,110.1727,2106.7151,236.1219,311.5437,1940.7141,-206.7542,-1.0441,2340.0837,-289.9316,106.7357,2097.3711,-258.6210,336.1165,1971.8112,85.4494,-474.0061,2572.1934,189.5288,-787.4886,2288.9812,248.1040,-1095.0255,2436.7578,-143.0343,-482.1622,2558.3142,-230.8129,-807.2133,2283.7881,-231.0722,-1107.1465,2437.7092,-3.57,-7.03,69.11,-25.55
