frame,head_x,head_y,head_z,torso_x,torso_y,torso_z,waist_x,waist_y,waist_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z,l_hip_x,l_hip_y,l_hip_z,l_knee_x,l_knee_y,l_knee_z,l_ankle_x,l_ankle_y,l_ankle_z,r_hip_x,r_hip_y,r_hip_z,r_knee_x,r_knee_y,r_knee_z,r_ankle_x,r_ankle_y,r_ankle_z,left_knee_valgus_deg,right_knee_valgus_deg,back_arch_deg,torso_lean_deg
107,-51.3180,333.8070,2236.9246,-49.8478,-68.6674,2513.3416,-38.3237,-277.8658,2540.9878,95.7861,165.9137,2375.9719,216.0657,313.0830,2175.8923,168.9677,539.6010,2054.8518,-210.2382,168.9759,2395.7444,-284.2065,296.3058,2159.1738,-250.7821,552.0089,2105.9868,84.0138,-387.2288,2544.9670,175.4262,-757.3425,2335.0225,253.9213,-1085.4606,2412.5007,-145.8806,-396.6921,2559.6577,-220.8960,-767.0269,2345.0339,-238.4944,-1098.9923,2400.8333,-0.19,-3.90,1.86,-26.43
108,-51.7015,327.4510,2234.7334,-48.9689,-76.4990,2508.9519,-38.7285,-285.9930,2534.3455,96.8671,159.5220,2374.3835,215.2568,303.6840,2171.0305,169.6552,531.8923,2052.6504,-210.9646,161.5559,2394.5435,-284.4247,288.7831,2157.7893,-251.8048,544.0297,2102.0120,86.1666,-391.6922,2546.7339,175.9036,-760.2977,2333.4814,253.6725,-1086.7831,2418.2979,-147.8018,-401.6184,2561.8840,-220.6736,-769.1929,2341.8523,-239.2191,-1100.1115,2403.2458,-0.13,-3.73,3.31,-26.03
109,-51.9524,321.2894,2232.4941,-47.7921,-84.8991,2503.3359,-39.0124,-294.6089,2526.9844,98.5100,153.6428,2373.9089,214.0395,293.9964,2166.2910,170.2751,523.9304,2050.5962,-211.5115,153.7746,2392.8506,-284.8784,281.9836,2156.6443,-253.1607,536.3266,2096.4360,88.1596,-395.8582,2549.0281,176.5722,-762.9510,2332.6604,253.2972,-1088.0641,2423.5530,-149.5067,-406.3345,2563.3696,-220.4602,-771.1439,2338.1790,-239.8768,-1100.8550,2405.4497,-0.12,-3.56,8.91,-25.55
110,-52.0529,315.1693,2230.2097,-46.3368,-93.6415,2497.0154,-39.0802,-303.5129,2519.3616,100.5332,148.0349,2374.2747,212.5332,284.1167,2161.8848,170.7989,515.6573,2048.6626,-211.8039,145.6169,2390.5820,-285.4599,275.7376,2155.5669,-254.8285,528.7327,2089.4451,89.7804,-399.6631,2551.7927,177.4407,-765.1331,2332.3984,252.8102,-1089.2660,2427.8823,-150.8441,-410.7845,2564.1963,-220.2649,-772.8528,2334.1523,-240.3872,-1101.2161,2407.4851,-0.18,-3.44,14.72,-25.05
111,-52.0034,309.0155,2228.0215,-44.6367,-102.4742,2490.5996,-38.8797,-312.4875,2511.8462,102.7328,142.4743,2375.1553,210.9290,274.1748,2158.0034,171.2133,507.0978,2046.8890,-211.8044,137.1263,2387.7202,-286.0647,269.8621,2154.4160,-256.7664,521.1069,2081.3770,90.9007,-403.0586,2554.9209,178.4953,-766.7156,2332.5017,252.2512,-1090.3384,2430.9810,-151.7334,-414.9352,2564.5374,-220.0704,-774.2642,2329.9143,-240.6721,-1101.1440,2409.4216,-0.32,-3.36,20.61,-24.54
112,-51.7942,302.7699,2226.0886,-42.8028,-111.1671,2484.7122,-38.4115,-321.3362,2504.7832,104.9176,136.7956,2376.2822,209.4813,264.3284,2154.7996,171.5213,498.3497,2045.3513,-211.5170,128.3913,2384.3237,-286.6101,264.1807,2153.0925,-258.8967,513.3633,2072.7014,91.4971,-406.0100,2558.2654,179.6945,-767.6252,2332.7703,251.6706,-1091.2170,2432.6470,-152.1467,-418.7589,2564.6406,-219.8687,-775.2937,2325.6116,-240.6524,-1100.5779,2411.3357,-0.54,-3.33,26.44,-24.06
113,-51.4311,296.3399,2224.4382,-40.9594,-119.5372,2479.8518,-37.7254,-329.8698,2498.5527,106.9320,130.9213,2377.4619,208.4532,254.7470,2152.3833,171.7589,489.5448,2044.1477,-210.9760,119.5290,2380.5181,-287.0505,258.5340,2151.5647,-261.1292,505.4790,2063.9382,91.6534,-408.5365,2561.6882,180.9815,-767.8458,2332.9944,251.1391,-1091.8241,2432.8308,-152.1307,-422.2615,2564.7935,-219.6435,-775.8455,2321.3638,-240.2810,-1099.4445,2413.2349,-0.80,-3.36,32.02,-23.64
114,-50.9320,289.6613,2223.0918,-39.2413,-127.4851,2476.3669,-36.8954,-337.9829,2493.3616,108.6843,124.8356,2378.6240,208.0635,245.5702,2150.8440,171.9924,480.8211,2043.3619,-210.2318,110.6533,2376.4880,-287.3640,252.7846,2149.8423,-263.3470,497.4989,2055.5835,91.5080,-410.6967,2565.0796,182.2750,-767.4193,2332.9729,250.7002,-1092.0747,2431.6506,-151.7543,-425.4778,2565.2375,-219.3966,-775.8358,2317.2432,-239.5567,-1097.7045,2415.0312,-1.10,-3.46,37.25,-23.30
115,-50.3068,282.7098,2222.0559,-37.7727,-134.9906,2474.3870,-35.9969,-345.6535,2489.2761,110.1251,118.5606,2379.7764,208.4456,236.8899,2150.2332,172.3172,472.2680,2043.0454,-209.3372,101.8422,2372.4175,-287.5475,246.8100,2147.9712,-265.4498,489.5096,2048.1174,91.2214,-412.6014,2568.3572,183.4799,-766.4424,2332.5232,250.4186,-1091.8907,2429.3726,-151.1085,-428.4848,2566.1025,-219.1220,-775.2234,2313.1978,-238.5197,-1095.3691,2416.5435,-1.39,-3.60,42.11,-23.04
116,-49.5919,275.4932,2221.3145,-36.6122,-142.0868,2473.8477,-35.0835,-352.9161,2486.2366,111.2656,112.1260,2380.9846,209.6183,228.7220,2150.5618,172.8429,463.9196,2043.1964,-208.3331,93.1313,2368.4663,-287.6054,240.5127,2145.9812,-267.3360,481.6311,2041.9196,90.9456,-414.3904,2571.4370,184.4928,-765.0626,2331.4890,250.3317,-1091.2357,2426.3994,-150.2927,-431.4093,2567.3586,-218.8143,-774.0403,2309.0933,-237.2654,-1092.5089,2417.5439,-1.64,-3.78,46.56,-22.86
117,-48.8190,268.0501,2220.8267,-35.7799,-148.8454,2474.5159,-34.1774,-359.8225,2484.1411,112.1540,105.5724,2382.3267,211.4940,221.0169,2151.7671,173.6727,455.7576,2043.7760,-207.2705,84.5294,2364.7400,-287.5320,233.8298,2143.8943,-268.9504,473.9909,2037.2816,90.8237,-416.2277,2574.2322,185.2056,-763.4575,2329.7275,250.4875,-1090.0891,2423.1904,-149.4222,-434.4014,2568.8501,-218.4607,-772.3994,2304.7153,-235.9234,-1089.2312,2417.8826,-1.83,-3.98,50.54,-22.75
118,-48.0236,260.4707,2220.5261,-35.2495,-155.3288,2476.0581,-33.2960,-366.4195,2482.8733,112.8784,98.9629,2383.8574,213.8980,213.6761,2153.7048,174.8821,447.7585,2044.7111,-206.1937,76.0479,2361.3003,-287.3206,226.7579,2141.7375,-270.2519,466.7024,2034.3680,90.9927,-418.2590,2576.6338,185.5285,-761.8129,2327.1030,250.9238,-1088.4597,2420.1997,-148.6183,-437.6226,2570.3484,-218.0413,-770.4637,2299.8716,-234.6370,-1085.6512,2417.5427,-1.91,-4.18,53.98,-22.71
119,-47.2573,252.8702,2220.3303,-34.9537,-161.5597,2478.1323,-32.4389,-372.7188,2482.3035,113.5238,92.3834,2385.5740,216.6112,206.6087,2156.1379,176.5004,439.9313,2045.9199,-205.1584,67.7438,2358.2092,-286.9633,219.3873,2139.5459,-271.2361,459.8570,2033.1675,91.5556,-420.5935,2578.5303,185.3912,-760.2598,2323.5122,251.6405,-1086.3427,2417.8027,-147.9940,-441.1949,2571.6343,-217.5296,-768.4145,2294.4387,-233.5476,-1081.8488,2416.6775,-1.87,-4.35,56.78,-22.72
120,-46.5576,245.4155,2220.1541,-34.8259,-167.4914,2480.4407,-31.6256,-378.6840,2482.2893,114.1600,85.9603,2387.3948,219.4158,199.7710,2158.7676,178.5010,432.3679,2047.3026,-204.2289,59.7440,2355.5244,-286.4575,211.9046,2137.3909,-271.9155,453.5141,2033.4993,92.5772,-423.2660,2579.8323,184.7681,-758.8783,2318.9229,252.6119,-1083.7081,2416.2417,-147.6266,-445.1587,2572.5564,-216.9231,-766.4043,2288.4106,-232.7629,-1077.8707,2415.5317,-1.69,-4.47,58.90,-22.78
121,-45.9656,238.3365,2219.9253,-34.7863,-173.0282,2482.6836,-30.8767,-384.2305,2482.7263,114.8269,79.8707,2389.1543,222.1212,193.2240,2161.2693,180.8049,425.2444,2048.7517,-203.4676,52.2640,2353.3228,-285.8250,204.5952,2135.3613,-272.3062,447.7240,2034.9865,94.0465,-426.2364,2580.4910,183.6816,-757.6750,2313.4075,253.7444,-1080.5060,2415.6270,-147.5434,-449.4598,2573.0320,-216.2227,-764.5292,2281.9114,-232.3383,-1073.7408,2414.3564,-1.38,-4.52,60.30,-22.89
122,-45.5242,231.9082,2219.5952,-34.7678,-178.0104,2484.6282,-30.2197,-389.2071,2483.5039,115.5152,74.3199,2390.6492,224.5937,187.1409,2163.3552,183.2948,418.8163,2050.1265,-202.9456,45.5826,2351.6816,-285.1223,197.8086,2133.5735,-272.4395,442.5565,2037.1343,95.8894,-429.3922,2580.5066,182.2277,-756.6036,2307.1580,254.8974,-1076.6946,2415.9583,-147.7368,-453.9398,2573.0552,-215.4768,-762.8228,2275.1592,-232.2629,-1069.4883,2413.3215,-0.95,-4.51,60.95,-23.02
123,-45.2531,226.4262,2219.1396,-34.7089,-182.2328,2486.1145,-29.6826,-393.4270,2484.5205,116.1929,69.5612,2391.6841,226.7463,181.8017,2164.8171,185.8325,413.3807,2051.2573,-202.7075,40.0161,2350.6755,-284.4271,191.9216,2132.1636,-272.3436,438.1182,2039.4156,97.9679,-432.5560,2579.9233,180.5546,-755.5904,2300.4702,255.8949,-1072.2771,2417.1643,-148.1498,-458.3564,2572.6594,-214.7615,-761.2646,2268.4331,-232.4573,-1065.1707,2412.4888,-0.46,-4.45,60.88,-23.18
124,-45.1775,222.1842,2218.5571,-34.5645,-185.4713,2487.0518,-29.2898,-396.6715,2485.6770,116.8096,65.8574,2392.1191,228.5302,177.5466,2165.5559,188.2864,409.2249,2051.9758,-202.7829,35.8659,2350.3726,-283.8366,187.2984,2131.2659,-272.0582,434.5679,2041.3550,100.1133,-435.4951,2578.8169,178.8776,-754.5526,2293.7090,256.5657,-1067.3317,2419.1260,-148.7080,-462.4053,2571.9089,-214.1592,-759.8078,2262.0361,-232.7984,-1060.8938,2411.8267,0.04,-4.37,60.13,-23.35
125,-45.3102,219.4507,2217.8655,-34.3070,-187.5094,2487.3972,-29.0592,-398.7156,2486.8779,117.3079,63.4733,2391.9116,229.9306,174.7157,2165.5764,190.5414,406.6048,2052.1362,-203.1744,33.3987,2350.8064,-283.4353,184.2602,2130.9971,-271.6324,432.0784,2042.6021,102.1566,-437.9313,2577.2732,177.4494,-753.4124,2287.2649,256.7892,-1062.0201,2421.6956,-149.3302,-465.7634,2570.8809,-213.7149,-758.4057,2256.2739,-233.1597,-1056.8192,2411.2561,0.48,-4.29,58.79,-23.52
126,-45.6502,218.4395,2217.0986,-33.9272,-188.1477,2487.1426,-29.0069,-399.3663,2488.0339,117.6452,62.6385,2391.1204,230.9441,173.5993,2164.9880,192.5133,405.6947,2051.6511,-203.8621,32.8060,2351.9727,-283.2825,183.0477,2131.4353,-271.1171,430.8180,2042.9407,103.9554,-439.5571,2575.3845,176.5095,-752.1068,2281.5164,256.5302,-1056.5767,2424.7061,-149.9473,-468.1079,2569.6562,-213.4346,-757.0342,2251.4373,-233.4387,-1053.1558,2410.6960,0.80,-4.23,56.95,-23.68
127,-46.1894,219.2749,2216.3159,-33.5088,-187.2690,2486.3877,-29.1367,-398.4666,2489.0681,117.7796,63.5184,2389.9055,231.5760,174.4006,2163.9883,194.1505,406.5775,2050.4958,-204.8086,34.1983,2353.8035,-283.3984,183.7765,2132.5242,-270.5921,430.9049,2042.3051,105.4100,-440.0714,2573.2468,176.1624,-750.6006,2276.8015,255.8450,-1051.2731,2427.9761,-150.5139,-469.1608,2568.3159,-213.3104,-755.7029,2247.7954,-233.5564,-1050.1366,2410.1079,0.96,-4.18,54.78,-23.82
128,-46.9138,222.0217,2215.5693,-33.1401,-184.7499,2485.2415,-29.4435,-395.9186,2489.9338,117.6973,66.2150,2388.5010,231.8564,177.2134,2162.8245,195.4374,409.2316,2048.6992,-205.9654,37.5870,2356.1619,-283.7882,186.5576,2134.1909,-270.1312,432.4366,2040.7266,106.4686,-439.2338,2570.9673,176.3248,-748.8953,2273.3989,254.8551,-1046.3906,2431.3137,-151.0091,-468.7173,2566.9321,-213.3392,-754.4590,2245.5847,-233.4428,-1047.9794,2409.5256,0.99,-4.16,52.42,-23.94
129,-47.7977,226.6243,2214.9065,-32.8719,-180.6062,2483.8154,-29.9098,-391.7199,2490.6387,117.4001,70.7319,2387.1658,231.8217,182.0059,2161.7588,196.3876,413.5312,2046.3496,-207.2699,42.8517,2358.8743,-284.4421,191.3440,2136.3430,-269.8063,435.4030,2038.3444,107.1297,-436.9256,2568.6594,176.8046,-747.0281,2271.5032,253.6997,-1042.2036,2434.5139,-151.4351,-466.6831,2565.5771,-213.5301,-753.3752,2245.0054,-233.0267,-1046.8406,2409.0767,0.92,-4.17,49.99,-24.03
130,-48.8176,232.9019,2214.3721,-32.7496,-174.9415,2482.2693,-30.5025,-385.9725,2491.2612,116.8937,76.9561,2386.1060,231.5289,188.6146,2161.0059,197.0460,419.2718,2043.5903,-208.6499,49.7477,2361.7354,-285.3425,197.9977,2138.8608,-269.6807,439.7265,2035.3781,107.4378,-433.1756,2566.4358,177.3938,-745.0658,2271.2146,252.4963,-1038.9619,2437.3733,-151.8125,-463.0889,2564.3281,-213.8993,-752.5226,2246.2024,-232.2378,-1046.7731,2408.9609,0.80,-4.22,47.58,-24.10
131,-49.9379,240.5804,2214.0071,-32.7957,-167.9379,2480.7954,-31.1889,-378.8604,2491.9500,116.1801,84.6550,2385.4253,231.0552,196.7821,2160.6807,197.4726,426.2093,2040.6218,-210.0381,57.9425,2364.5415,-286.4812,206.3107,2141.6370,-269.8044,445.2896,2032.0864,107.4748,-428.1607,2564.3811,177.9165,-743.1008,2272.5237,251.3196,-1036.8600,2439.7083,-152.1751,-458.0803,2563.2708,-214.4566,-751.9352,2249.2449,-231.0293,-1047.7042,2409.3967,0.67,-4.31,45.17,-24.17
132,-51.1178,249.3235,2213.8433,-33.0082,-159.8352,2479.5745,-31.9358,-370.6245,2492.9011,115.2434,93.5105,2385.0952,230.4817,206.1853,2160.7991,197.7368,434.1123,2037.6710,-211.3824,67.0698,2367.1125,-287.8508,216.0283,2144.5942,-270.2119,451.9517,2028.7454,107.3475,-422.1583,2562.5193,178.2413,-741.2452,2275.3057,250.2004,-1035.9985,2441.3806,-152.5673,-451.8917,2562.4819,-215.1907,-751.5881,2254.0920,-229.4162,-1049.4420,2410.5518,0.56,-4.44,42.73,-24.23
133,-52.3234,258.7928,2213.8901,-33.3770,-150.9016,2478.7366,-32.7157,-361.5297,2494.3157,114.0738,103.1792,2384.9734,229.9083,216.4998,2161.2979,197.9144,442.7936,2034.9706,-212.6418,76.7745,2369.3000,-289.4498,226.8726,2147.6587,-270.9039,459.5851,2025.6152,107.1696,-415.4990,2560.7947,178.2921,-739.6199,2279.3230,249.1370,-1036.3572,2442.3179,-153.0397,-444.8082,2562.0085,-216.0644,-751.3986,2260.5596,-227.5024,-1051.7128,2412.4856,0.49,-4.59,40.12,-24.33
134,-53.5117,268.6881,2214.1350,-33.8923,-141.4008,2478.3323,-33.5049,-351.8286,2496.3604,112.6524,113.3194,2384.8674,229.4381,227.4432,2162.0786,198.0637,452.1192,2032.7126,-213.7879,86.7601,2370.9785,-291.2657,238.5464,2150.7329,-271.8423,468.0798,2022.9398,107.0432,-408.5060,2559.0698,178.0254,-738.3350,2284.2563,248.1155,-1037.7897,2442.5388,-153.6438,-437.1190,2561.8345,-217.0248,-751.2538,2268.3240,-225.4523,-1054.2188,2415.1323,0.48,-4.74,37.18,-24.46
135,-54.6586,278.7732,2214.5417,-34.5478,-131.5611,2478.3391,-34.2693,-341.7279,2499.1418,110.9777,123.6368,2384.5913,229.1535,238.7920,2163.0588,198.2421,461.9996,2031.0367,-214.7973,96.8064,2372.0417,-293.2716,250.7437,2153.6770,-272.9630,477.3680,2020.9218,107.0359,-401.4420,2557.1453,177.4446,-737.4673,2289.7634,247.1313,-1040.0491,2442.1729,-154.4268,-429.0748,2561.8118,-218.0231,-751.0536,2276.9585,-223.4283,-1056.6980,2418.3164,0.53,-4.87,33.72,-24.64
136,-55.7335,288.8705,2215.0662,-35.3595,-121.5569,2478.7075,-34.9724,-331.3714,2502.7092,109.0868,133.9101,2384.0339,229.1086,250.3861,2164.2026,198.4825,472.3600,2030.0336,-215.6415,106.7671,2372.4170,-295.4191,263.1587,2156.3145,-274.1612,487.3961,2019.7201,107.1544,-394.4708,2554.7954,176.5716,-737.0408,2295.5471,246.2012,-1042.8330,2441.4539,-155.4082,-420.8729,2561.6816,-219.0267,-750.7339,2285.9939,-221.5601,-1058.9574,2421.7952,0.63,-4.97,29.52,-24.88
137,-56.7286,298.8580,2215.6584,-36.3355,-111.5040,2479.4055,-35.5822,-320.8449,2507.0571,107.0468,143.9810,2383.2119,229.2913,262.1002,2165.5249,198.7963,483.1211,2029.7581,-216.2957,116.5619,2372.0708,-297.6281,275.5015,2158.4690,-275.3293,498.1077,2019.4203,107.3186,-387.6593,2551.8203,175.4480,-737.0142,2301.4092,245.3686,-1045.8347,2440.6726,-156.5489,-412.6569,2561.1411,-220.0146,-750.2651,2294.9731,-219.9335,-1060.8820,2425.3022,0.79,-5.04,24.40,-25.18
138,-57.6313,308.6373,2216.2820,-37.4854,-101.4670,2480.4497,-36.0764,-310.2088,2512.0979,104.9675,153.7618,2382.2725,229.6320,273.8115,2167.0840,199.1876,494.1812,2030.2506,-216.7310,126.1481,2371.0332,-299.8032,287.5062,2159.9873,-276.3686,509.4150,2020.0437,107.3521,-381.0013,2548.1006,174.1224,-737.2801,2307.2603,244.6873,-1048.7808,2440.1013,-157.7287,-404.5206,2559.8909,-220.9662,-749.6399,2303.5129,-218.5949,-1062.4269,2428.5781,0.99,-5.08,18.29,-25.55
139,-58.4454,318.1692,2216.9353,-38.8165,-91.5180,2481.7844,-36.4476,-299.5293,2517.6985,102.9845,163.2182,2381.4709,230.0116,285.3826,2168.9324,199.6320,505.4116,2031.5358,-216.9351,135.5137,2369.4102,-301.8260,298.9513,2160.7585,-277.1938,521.1739,2021.5649,107.0075,-374.4627,2543.6523,172.6394,-737.6749,2313.1033,244.2081,-1051.4510,2439.9221,-158.7514,-396.5191,2557.7039,-221.8363,-748.8525,2311.3594,-217.5617,-1063.5938,2431.3938,1.19,-5.09,11.19,-25.96
140,-59.1736,327.4718,2217.6553,-40.3150,-81.7534,2483.2720,-36.7144,-288.9122,2523.6111,101.2290,172.3626,2381.0930,230.2806,296.6553,2171.0725,200.1028,516.6585,2033.6023,-216.9195,144.6774,2367.3823,-303.5821,309.6583,2160.7317,-277.7654,533.2067,2023.9468,106.0245,-368.0168,2538.6475,171.0447,-738.0017,2319.0083,243.9568,-1053.6910,2440.1770,-159.3786,-388.6870,2554.4751,-222.5612,-747.8848,2318.3557,-216.8244,-1064.3965,2433.5720,1.38,-5.10,3.37,-26.40
141,-59.8179,336.6106,2218.4990,-41.9406,-72.2840,2484.6965,-36.9360,-278.5042,2529.4507,99.8169,181.2448,2381.3767,230.3139,307.4558,2173.4382,200.5689,527.7761,2036.3767,-216.7326,153.6841,2365.1992,-304.9797,319.5156,2159.9365,-278.0706,545.3144,2027.1615,104.2201,-361.6636,2533.4255,169.3802,-738.0703,2325.0806,243.9304,-1055.4187,2440.7717,-159.3990,-381.0661,2550.2456,-223.0395,-746.7000,2324.4355,-216.3565,-1064.8354,2435.0085,1.53,-5.09,4.65,-26.82
142,-60.3905,345.7021,2219.5437,-43.6146,-63.2028,2485.8000,-37.2067,-268.4602,2534.7495,98.8111,189.9414,2382.4451,230.0208,317.6427,2175.8784,200.9874,538.6309,2039.7413,-216.4516,162.6113,2363.1494,-305.9697,328.5024,2158.4985,-278.1155,557.3008,2031.2065,101.5751,-355.4363,2528.4280,167.6907,-737.7318,2331.4478,244.1044,-1056.6268,2441.5117,-158.7092,-373.7282,2545.2012,-223.1593,-745.2632,2329.5513,-216.1165,-1064.8755,2435.6829,1.64,-5.08,12.18,-27.17
143,-60.8894,354.8965,2220.8542,-45.2129,-54.5582,2486.3372,-37.6463,-258.9002,2539.0459,98.2262,198.5494,2384.2725,229.3784,327.1266,2178.1997,201.3121,549.1304,2043.5319,-216.1765,171.5531,2361.5400,-306.5565,336.7001,2156.6455,-277.9265,568.9987,2036.0819,98.2672,-349.3878,2524.1270,166.0221,-736.9144,2338.2366,244.4262,-1057.3745,2442.1692,-157.3605,-366.7685,2539.6309,-222.8176,-743.5696,2333.6621,-216.0665,-1064.5323,2435.6511,1.71,-5.03,18.60,-27.40
144,-61.3208,364.3419,2222.4905,-46.5887,-46.3367,2486.1284,-38.3546,-249.8819,2541.9797,98.0251,207.1671,2386.6892,228.4257,335.8911,2180.2070,201.5017,559.2479,2047.5636,-216.0073,180.6138,2360.6445,-306.7979,344.2727,2154.7039,-277.5194,580.2692,2041.7504,94.6233,-343.5732,2520.9238,164.4155,-735.6272,2345.5559,244.8414,-1057.7605,2442.5217,-155.5486,-360.2731,2533.8711,-221.9284,-741.6222,2336.7502,-216.1973,-1063.7911,2434.9351,1.75,-4.93,23.48,-27.48
145,-61.6669,374.1360,2224.4768,-47.5881,-38.4721,2485.0952,-39.3605,-241.4045,2543.3311,98.1196,215.8651,2389.4075,227.2573,344.0124,2181.7344,201.4975,568.9924,2051.6450,-216.0092,189.8569,2360.6870,-306.7693,351.4402,2153.0610,-276.9077,591.0159,2048.1047,91.0112,-338.0258,2519.0732,162.8942,-733.9387,2353.4790,245.2793,-1057.8822,2442.4075,-153.5497,-354.2761,2528.2639,-220.4579,-739.4644,2338.8933,-216.4515,-1062.6774,2433.7212,1.77,-4.76,26.64,-27.38
146,-61.9093,384.2625,2226.7795,-48.0872,-30.8710,2483.3188,-40.6074,-233.4274,2543.0295,98.3930,224.6635,2392.0527,226.0060,351.6346,2182.6680,201.2484,578.4183,2055.5808,-216.1906,199.2741,2361.8103,-306.5767,358.4301,2152.1128,-276.0971,601.1680,2054.9109,87.7323,-332.7487,2518.6643,161.4590,-731.9430,2362.0168,245.6735,-1057.7891,2441.7400,-151.6437,-348.7391,2523.1099,-218.4150,-737.1520,2340.3318,-216.7717,-1061.2471,2432.2317,1.78,-4.51,28.08,-27.11
147,-62.0018,394.5279,2229.2478,-48.0242,-23.4179,2481.1052,-41.9409,-225.9195,2541.1423,98.7112,233.5198,2394.2266,224.8317,358.9535,2182.9614,200.7215,587.6081,2059.1709,-216.4981,208.7624,2364.0510,-306.3126,365.4396,2152.2148,-275.0909,610.6813,2061.7981,84.9460,-327.7020,2519.5925,160.0768,-729.7193,2371.1008,245.9594,-1057.4521,2440.5481,-150.0425,-343.5476,2518.6594,-215.8557,-734.7344,2341.4846,-217.1126,-1059.6062,2430.6726,1.81,-4.18,27.86,-26.69
148,-61.8948,404.5881,2231.5911,-47.3899,-16.0875,2478.7576,-43.1606,-218.8308,2538.0688,98.9461,242.3241,2395.5984,223.8813,366.1891,2182.6553,199.8735,596.6234,2062.2341,-216.8377,218.1351,2367.3411,-306.0583,372.5996,2153.6155,-273.8979,619.5244,2068.2805,82.6596,-322.8237,2521.6228,158.6840,-727.3185,2380.5598,246.0864,-1056.7770,2438.9722,-148.8546,-338.5341,2515.0813,-212.8798,-732.2510,2342.8782,-217.4345,-1057.8658,2429.2302,1.86,-3.77,26.30,-26.18
149,-61.5311,414.1108,2233.5862,-46.2325,-8.9562,2476.5361,-44.0919,-212.1492,2534.3025,98.9993,250.9171,2395.9910,223.2758,373.5400,2181.9009,198.7128,605.5176,2064.6348,-217.1035,227.1566,2371.5129,-305.8727,379.9680,2156.4138,-272.5335,627.6571,2073.8267,80.8223,-318.0525,2524.3962,157.1969,-724.7739,2390.1099,246.0332,-1055.6490,2437.2302,-148.1125,-333.5442,2512.4656,-209.6097,-729.7375,2345.0452,-217.7172,-1056.1498,2428.0686,1.94,-3.31,23.82,-25.65
150,-60.8525,422.9345,2235.3289,-44.6546,-2.1600,2474.6174,-44.6237,-205.9753,2530.0850,98.8236,259.1184,2395.4290,223.0711,381.1466,2180.9624,197.2446,614.2829,2066.3220,-217.2042,235.5888,2376.3181,-305.7645,387.5228,2160.5364,-271.0261,635.0121,2077.9836,79.3956,-313.3662,2527.4922,155.5301,-722.1242,2399.3784,245.8159,-1053.9950,2435.5554,-147.8218,-328.5114,2510.8235,-206.1849,-727.2533,2348.3831,-217.9539,-1054.5593,2427.3149,2.06,-2.80,20.65,-25.11
151,-59.8241,430.9591,2236.9319,-42.7809,4.1369,2473.0396,-44.7398,-200.4102,2525.5950,98.4281,266.7433,2394.1318,223.2555,389.0638,2180.1697,195.5064,622.8623,2067.3599,-217.0877,243.2481,2381.4614,-305.6984,395.1706,2165.7439,-269.4089,641.4858,2080.4636,78.3767,-308.7696,2530.4702,153.6149,-719.4214,2407.9622,245.4926,-1051.8184,2434.1377,-147.9523,-323.4592,2510.1072,-202.7384,-724.8694,2353.0940,-218.1540,-1053.1656,2427.0715,2.24,-2.27,17.04,-24.57
152,-58.4224,438.1274,2238.4519,-40.7678,9.7702,2471.7014,-44.5183,-195.5445,2520.9485,97.8788,273.6382,2392.4473,223.7546,397.2403,2179.8572,193.5544,631.1541,2067.9209,-216.7340,250.0337,2386.6587,-305.5981,402.7534,2171.6790,-267.7202,646.9601,2081.2446,77.7828,-304.2881,2532.9077,151.4210,-716.7320,2415.4998,245.1544,-1049.2056,2433.1055,-148.4347,-318.4848,2510.2397,-199.3720,-722.6583,2359.1714,-218.3463,-1051.9950,2427.3979,2.48,-1.73,13.18,-24.03
153,-56.6686,444.4278,2239.8904,-38.7722,14.5973,2470.3875,-44.0898,-191.4415,2516.2026,97.2906,279.6985,2390.7561,224.4559,405.5216,2180.2795,191.4377,639.0330,2068.2678,-216.1538,255.9398,2391.6895,-305.3684,410.0608,2177.9292,-265.9945,651.3485,2080.5867,77.6332,-299.9669,2534.4409,148.9695,-714.1353,2421.7351,244.9046,-1046.2983,2432.5291,-149.1691,-313.7249,2511.1355,-196.1620,-720.6786,2366.4336,-218.5650,-1051.0383,2428.3086,2.79,-1.20,9.27,-23.49
154,-54.6183,449.8971,2241.2202,-36.9386,18.5262,2468.8284,-43.6105,-188.1403,2511.3801,96.7950,284.8610,2389.3875,225.2155,413.6721,2181.5405,189.2210,646.3741,2068.7285,-215.3637,261.0357,2396.4336,-304.9335,416.8466,2184.1069,-264.2632,654.6479,2078.9934,77.9289,-295.8658,2534.8057,146.3322,-711.7148,2426.5408,244.8426,-1043.2682,2432.4470,-150.0378,-309.3152,2512.6921,-193.1467,-718.9656,2374.5884,-218.8473,-1050.2614,2429.7515,3.17,-0.70,5.47,-22.95
