frame,head_x,head_y,head_z,torso_x,torso_y,torso_z,waist_x,waist_y,waist_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z,l_hip_x,l_hip_y,l_hip_z,l_knee_x,l_knee_y,l_knee_z,l_ankle_x,l_ankle_y,l_ankle_z,r_hip_x,r_hip_y,r_hip_z,r_knee_x,r_knee_y,r_knee_z,r_ankle_x,r_ankle_y,r_ankle_z,left_knee_valgus_deg,right_knee_valgus_deg,back_arch_deg,torso_lean_deg
38,-40.5759,157.0331,2113.9219,-35.9520,-424.6400,2494.1533,-24.3543,-637.5772,2523.3665,144.9966,-152.7185,2418.5972,250.0852,-53.4212,2198.4517,173.6465,187.2691,2227.9016,-236.4350,-167.8833,2438.2527,-320.2884,-34.6545,2211.3994,-208.8004,193.3015,2164.9119,112.9131,-669.2582,2646.9810,185.8062,-1047.1355,2451.4932,204.4653,-1309.9973,2765.1777,-152.6344,-667.9765,2631.7593,-201.3540,-1046.7140,2451.9075,-238.5424,-1333.7229,2719.6699,-2.76,0.02,67.21,-27.26
39,-40.3757,156.7174,2104.0942,-35.7381,-416.1036,2497.3943,-25.5013,-629.4788,2523.5320,143.1262,-144.5123,2415.8162,249.1679,-40.5938,2198.2854,173.3369,200.2129,2228.3738,-234.7287,-159.8483,2434.3147,-320.4443,-20.7688,2211.7754,-208.7631,206.7634,2163.7839,111.3449,-657.1731,2648.5645,181.7149,-1033.5150,2449.2441,204.7888,-1305.4370,2754.7466,-152.0488,-662.3478,2633.2861,-200.1358,-1038.4741,2447.7983,-238.5349,-1329.2808,2711.2922,-2.36,0.10,68.55,-28.08
40,-40.0418,156.0698,2094.2354,-35.7043,-406.9449,2501.3079,-26.6730,-620.7367,2523.9807,140.9221,-135.7179,2413.8252,248.7510,-26.7968,2199.6719,172.6296,214.3354,2225.9900,-232.5340,-151.2910,2429.6201,-321.0927,-5.5728,2212.5974,-208.6870,221.1706,2162.7026,109.1119,-644.5463,2650.9729,177.1525,-1018.5877,2446.6145,205.2078,-1301.0120,2741.9053,-151.1012,-656.3320,2635.3682,-198.8959,-1029.7073,2444.2456,-238.2175,-1323.8928,2703.8586,-1.96,0.14,69.95,-28.95
41,-39.5402,155.2506,2084.5479,-35.9935,-396.8512,2506.1755,-27.6181,-611.0151,2524.8787,138.3983,-126.2044,2412.6125,248.6482,-11.7548,2202.6726,171.5141,229.7352,2221.3091,-229.9446,-141.9325,2424.7161,-322.0341,10.9561,2214.2786,-208.5115,236.6973,2162.4966,106.2787,-631.5032,2654.4585,172.2536,-1002.7496,2444.4417,205.6640,-1296.8545,2727.3831,-150.1368,-649.4751,2637.5132,-197.6244,-1020.5065,2441.7229,-237.6395,-1317.6056,2697.9170,-1.56,0.17,71.33,-29.88
42,-38.8441,154.4947,2075.2229,-36.6638,-385.4164,2512.2288,-28.1334,-599.8839,2526.3430,135.5640,-115.8008,2411.9648,248.5419,4.9434,2207.1277,170.0010,246.5351,2215.1299,-227.0648,-131.4328,2420.1658,-323.0064,28.9272,2217.2039,-208.1558,253.6420,2163.9890,102.9528,-618.0712,2659.1382,167.1906,-986.3596,2443.5112,206.0552,-1292.9258,2712.0115,-149.4799,-641.3401,2639.2468,-196.3340,-1010.9028,2440.4800,-236.8495,-1310.3951,2693.8142,-1.19,0.21,72.59,-30.88
43,-37.9383,154.1209,2066.4109,-37.6863,-372.1967,2519.5869,-28.1208,-586.8572,2528.4136,132.4377,-104.2661,2411.5540,248.0144,23.7413,2212.7432,168.0963,264.9604,2208.3984,-223.9902,-119.4103,2416.4761,-323.7213,48.5732,2221.7070,-207.5137,272.4237,2167.8596,99.2548,-604.1488,2664.9248,162.1653,-969.7084,2444.3752,206.2434,-1288.9883,2696.6067,-149.3674,-631.5527,2640.2144,-195.0602,-1000.8065,2440.5603,-235.8865,-1302.2061,2691.5920,-0.87,0.29,73.63,-31.94
44,-36.8327,154.4930,2058.1931,-38.9314,-356.7620,2528.1807,-27.6316,-571.4610,2531.0610,129.0353,-91.2983,2411.1018,246.6269,45.0330,2219.1919,165.7805,285.3792,2202.1243,-220.7983,-105.4608,2414.0322,-323.8842,70.2533,2228.0330,-206.4536,293.5429,2174.5571,95.2915,-589.5411,2671.5210,157.3548,-952.9594,2447.2852,206.0820,-1284.6687,2681.8860,-149.8680,-619.8173,2640.2117,-193.8500,-989.9918,2441.8625,-234.7784,-1293.0020,2690.9561,-0.63,0.41,74.33,-33.08
45,-35.5679,155.9961,2050.5662,-40.2189,-338.7727,2537.7549,-26.8430,-553.3219,2534.1929,125.4000,-76.5174,2410.5071,243.9779,69.0950,2226.2332,163.0036,308.2714,2197.2539,-217.5459,-89.1880,2413.0571,-323.2205,94.3971,2236.3237,-204.8180,317.5082,2184.2769,91.1402,-573.9719,2678.5012,152.8963,-936.1562,2452.2288,205.4394,-1279.5562,2668.3760,-150.8853,-605.9384,2639.2144,-192.7492,-978.1380,2444.2371,-233.5451,-1282.8131,2691.3425,-0.47,0.54,74.58,-34.29
46,-34.2296,158.9525,2043.4395,-41.3547,-318.0409,2547.8899,-26.0111,-532.2609,2537.6743,121.6037,-59.5024,2409.9319,239.7846,96.0755,2233.7397,159.7092,334.1182,2194.5740,-214.2721,-70.2505,2413.6150,-321.4834,121.4051,2246.6008,-202.4315,344.7312,2197.0042,86.8506,-557.1741,2685.3821,148.8484,-919.2487,2459.0200,204.2340,-1273.3315,2656.3757,-152.1786,-589.8215,2637.3767,-191.7917,-964.9224,2447.5874,-232.2071,-1271.7754,2692.0881,-0.40,0.66,74.29,-35.57
47,-32.9552,163.5583,2036.6426,-42.1913,-294.5972,2558.0852,-25.3917,-508.3538,2541.3118,117.7752,-39.8369,2409.7410,233.9280,125.9759,2241.6917,155.8637,363.2744,2194.6143,-211.0072,-48.4197,2415.6453,-318.4649,151.5185,2258.7561,-199.1088,375.4251,2212.5635,82.4762,-538.9623,2691.6841,145.2047,-902.1985,2467.3855,202.4449,-1265.8378,2645.9514,-153.4496,-571.4996,2635.0032,-190.9902,-950.1308,2451.9656,-230.7933,-1260.1427,2692.6003,-0.42,0.74,73.47,-36.91
48,-31.9489,169.8155,2029.9573,-42.6347,-268.7116,2567.8169,-25.1870,-481.9467,2544.8569,114.0798,-17.2251,2410.3718,226.5060,158.6629,2250.1023,151.5014,395.8367,2197.6282,-207.7670,-23.6466,2419.0220,-314.0028,184.7147,2272.5374,-194.6834,409.5061,2230.6587,78.1009,-519.3319,2696.9460,141.8928,-885.0620,2477.0173,200.1281,-1257.1270,2637.0034,-154.4011,-551.1373,2632.4775,-190.3316,-933.7465,2457.6040,-229.3487,-1248.2676,2692.5051,-0.50,0.77,72.18,-38.31
49,-31.4823,177.5258,2023.1479,-42.6328,-240.8913,2576.6138,-25.5003,-453.6076,2548.0051,110.7171,8.4060,2412.1521,217.8139,193.8322,2258.9854,146.7427,431.5779,2203.5781,-204.5500,3.8900,2423.5857,-307.9917,220.6343,2287.5608,-189.0341,446.5492,2250.8755,73.8708,-498.4931,2700.7415,138.8076,-868.0621,2487.6094,197.4086,-1247.4496,2629.3413,-154.8057,-529.0585,2630.1797,-189.7729,-915.9865,2464.8977,-227.9308,-1236.5431,2691.6912,-0.59,0.73,70.54,-39.75
50,-31.8941,186.3179,2016.0187,-42.1215,-211.8118,2584.0994,-26.3366,-424.0547,2550.4570,107.8800,36.7965,2415.2092,208.3084,230.9917,2268.3154,141.8158,469.9143,2212.1692,-201.3073,33.7334,2429.1606,-300.4044,258.5809,2303.3333,-182.1265,485.7758,2272.6733,69.9864,-476.8811,2702.6829,135.8230,-851.5784,2498.9033,194.4757,-1237.2281,2622.7639,-154.5060,-505.7415,2628.3826,-189.2439,-897.2783,2474.2900,-226.6012,-1225.3297,2690.2668,-0.66,0.65,68.70,-41.21
51,-33.5671,195.7042,2008.4711,-40.9938,-182.2552,2590.0542,-27.6115,-394.0721,2551.9912,105.7539,67.3451,2419.4490,198.5084,269.4227,2278.0354,137.0317,509.9548,2222.8862,-197.9282,65.1437,2435.5200,-291.3066,297.5487,2319.3047,-174.0337,526.1074,2295.4021,66.6936,-455.1084,2702.4792,132.8228,-836.1051,2510.7283,191.5533,-1226.9834,2617.1248,-153.4138,-481.8244,2627.1919,-188.6557,-878.1892,2486.1169,-225.4066,-1214.8817,2688.4468,-0.65,0.53,66.79,-42.66
52,-36.8948,205.1345,2000.5616,-39.0726,-153.0273,2594.4407,-29.1721,-364.4543,2552.5596,104.4858,99.1346,2424.6328,188.9298,308.2131,2288.0479,132.7671,550.5699,2235.0928,-194.2203,97.1152,2442.3545,-280.8637,336.3134,2334.9094,-164.9560,566.2477,2318.3413,64.2307,-433.9070,2699.9814,129.7041,-822.1486,2523.0308,188.8756,-1217.2511,2612.4028,-151.4707,-458.0685,2626.5110,-187.9082,-859.3370,2500.4336,-224.3624,-1205.3032,2686.4380,-0.52,0.38,64.83,-44.10
53,-42.2256,214.0374,1992.5314,-36.1339,-124.9198,2597.4229,-30.8017,-335.9600,2552.3184,104.1988,131.0592,2430.4404,180.0031,346.3080,2298.2390,129.3972,590.5350,2248.1262,-189.9361,128.4718,2449.2678,-269.3329,373.5392,2349.6072,-155.1993,604.8211,2340.7588,62.7950,-414.0424,2695.2488,126.3960,-810.1353,2535.8486,186.6444,-1208.4711,2608.7432,-148.6470,-435.2998,2626.0928,-186.9027,-841.3000,2516.8982,-223.4437,-1196.5392,2684.3660,-0.26,0.23,62.76,-45.51
54,-49.8037,221.8476,1984.7939,-31.9259,-98.6593,2599.3159,-32.2243,-309.2892,2551.6169,104.9702,161.9466,2436.5425,172.0571,382.6440,2308.4768,127.2551,628.6479,2261.4070,-184.8191,157.9999,2455.8298,-257.0373,407.9366,2362.9041,-145.1499,640.5091,2361.9795,62.4904,-396.2254,2688.5449,122.8533,-800.3142,2549.2598,185.0103,-1200.9196,2606.4600,-144.9397,-414.3029,2625.6204,-185.5486,-824.5475,2534.7241,-222.5934,-1188.4235,2682.2402,0.16,0.07,60.46,-46.86
55,-59.6855,228.0465,1977.8712,-26.2344,-74.8786,2600.5056,-33.1129,-285.0356,2550.9033,106.8526,190.7343,2442.6155,165.2939,416.2585,2318.6340,126.5571,663.8762,2274.4795,-178.6870,184.6129,2461.6494,-244.3502,438.4059,2374.3677,-135.2188,672.2053,2381.4229,63.3076,-381.0139,2680.3345,119.0728,-792.7116,2563.2961,184.0469,-1194.6721,2605.9641,-140.4052,-395.7130,2624.8296,-183.7774,-809.4062,2552.7678,-221.7389,-1180.7548,2679.9692,0.72,-0.07,57.82,-48.16
56,-71.6243,232.2346,1972.2745,-18.9348,-54.0460,2601.3213,-33.1451,-263.6552,2550.6089,109.8540,216.5849,2448.3843,159.8145,446.4274,2328.5686,127.3796,695.4402,2287.0532,-171.5048,207.4929,2466.4309,-231.6598,464.1841,2383.6536,-125.7993,699.1267,2398.6392,65.1097,-368.7291,2671.2161,115.1063,-787.1263,2577.8777,183.7474,-1189.6295,2607.6360,-135.1648,-379.9056,2623.5840,-181.5576,-796.0679,2569.6968,-220.8167,-1173.4006,2677.4346,1.39,-0.20,54.78,-49.39
57,-84.9731,234.2451,1968.3590,-10.0807,-36.4235,2601.9502,-32.0881,-245.3962,2551.0447,113.9426,238.9880,2453.6218,155.6197,472.7025,2338.1562,129.6197,722.8763,2298.9749,-163.4413,226.1928,2470.0061,-219.3589,484.9263,2390.5596,-117.2123,720.9044,2413.3167,67.6561,-359.4097,2661.8521,111.0931,-783.1876,2592.7729,184.0168,-1185.5890,2611.6943,-129.4155,-366.9689,2621.8975,-178.9035,-784.6184,2584.2444,-219.7915,-1166.3615,2674.5657,2.14,-0.31,51.33,-50.54
58,-98.6149,234.2338,1966.1864,0.0312,-22.0152,2602.4441,-29.9052,-230.2783,2552.3315,118.9906,257.7255,2458.1843,152.6429,494.9167,2347.3013,133.0278,746.0028,2310.2349,-154.8764,240.6755,2472.3416,-207.8167,500.7356,2395.0593,-109.6866,737.5974,2425.3071,70.6347,-352.8243,2652.8372,107.3011,-780.4485,2607.6113,184.6695,-1182.3385,2618.0935,-123.4035,-356.7359,2619.8889,-175.8805,-775.0756,2595.4490,-218.6583,-1159.7802,2671.3906,2.90,-0.38,47.55,-51.60
59,-110.9672,232.6200,1965.4614,10.7284,-10.6023,2602.8438,-26.8072,-218.1124,2554.3911,124.7605,272.8150,2462.0151,150.7479,513.1019,2355.9653,137.2270,764.8762,2320.9294,-146.3590,251.3023,2473.5327,-197.3747,512.1223,2397.3079,-103.3295,749.6703,2434.6189,73.6969,-348.5471,2644.5681,104.1876,-778.4821,2621.9438,185.4159,-1179.7474,2626.4895,-117.4117,-348.8952,2617.7271,-172.5927,-767.4075,2602.8457,-217.4421,-1153.8860,2668.0525,3.57,-0.42,43.58,-52.57
60,-120.5965,229.8800,1965.6211,20.8893,-1.8014,2603.2908,-23.2064,-208.6126,2556.9958,130.8864,284.4022,2465.1689,149.7768,527.4280,2364.1414,141.7883,779.7096,2331.2595,-138.5128,258.7605,2473.7834,-188.3168,519.9058,2397.6189,-98.1468,757.8909,2441.4097,76.5166,-346.0735,2637.1936,102.3203,-776.9512,2635.1528,185.9131,-1177.7780,2636.3530,-111.7417,-343.1021,2615.5698,-169.1673,-761.5450,2606.5510,-216.1851,-1148.9105,2664.7815,4.03,-0.43,39.65,-53.44
61,-126.9521,226.4289,1966.0560,29.2683,4.8444,2603.9497,-19.5636,-201.4865,2559.9443,136.9538,292.7486,2467.7629,149.5682,538.1583,2371.8203,146.2669,790.8472,2341.4753,-131.9039,263.9062,2473.3669,-180.8481,525.0510,2396.4312,-94.0545,763.2034,2445.9556,79.0355,-344.9005,2630.6631,101.7920,-775.6956,2646.3198,186.0618,-1176.3855,2647.1479,-106.6929,-339.0561,2613.4941,-165.7289,-757.3730,2607.2671,-214.9449,-1145.0177,2661.8115,4.28,-0.38,35.90,-54.23
62,-130.1785,222.5801,1966.3130,34.9679,9.7951,2604.9788,-16.2890,-196.4215,2563.0361,142.5658,298.2026,2469.9377,150.0071,545.6437,2378.9395,150.2743,798.7045,2351.8496,-126.9044,267.5543,2472.5864,-175.0505,528.4716,2394.2761,-90.9315,766.5491,2448.6106,81.3978,-344.5811,2624.6443,102.2262,-774.7021,2654.6411,186.0010,-1175.4600,2658.2407,-102.4898,-336.4844,2611.4534,-162.3853,-754.7109,2606.1306,-213.7790,-1142.2620,2659.3223,4.37,-0.28,32.39,-54.92
63,-130.8836,218.6444,1966.1672,37.7340,13.4256,2606.4150,-13.6553,-193.0262,2566.0344,147.4033,301.1721,2471.7937,151.0248,550.2812,2385.3962,153.4937,803.7315,2362.6035,-123.6022,270.3072,2471.7322,-170.8770,530.8688,2391.7307,-88.6446,768.7294,2449.7561,83.7504,-344.7500,2618.6506,103.1329,-774.0045,2659.6484,185.9281,-1174.8463,2668.9133,-99.2118,-335.0978,2609.4182,-159.2547,-753.3148,2604.2097,-212.7189,-1140.5648,2657.5254,4.40,-0.15,29.16,-55.54
64,-129.9283,215.3097,1965.6844,37.8509,15.8823,2608.0725,-11.7276,-190.8810,2568.4807,151.2267,302.0334,2473.3706,152.6189,552.4823,2391.0432,155.7164,806.3386,2373.8469,-121.7919,272.4760,2471.0305,-168.1579,532.6548,2389.3472,-87.0858,770.2989,2449.7444,86.1667,-345.1461,2612.3264,104.1738,-773.6329,2661.2139,185.9730,-1174.3945,2678.4626,-96.8098,-334.5986,2607.4353,-156.4584,-752.9031,2602.3123,-211.7653,-1139.7578,2656.6331,4.42,0.01,26.37,-56.03
65,-128.2294,214.4841,1965.7114,35.9372,16.9939,2609.6240,-10.3891,-190.2648,2569.0430,153.9138,301.1136,2474.5928,154.8372,552.6495,2395.7009,156.8275,806.8767,2385.5112,-121.0605,274.0951,2470.5901,-166.6626,533.9649,2387.5598,-86.1726,771.5475,2448.8750,88.6996,-345.6593,2605.6960,105.1645,-773.6099,2659.5601,186.1607,-1174.0018,2686.2866,-95.1994,-334.7681,2605.6431,-154.1041,-753.1964,2600.9495,-210.9034,-1139.6210,2656.7827,4.48,0.17,24.80,-56.14
66,-126.5317,216.6294,1966.4419,32.8699,16.7657,2610.7097,-9.5627,-190.8908,2567.2551,155.5416,298.7830,2475.2117,157.7782,551.2068,2399.1323,156.8137,805.6306,2397.3306,-120.9659,275.0643,2470.3433,-166.1661,534.7545,2386.5857,-85.8515,772.5260,2447.3647,91.2840,-346.1430,2599.1689,106.1257,-773.8901,2655.0310,186.4340,-1173.6073,2691.9446,-94.1977,-335.3534,2604.1824,-152.2565,-753.8980,2600.3728,-210.1169,-1139.9061,2657.9761,4.54,0.30,24.76,-55.85
67,-125.3049,220.6537,1967.4470,29.6245,15.4565,2611.0291,-9.2468,-192.1760,2563.5601,156.3963,295.4553,2474.8398,161.5614,548.5630,2401.0906,155.7411,802.8037,2408.8572,-121.1580,275.2544,2470.0820,-166.5082,534.9280,2386.3691,-86.0825,773.0958,2445.3555,93.7512,-346.3730,2593.4697,107.2686,-774.3186,2648.1790,186.7038,-1173.1603,2695.1873,-93.5532,-336.0771,2603.1624,-150.9335,-754.7206,2600.6318,-209.4003,-1140.3685,2660.0715,4.58,0.39,26.00,-55.30
68,-124.7620,225.2697,1968.2728,27.0470,13.3051,2610.3892,-9.4013,-193.7410,2558.6194,156.8448,291.4459,2473.1184,166.3190,545.0132,2401.3701,153.7530,798.4637,2419.5217,-121.4000,274.4991,2469.5872,-167.6034,534.2394,2386.5979,-86.8549,772.9257,2442.8853,95.9603,-346.1746,2589.4756,108.7848,-774.7134,2639.6260,186.9060,-1172.5885,2695.9856,-93.0659,-336.7493,2602.6858,-150.1131,-755.4601,2601.6125,-208.7662,-1140.8280,2662.8159,4.54,0.43,28.27,-54.63
69,-124.8950,230.1184,1968.9448,25.6755,10.2983,2608.7102,-9.9015,-195.7856,2552.7422,157.1968,286.8610,2469.8613,172.1553,540.6341,2399.8557,151.0517,792.5030,2428.6650,-121.5673,272.5778,2468.7310,-169.4392,532.3223,2386.7769,-88.1758,771.5381,2439.8877,97.8772,-345.5328,2588.0005,110.7430,-774.9465,2629.9634,187.0025,-1171.9031,2694.6614,-92.6565,-337.3351,2602.8879,-149.7522,-756.0599,2603.0542,-208.2444,-1141.2125,2665.9121,4.41,0.41,31.53,-53.89
70,-125.4668,235.1172,1969.5684,25.6811,6.2798,2606.0208,-10.5416,-198.6409,2546.3704,157.6425,281.5891,2465.1157,179.1272,535.2500,2396.5107,147.8919,784.6511,2435.5649,-121.6746,269.2417,2467.5010,-172.0696,528.7335,2386.3247,-90.0568,768.3782,2436.1731,99.4952,-344.5556,2589.5669,113.0541,-774.9176,2619.6555,187.0336,-1171.0524,2691.5854,-92.3459,-337.9236,2603.9290,-149.7907,-756.6077,2604.5454,-207.8756,-1141.5665,2669.0828,4.22,0.36,35.69,-53.06
71,-126.0199,240.2623,1970.3060,26.8658,1.0294,2602.4924,-11.0987,-202.7472,2540.1228,158.2414,275.3380,2459.1531,187.2090,528.4348,2391.3530,144.5638,774.5197,2439.4626,-121.8910,264.2353,2465.9734,-175.6076,523.0002,2384.6465,-92.4939,762.8780,2431.4104,100.7452,-343.4900,2594.2358,115.6130,-774.5685,2609.0437,187.0779,-1169.9287,2687.3713,-92.2253,-338.7196,2605.9817,-150.1672,-757.3301,2605.5188,-207.6979,-1142.0281,2672.1055,3.97,0.30,40.46,-52.14
72,-125.9307,245.5579,1971.4155,28.6810,-5.7046,2598.4666,-11.4213,-208.5834,2534.6541,158.9221,267.6536,2452.4370,196.2801,519.5396,2384.4272,141.3743,761.6528,2439.6177,-122.5196,257.3000,2464.2563,-180.2074,514.6553,2381.1960,-95.4544,754.4984,2425.1074,101.5158,-342.7559,2601.5505,118.3817,-773.9704,2598.4097,187.1766,-1168.5547,2682.7031,-92.4418,-340.0569,2609.1819,-150.8256,-758.5580,2605.3022,-207.7407,-1142.8214,2674.8118,3.66,0.23,45.49,-51.12
73,-124.5186,250.9246,1973.2496,30.2745,-14.1878,2594.4797,-11.5198,-216.5694,2530.4512,159.4957,257.9492,2445.5635,206.1018,507.7267,2375.8015,138.6278,745.5573,2435.3740,-123.9398,248.1691,2462.4153,-186.0378,503.2533,2375.5825,-98.8787,742.7444,2416.6379,101.7360,-342.9134,2610.6433,121.3664,-773.4151,2587.9841,187.3452,-1167.1462,2678.2571,-93.1532,-342.3691,2613.4976,-151.7395,-760.6867,2603.3242,-208.0127,-1144.2355,2677.0166,3.30,0.18,50.48,-50.00
74,-121.2092,256.0714,1976.1859,30.6249,-24.6937,2591.2976,-11.6043,-226.9943,2527.5808,159.7016,245.5555,2439.1721,216.3197,492.0459,2365.5627,136.6009,725.7314,2426.2688,-126.5177,236.5681,2460.4011,-193.2422,488.3758,2367.5974,-102.6853,727.1580,2405.3123,101.4521,-344.6034,2620.4561,124.5839,-773.4451,2577.9294,187.5967,-1166.1378,2674.6499,-94.5147,-346.1736,2618.6875,-152.9067,-764.1318,2599.1978,-208.5074,-1146.6226,2678.5217,2.88,0.15,55.33,-48.78
75,-115.6929,260.5762,1980.5125,28.7026,-37.5406,2589.3323,-11.9142,-240.1845,2526.0576,159.3023,229.8488,2433.7854,226.4774,471.5670,2353.8101,135.5207,701.6974,2412.1118,-130.5176,222.2292,2458.0227,-201.8836,469.6259,2357.2061,-106.8018,707.2945,2390.4810,100.8916,-348.5213,2630.0178,128.0553,-774.8251,2568.3169,187.9423,-1166.1416,2672.3953,-96.6993,-352.0673,2624.3682,-154.3542,-769.3296,2592.7156,-209.2081,-1150.3442,2679.1775,2.42,0.15,59.91,-47.45
76,-108.0597,263.7903,1986.4037,23.9992,-53.1237,2588.5991,-12.6487,-256.4633,2525.6990,158.1758,210.3794,2429.6536,236.0793,445.5561,2340.6079,135.5322,673.0563,2393.0574,-136.0258,204.8179,2455.0232,-211.8761,446.6187,2344.5632,-111.1844,682.7222,2371.6567,100.3847,-355.3289,2638.5872,131.7923,-778.4159,2559.1387,188.3918,-1167.8373,2671.8787,-99.8745,-360.6574,2630.0845,-156.1216,-776.6910,2583.8447,-210.1002,-1155.7396,2678.9514,1.93,0.19,64.13,-46.03
77,-98.8393,264.9910,1993.9197,16.9179,-71.8323,2588.6885,-13.9070,-276.0707,2526.1970,156.3770,187.0009,2426.6479,244.6539,413.6386,2325.9712,136.6748,639.5546,2369.6301,-142.8538,183.9271,2451.1746,-222.9415,419.0216,2330.0164,-115.8410,653.0626,2348.6099,100.2254,-365.5529,2645.6611,135.7932,-785.0186,2550.3303,188.9464,-1171.8263,2673.3276,-104.1526,-372.4465,2635.3403,-158.2583,-786.5635,2572.7305,-211.1739,-1163.0535,2677.9734,1.42,0.26,67.90,-44.53
78,-88.9027,263.6672,2002.9602,8.5374,-93.8898,2588.9165,-15.6854,-299.0789,2527.1758,154.1230,159.9093,2424.3013,251.8286,375.8910,2309.8669,138.8552,601.1773,2342.7075,-150.6052,159.2280,2446.3130,-234.6429,386.6955,2314.0188,-120.8150,618.1016,2321.4700,100.5719,-379.5081,2650.9255,140.0290,-795.2249,2541.7915,189.6014,-1178.5000,2676.7959,-109.5627,-387.7430,2639.6484,-160.8066,-799.1827,2559.7173,-212.4291,-1172.4055,2676.5601,0.93,0.37,71.15,-42.97
79,-79.2000,259.6596,2013.2233,-0.0547,-119.2237,2588.5569,-17.9039,-325.3460,2528.2202,151.7141,129.6004,2421.9819,257.3535,332.8343,2292.2852,141.8474,558.2276,2313.4617,-158.8531,130.7000,2440.3464,-246.4665,349.8568,2296.9846,-126.1556,577.9315,2290.7861,101.4086,-397.2323,2654.2141,144.4357,-809.3153,2533.4121,190.3481,-1187.9485,2682.1428,-116.0375,-406.5674,2642.5505,-163.8029,-814.6539,2545.3420,-213.8686,-1183.7570,2675.2053,0.45,0.49,73.82,-41.36
80,-70.4817,253.1489,2024.2407,-8.1187,-147.4243,2586.9932,-20.4204,-354.4714,2528.8809,149.4509,96.8098,2419.1057,261.1165,285.3708,2273.3176,145.3027,511.3924,2283.2356,-167.2613,98.7813,2433.2603,-257.9180,309.1329,2279.1572,-131.8675,533.0805,2257.5264,102.5771,-418.4500,2655.4766,148.9137,-827.1899,2525.0728,191.1814,-1199.9369,2689.0139,-123.4218,-428.6039,2643.6223,-167.2625,-832.9321,2530.3000,-215.4898,-1196.9065,2674.5295,0.00,0.64,75.90,-39.71
81,-63.1861,244.5878,2035.4841,-15.2537,-177.7781,2583.7729,-23.0468,-385.7804,2528.7273,147.5909,62.4607,2415.2651,263.1291,234.7090,2253.2297,148.8061,461.7213,2253.3765,-175.6020,64.3556,2425.1301,-268.5821,265.4700,2260.5803,-137.8721,484.5654,2222.9990,103.8448,-442.5789,2654.7803,153.3364,-848.3657,2516.6729,192.1013,-1213.9514,2696.8433,-131.4885,-453.1952,2642.4729,-171.1772,-853.8243,2515.3621,-217.2723,-1211.4956,2675.1973,-0.42,0.79,77.44,-38.04
82,-57.4686,234.6179,2046.4716,-21.3125,-209.3602,2578.6335,-25.5730,-418.3586,2527.4111,146.3200,27.5795,2410.2620,263.5269,182.2788,2232.4756,151.9398,410.5446,2225.0198,-183.7336,28.6301,2416.1045,-278.1639,219.9598,2241.1868,-143.9824,433.8417,2188.6755,104.9796,-468.7874,2652.3201,157.5698,-872.0258,2508.1270,193.1118,-1229.3016,2704.9019,-139.9667,-479.4299,2638.7734,-175.5030,-876.9931,2501.2664,-219.1670,-1227.0262,2677.7781,-0.81,0.93,78.51,-36.37
83,-53.2721,223.9736,2056.8474,-26.3346,-241.1414,2571.5054,-27.7969,-451.1617,2524.7329,145.7353,-6.8103,2404.0762,262.5456,129.6405,2211.6514,154.3674,359.3201,2198.9290,-191.5587,-7.0607,2406.3813,-286.4930,173.7092,2220.9500,-149.9272,382.6365,2155.9839,105.7981,-496.0913,2648.4236,161.4900,-897.1149,2499.3740,194.2147,-1245.2306,2712.4023,-148.5648,-506.2814,2632.3003,-180.1576,-901.9553,2488.5935,-221.1009,-1242.8979,2682.6118,-1.17,1.05,79.16,-34.72
84,-50.4113,213.3944,2066.4062,-30.4803,-272.1121,2562.5068,-29.5603,-483.1371,2520.6677,145.8347,-39.7799,2396.8306,260.5118,78.3729,2191.4006,155.8820,309.4930,2175.4221,-199.0114,-41.4218,2396.1741,-293.5029,127.7852,2200.0251,-155.4062,332.7234,2126.1187,106.1773,-523.4634,2643.5264,164.9986,-922.4627,2490.3591,195.3988,-1260.9780,2718.6421,-156.9839,-532.7681,2622.9958,-185.0182,-928.0763,2477.6873,-222.9831,-1258.4358,2689.6863,-1.48,1.14,79.44,-33.11
85,-48.6334,203.5400,2075.0859,-33.9745,-301.3727,2551.8967,-30.7786,-513.3401,2515.3455,146.5304,-70.5419,2388.7703,257.8016,29.9455,2172.3096,156.4281,262.3758,2154.4568,-206.0310,-73.3512,2385.6885,-299.1950,83.2340,2178.7905,-160.1756,285.6891,2099.9434,106.0441,-549.9352,2638.0977,168.0348,-946.9164,2481.0312,196.6313,-1275.8131,2723.1277,-164.9181,-558.0677,2611.0227,-189.9313,-954.5627,2468.6152,-224.7325,-1272.9470,2698.6133,-1.75,1.17,79.36,-31.56
