head_x,head_y,head_z,torso_x,torso_y,torso_z,waist_x,waist_y,waist_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z,l_hip_x,l_hip_y,l_hip_z,l_knee_x,l_knee_y,l_knee_z,l_ankle_x,l_ankle_y,l_ankle_z,r_hip_x,r_hip_y,r_hip_z,r_knee_x,r_knee_y,r_knee_z,r_ankle_x,r_ankle_y,r_ankle_z
-9.234898090362548828e-01,3.258855590820312500e+02,2.201800537109375000e+03,-4.309555053710937500e+00,-8.694433593750000000e+01,2.272414306640625000e+03,-1.031108570098876953e+01,-2.631952514648437500e+02,2.292516601562500000e+03,1.252333984375000000e+02,1.672462615966796875e+02,2.228193115234375000e+03,2.154713897705078125e+02,3.801417236328125000e+02,2.169901611328125000e+03,1.504676513671875000e+02,5.908201293945312500e+02,2.140188232421875000e+03,-1.275020675659179688e+02,1.720642547607421875e+02,2.214396240234375000e+03,-2.040993041992187500e+02,3.889534912109375000e+02,2.149123291015625000e+03,-1.476223144531250000e+02,6.024725341796875000e+02,2.119697021484375000e+03,5.593846511840820312e+01,-3.435722961425781250e+02,2.297130859375000000e+03,1.122226257324218750e+02,-6.999883422851562500e+02,2.247234619140625000e+03,1.427683715820312500e+02,-1.035553588867187500e+03,2.317166259765625000e+03,-7.306114959716796875e+01,-3.492822265625000000e+02,2.292041259765625000e+03,-1.252539215087890625e+02,-7.092572021484375000e+02,2.255648925781250000e+03,-1.568406524658203125e+02,-1.045571777343750000e+03,2.307568115234375000e+03
-8.520324826240539551e-01,3.197151794433593750e+02,2.201229492187500000e+03,-4.920109748840332031e+00,-9.245298004150390625e+01,2.275848144531250000e+03,-9.943058013916015625e+00,-2.686095581054687500e+02,2.296143310546875000e+03,1.259422836303710938e+02,1.603866577148437500e+02,2.228918212890625000e+03,2.201672973632812500e+02,3.689522094726562500e+02,2.162969482421875000e+03,1.527033691406250000e+02,5.792557983398437500e+02,2.135411865234375000e+03,-1.289891815185546875e+02,1.651957397460937500e+02,2.214220214843750000e+03,-2.060279388427734375e+02,3.798842163085937500e+02,2.142991455078125000e+03,-1.458775939941406250e+02,5.925948486328125000e+02,2.115358398437500000e+03,5.684319305419921875e+01,-3.484711608886718750e+02,2.301211914062500000e+03,1.137741851806640625e+02,-7.035429687500000000e+02,2.243254150390625000e+03,1.447918701171875000e+02,-1.038205566406250000e+03,2.317192382812500000e+03,-7.381544494628906250e+01,-3.538062133789062500e+02,2.294777832031250000e+03,-1.269149780273437500e+02,-7.127669067382812500e+02,2.250668945312500000e+03,-1.588055114746093750e+02,-1.048353271484375000e+03,2.306975341796875000e+03
-7.697797417640686035e-01,3.128197021484375000e+02,2.200572998046875000e+03,-5.475453853607177734e+00,-9.855269622802734375e+01,2.279573242187500000e+03,-9.527763366699218750e+00,-2.746849670410156250e+02,2.300000732421875000e+03,1.268290405273437500e+02,1.528538665771484375e+02,2.229494873046875000e+03,2.248896026611328125e+02,3.568610534667968750e+02,2.155603515625000000e+03,1.551479034423828125e+02,5.666854858398437500e+02,2.130082275390625000e+03,-1.305957031250000000e+02,1.575425567626953125e+02,2.213908935546875000e+03,-2.078964233398437500e+02,3.698576965332031250e+02,2.136277099609375000e+03,-1.440978088378906250e+02,5.817102661132812500e+02,2.110462890625000000e+03,5.778991317749023438e+01,-3.540520629882812500e+02,2.305675537109375000e+03,1.154861450195312500e+02,-7.074636230468750000e+02,2.238940429687500000e+03,1.469978790283203125e+02,-1.041113281250000000e+03,2.317198242187500000e+03,-7.456505584716796875e+01,-3.589617004394531250e+02,2.297858886718750000e+03,-1.287720336914062500e+02,-7.166096191406250000e+02,2.245201660156250000e+03,-1.609388580322265625e+02,-1.051324951171875000e+03,2.306450195312500000e+03
-6.781501173973083496e-01,3.047384033203125000e+02,2.199805908203125000e+03,-5.969681739807128906e+00,-1.056653060913085938e+02,2.283719238281250000e+03,-9.031298637390136719e+00,-2.818195495605468750e+02,2.304216552734375000e+03,1.279428939819335938e+02,1.441032409667968750e+02,2.229894287109375000e+03,2.296764068603515625e+02,3.430055236816406250e+02,2.147522949218750000e+03,1.579236907958984375e+02,5.523740234375000000e+02,2.123887939453125000e+03,-1.323642272949218750e+02,1.485609741210937500e+02,2.213411132812500000e+03,-2.097024688720703125e+02,3.581296691894531250e+02,2.128686523437500000e+03,-1.422803649902343750e+02,5.690781250000000000e+02,2.104725097656250000e+03,5.881715774536132812e+01,-3.606912536621093750e+02,2.310671875000000000e+03,1.174477233886718750e+02,-7.119758300781250000e+02,2.234141113281250000e+03,1.494806365966796875e+02,-1.044435302734375000e+03,2.317200927734375000e+03,-7.532073211669921875e+01,-3.651121215820312500e+02,2.301447753906250000e+03,-1.309386901855468750e+02,-7.209846801757812500e+02,2.239033203125000000e+03,-1.633300476074218750e+02,-1.054590576171875000e+03,2.306075195312500000e+03
-5.873718261718750000e-01,2.956149291992187500e+02,2.198980468750000000e+03,-6.358918666839599609e+00,-1.136989822387695312e+02,2.288055908203125000e+03,-8.478303909301757812e+00,-2.899077453613281250e+02,2.308533935546875000e+03,1.292527770996093750e+02,1.342373504638671875e+02,2.230063232421875000e+03,2.341641540527343750e+02,3.277144165039062500e+02,2.139126220703125000e+03,1.609064636230468750e+02,5.367412109375000000e+02,2.117043701171875000e+03,-1.341992034912109375e+02,1.383783721923828125e+02,2.212724121093750000e+03,-2.113258361816406250e+02,3.448998718261718750e+02,2.120594482421875000e+03,-1.405881805419921875e+02,5.549580688476562500e+02,2.098358154296875000e+03,5.993641281127929688e+01,-3.682441406250000000e+02,2.315899658203125000e+03,1.196150817871093750e+02,-7.169791259765625000e+02,2.229095947265625000e+03,1.521486358642578125e+02,-1.048091552734375000e+03,2.317277099609375000e+03,-7.608026123046875000e+01,-3.721521911621093750e+02,2.305399169921875000e+03,-1.333684387207031250e+02,-7.257733764648437500e+02,2.232472656250000000e+03,-1.658942413330078125e+02,-1.058000122070312500e+03,2.306082275390625000e+03
-5.164397954940795898e-01,2.857073364257812500e+02,2.198046875000000000e+03,-6.630643367767333984e+00,-1.224427108764648438e+02,2.292303710937500000e+03,-7.901069641113281250e+00,-2.987161560058593750e+02,2.312749267578125000e+03,1.307062835693359375e+02,1.235201721191406250e+02,2.229990722656250000e+03,2.380359191894531250e+02,3.116255493164062500e+02,2.130895751953125000e+03,1.639186553955078125e+02,5.204711914062500000e+02,2.109895019531250000e+03,-1.360038146972656250e+02,1.272976455688476562e+02,2.211880126953125000e+03,-2.127061462402343750e+02,3.306226501464843750e+02,2.112511718750000000e+03,-1.391744689941406250e+02,5.398814086914062500e+02,2.091719238281250000e+03,6.119043731689453125e+01,-3.764118957519531250e+02,2.320991699218750000e+03,1.219317169189453125e+02,-7.223122558593750000e+02,2.224058837890625000e+03,1.548876647949218750e+02,-1.051947875976562500e+03,2.317544677734375000e+03,-7.688155364990234375e+01,-3.798387145996093750e+02,2.309478027343750000e+03,-1.359703979492187500e+02,-7.308228149414062500e+02,2.225905029296875000e+03,-1.685244598388671875e+02,-1.061383178710937500e+03,2.306735351562500000e+03
-4.767599999904632568e-01,2.751875915527343750e+02,2.196921875000000000e+03,-6.794353961944580078e+00,-1.317595062255859375e+02,2.296264892578125000e+03,-7.343989372253417969e+00,-3.080785522460937500e+02,2.316766113281250000e+03,1.322539215087890625e+02,1.121498870849609375e+02,2.229703857421875000e+03,2.411465301513671875e+02,2.952508239746093750e+02,2.123159423828125000e+03,1.668255920410156250e+02,5.040895080566406250e+02,2.102738525390625000e+03,-1.377272796630859375e+02,1.155598068237304688e+02,2.210933349609375000e+03,-2.138665313720703125e+02,3.157035217285156250e+02,2.104841796875000000e+03,-1.381231689453125000e+02,5.242875976562500000e+02,2.085140136718750000e+03,6.263160705566406250e+01,-3.849454040527343750e+02,2.325687988281250000e+03,1.243897857666015625e+02,-7.278588867187500000e+02,2.219150390625000000e+03,1.576143035888671875e+02,-1.055885742187500000e+03,2.318113769531250000e+03,-7.778250885009765625e+01,-3.879740295410156250e+02,2.313473876953125000e+03,-1.386624450683593750e+02,-7.360623779296875000e+02,2.219584472656250000e+03,-1.711377563476562500e+02,-1.064639160156250000e+03,2.308221191406250000e+03
-4.844372868537902832e-01,2.641629333496093750e+02,2.195552001953125000e+03,-6.886770725250244141e+00,-1.415606384277343750e+02,2.299815185546875000e+03,-6.846124172210693359e+00,-3.178946228027343750e+02,2.320520996093750000e+03,1.338500823974609375e+02,1.002659454345703125e+02,2.229247314453125000e+03,2.434768981933593750e+02,2.789425659179687500e+02,2.116106445312500000e+03,1.695349273681640625e+02,4.879349670410156250e+02,2.095804199218750000e+03,-1.393579711914062500e+02,1.033429336547851562e+02,2.209941650390625000e+03,-2.148763885498046875e+02,3.004569091796875000e+02,2.097862792968750000e+03,-1.374536590576171875e+02,5.085014953613281250e+02,2.078891113281250000e+03,6.428204345703125000e+01,-3.936789245605468750e+02,2.329845947265625000e+03,1.270041503906250000e+02,-7.335394287109375000e+02,2.214375244140625000e+03,1.602649383544921875e+02,-1.059799316406250000e+03,2.319050292968750000e+03,-7.883139801025390625e+01,-3.964264221191406250e+02,2.317217529296875000e+03,-1.413563079833984375e+02,-7.414868164062500000e+02,2.213632568359375000e+03,-1.736650695800781250e+02,-1.067731933593750000e+03,2.310589355468750000e+03
-5.420282483100891113e-01,2.526975555419921875e+02,2.193919433593750000e+03,-6.945687770843505859e+00,-1.518016967773437500e+02,2.302885253906250000e+03,-6.432672977447509766e+00,-3.281137390136718750e+02,2.323981689453125000e+03,1.354533386230468750e+02,8.796237945556640625e+01,2.228670410156250000e+03,2.450964050292968750e+02,2.628915405273437500e+02,2.109807373046875000e+03,1.719808654785156250e+02,4.721588439941406250e+02,2.089272216796875000e+03,-1.409128112792968750e+02,9.077185821533203125e+01,2.208961914062500000e+03,-2.158305816650390625e+02,2.851154479980468750e+02,2.091728271484375000e+03,-1.371338043212890625e+02,4.927259521484375000e+02,2.073180419921875000e+03,6.611875152587890625e+01,-4.025384216308593750e+02,2.333418945312500000e+03,1.298092041015625000e+02,-7.393094482421875000e+02,2.209667480468750000e+03,1.627894134521484375e+02,-1.063610839843750000e+03,2.320361083984375000e+03,-8.005804443359375000e+01,-4.051266479492187500e+02,2.320593017578125000e+03,-1.439718475341796875e+02,-7.471343383789062500e+02,2.208053222656250000e+03,-1.760494537353515625e+02,-1.070682250976562500e+03,2.313743164062500000e+03
-6.590536236763000488e-01,2.408445892333984375e+02,2.192099121093750000e+03,-7.015075206756591797e+00,-1.624675750732421875e+02,2.305436035156250000e+03,-6.123308181762695312e+00,-3.387268066406250000e+02,2.327069335937500000e+03,1.370191192626953125e+02,7.530113983154296875e+01,2.228018554687500000e+03,2.461288909912109375e+02,2.471406860351562500e+02,2.104240478515625000e+03,1.741051025390625000e+02,4.567490844726562500e+02,2.083259277343750000e+03,-1.424328918457031250e+02,7.792900848388671875e+01,2.208035156250000000e+03,-2.168432159423828125e+02,2.698089294433593750e+02,2.086485351562500000e+03,-1.371034240722656250e+02,4.770444030761718750e+02,2.068128417968750000e+03,6.808186340332031250e+01,-4.115242309570312500e+02,2.336422119140625000e+03,1.328161621093750000e+02,-7.451613159179687500e+02,2.204943847656250000e+03,1.651481933593750000e+02,-1.067286743164062500e+03,2.321997070312500000e+03,-8.147716522216796875e+01,-4.140543518066406250e+02,2.323520263671875000e+03,-1.464270629882812500e+02,-7.530686035156250000e+02,2.202780761718750000e+03,-1.782479858398437500e+02,-1.073557861328125000e+03,2.317476562500000000e+03
