frame,head_x,head_y,head_z,torso_x,torso_y,torso_z,waist_x,waist_y,waist_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z,l_hip_x,l_hip_y,l_hip_z,l_knee_x,l_knee_y,l_knee_z,l_ankle_x,l_ankle_y,l_ankle_z,r_hip_x,r_hip_y,r_hip_z,r_knee_x,r_knee_y,r_knee_z,r_ankle_x,r_ankle_y,r_ankle_z,left_knee_valgus_deg,right_knee_valgus_deg,back_arch_deg,torso_lean_deg
24,-17.8284,14.8737,2174.0066,-16.0775,-389.5332,2284.2832,-10.5574,-566.6606,2287.4458,135.6056,-155.2954,2211.9409,236.7048,-39.9676,2029.8010,154.7520,163.7537,1993.2567,-181.3748,-165.6549,2194.7639,-284.3887,-33.6525,2024.3595,-190.2207,164.7928,1987.2039,90.2293,-590.1099,2299.1086,167.1479,-909.7624,2142.4014,178.2539,-1146.1282,2392.2102,-113.5535,-592.5139,2281.5010,-174.1110,-915.9660,2122.5396,-190.7370,-1129.5659,2388.7275,-4.48,-2.40,5.59,-11.04
25,-19.5918,1.1313,2171.7285,-17.2309,-402.8152,2283.7324,-11.1667,-579.9467,2284.6252,133.6566,-168.6026,2209.7244,236.0039,-57.3900,2025.7408,154.8163,146.0058,1985.8823,-184.4344,-180.7126,2193.3569,-286.7512,-51.7239,2020.2528,-192.3557,146.3136,1981.5656,90.0597,-601.5604,2295.9133,169.0001,-921.2430,2140.2737,178.2781,-1148.2716,2398.6685,-114.7028,-603.4039,2278.3176,-176.6364,-926.4494,2119.0608,-191.4836,-1130.9396,2392.4128,-4.64,-2.55,6.02,-10.99
26,-21.2550,-10.4818,2169.6682,-18.6282,-413.8169,2283.9006,-11.8933,-590.9174,2282.6401,131.6445,-179.9633,2207.5996,235.4203,-72.0463,2022.4663,155.2282,131.0879,1979.4482,-187.2975,-193.4536,2192.0295,-288.2828,-66.3183,2016.7917,-193.5362,131.2670,1976.7463,89.6177,-611.1448,2293.8125,170.7709,-930.5399,2138.7258,178.3725,-1149.4310,2404.1060,-115.8176,-612.4622,2276.0957,-178.9512,-935.1188,2116.5249,-192.5706,-1132.1165,2395.3899,-4.83,-2.64,6.73,-11.01
27,-22.8503,-19.6479,2167.9353,-20.2121,-422.2877,2284.6304,-12.7297,-599.3281,2281.3181,129.6600,-189.0739,2205.6580,234.8189,-83.6110,2019.8984,155.8065,119.3539,1974.0244,-189.9048,-203.5476,2190.8052,-289.0842,-77.2534,2013.9442,-193.9941,119.9069,1972.6483,88.9560,-618.4956,2292.6353,172.3393,-937.4682,2137.8687,178.5611,-1150.0132,2408.3979,-116.9307,-619.3854,2274.6602,-180.8739,-941.8964,2115.1213,-194.0294,-1133.3969,2397.8127,-5.01,-2.65,7.85,-11.07
28,-24.3995,-26.1408,2166.5732,-21.8873,-428.0697,2285.7188,-13.6432,-605.0322,2280.4646,127.7916,-195.6834,2203.9690,234.0890,-91.8705,2017.9272,156.4278,111.0564,1969.6543,-192.2022,-210.7724,2189.6929,-289.2619,-84.4937,2011.6504,-193.9762,112.3195,1969.2042,88.1408,-623.3604,2292.1550,173.5815,-941.9775,2137.7854,178.8549,-1150.4219,2411.5073,-118.0409,-623.9695,2273.8064,-182.2369,-946.7906,2115.0017,-195.8510,-1135.0460,2399.8411,-5.17,-2.56,9.39,-11.13
29,-25.9270,-29.8619,2165.5930,-23.5393,-431.1546,2286.8640,-14.5892,-608.0327,2279.9578,126.1149,-199.6425,2202.5701,233.1780,-96.7608,2016.4438,157.0223,106.3027,1966.3650,-194.1530,-215.0499,2188.6909,-288.9470,-88.1668,2009.8590,-193.6852,108.4374,1966.3733,87.2494,-625.6527,2292.1394,174.3934,-944.1580,2138.4980,179.2460,-1150.9590,2413.4705,-119.1215,-626.1546,2273.3423,-182.9212,-949.8754,2116.2227,-197.9635,-1137.2280,2401.5820,-5.29,-2.35,11.09,-11.19
30,-27.4238,-30.8947,2164.9639,-25.0522,-431.7007,2287.8071,-15.5134,-608.5051,2279.7095,124.6758,-200.9662,2201.4678,232.0930,-98.3876,2015.3667,157.5731,105.0024,1964.1528,-195.7411,-216.4854,2187.7961,-288.2871,-88.5433,2008.5338,-193.2861,107.9914,1964.1625,86.3616,-625.4870,2292.3818,174.7106,-944.2366,2139.9443,179.7150,-1151.7628,2414.3606,-120.1304,-626.0604,2273.1116,-182.8977,-951.2848,2118.7078,-200.2465,-1139.9635,2403.0547,-5.35,-2.04,12.60,-11.24
31,-28.8612,-29.5157,2164.6340,-26.3548,-430.0284,2288.3777,-16.3639,-606.7863,2279.6511,123.4874,-199.8640,2200.6396,230.8893,-97.0340,2014.6567,158.0830,106.8627,1962.9705,-196.9699,-215.3756,2187.0044,-287.4477,-86.0543,2007.6642,-192.8884,110.5410,1962.5868,85.5486,-623.1722,2292.7188,174.5116,-942.5504,2141.9688,180.2236,-1152.7985,2414.2881,-121.0247,-623.9827,2272.9980,-182.2297,-951.2039,2122.2339,-202.5418,-1143.1289,2404.1973,-5.35,-1.65,13.64,-11.27
32,-30.1867,-26.1463,2164.5498,-27.3945,-426.5715,2288.5022,-17.1018,-603.3160,2279.7378,122.5326,-196.7113,2200.0439,229.6394,-93.1077,2014.3082,158.5600,111.4236,1962.7233,-197.8652,-212.1616,2186.3145,-286.5820,-81.2300,2007.2529,-192.5684,115.5119,1961.6533,84.8589,-619.1561,2293.0374,173.8139,-939.4935,2144.3350,180.7287,-1153.8920,2413.3689,-121.7710,-620.3417,2272.9341,-181.0615,-949.8551,2126.4573,-204.6902,-1146.4934,2404.8921,-5.27,-1.23,14.02,-11.29
33,-31.3479,-21.2593,2164.6624,-28.1757,-421.7892,2288.1926,-17.7114,-598.5517,2279.9468,121.7757,-191.9595,2199.6304,228.4137,-87.0985,2014.3246,158.9940,118.1387,1963.2830,-198.4617,-207.3442,2185.7285,-285.8178,-74.6200,2007.3057,-192.3675,122.3078,1961.3468,84.3109,-613.9303,2293.2798,172.6520,-935.4412,2146.7615,181.1850,-1154.8041,2411.7212,-122.3560,-615.5854,2272.8918,-179.5727,-947.4557,2130.9788,-206.5545,-1149.7762,2405.0068,-5.13,-0.81,13.63,-11.29
34,-32.3020,-15.2789,2164.9333,-28.7160,-416.0741,2287.5215,-18.1987,-592.8780,2280.2747,121.1673,-186.0347,2199.3557,227.2670,-79.4964,2014.6929,159.3644,126.4570,1964.5153,-198.8140,-201.3699,2185.2444,-285.2363,-66.6967,2007.8240,-192.2985,130.4178,1961.6292,83.8908,-607.9280,2293.4487,171.0592,-930.6866,2148.9771,181.5596,-1155.2947,2409.4407,-122.7883,-610.0894,2272.8826,-177.9432,-944.1732,2135.4099,-208.0442,-1152.7046,2404.4192,-4.92,-0.44,12.51,-11.29
35,-33.0377,-8.5132,2165.3350,-29.0702,-409.6933,2286.5950,-18.5896,-586.5506,2280.7310,120.6600,-179.2563,2199.1841,226.2389,-70.7359,2015.3759,159.6370,135.9038,1966.2891,-198.9742,-194.5685,2184.8630,-284.8680,-57.7880,2008.7970,-192.3495,139.4818,1962.4543,83.5597,-601.4586,2293.5969,169.0467,-925.4016,2150.7698,181.8378,-1155.1752,2406.5928,-123.0951,-604.0961,2272.9570,-176.3190,-940.0938,2139.4307,-209.1114,-1155.0438,2403.0264,-4.65,-0.13,10.82,-11.29
36,-33.5632,-1.1351,2165.8494,-29.2973,-402.7745,2285.5320,-18.9189,-579.6852,2281.3428,120.2128,-171.8230,2199.0930,225.3406,-61.1478,2016.3110,159.7836,146.1181,1968.4910,-198.9969,-187.1165,2184.5801,-284.6998,-48.0720,2010.2037,-192.4804,149.3104,1963.7673,83.2632,-594.6893,2293.8267,166.6039,-919.6424,2152.0195,182.0234,-1154.3206,2403.2095,-123.3160,-597.7094,2273.1965,-174.8023,-935.2128,2142.8145,-209.7487,-1156.6068,2400.7490,-4.31,0.12,8.84,-11.29
37,-33.9144,6.8009,2166.4634,-29.4688,-395.3293,2284.4512,-19.2265,-572.2820,2282.1433,119.7998,-163.8265,2199.0657,224.5594,-50.9445,2017.4231,159.7797,156.8811,1971.0017,-198.9227,-179.0631,2184.3955,-284.6862,-37.5967,2012.0074,-192.6390,159.8446,1965.5214,82.9420,-587.6658,2294.2737,163.7055,-913.3789,2152.7126,182.1329,-1152.6747,2399.3052,-123.4925,-590.9269,2273.7107,-173.4464,-929.4724,2145.4402,-209.9716,-1157.2500,2397.5352,-3.91,0.29,6.95,-11.30
38,-34.1333,15.3206,2167.1672,-29.6439,-387.2949,2283.4609,-19.5450,-564.2691,2283.1809,119.4130,-155.2843,2199.0876,223.8537,-40.2219,2018.6339,159.6108,168.0928,1973.7007,-198.7831,-170.3675,2184.3049,-284.7727,-26.3444,2014.1638,-192.7638,171.1064,1967.6582,82.5397,-580.3577,2295.0916,160.3374,-906.5344,2152.9387,182.1847,-1150.2344,2394.8945,-123.6602,-583.6966,2274.6284,-172.2623,-922.7906,2147.2915,-209.8239,-1156.8853,2393.3809,-3.44,0.39,5.49,-11.32
39,-34.2665,24.4852,2167.9517,-29.8626,-378.5785,2282.6538,-19.9018,-555.5479,2284.5039,119.0573,-146.1711,2199.1445,223.1642,-28.9931,2019.8638,159.2624,179.7442,1976.4446,-198.5972,-160.9609,2184.3132,-284.9054,-14.2791,2016.6196,-192.8103,183.1274,1970.1205,82.0057,-572.7087,2296.4338,156.5217,-899.0306,2152.8679,182.1873,-1147.0436,2390.0139,-123.8368,-575.9713,2276.0857,-171.2316,-915.1277,2148.4546,-209.3645,-1155.4788,2388.3455,-2.92,0.44,4.74,-11.36
40,-34.3576,34.3610,2168.8025,-30.1378,-369.0880,2282.1062,-20.3125,-546.0219,2286.1704,118.7438,-136.4353,2199.2227,222.4148,-17.2147,2021.0398,158.7126,191.8830,1979.0909,-198.3801,-150.7791,2184.4299,-285.0461,-1.3852,2019.3297,-192.7492,195.9338,1972.8433,81.2921,-564.6756,2298.4312,152.3483,-890.8152,2152.7185,182.1328,-1143.1747,2384.7366,-124.0191,-567.7477,2278.2026,-170.3172,-906.4958,2149.0986,-208.6778,-1153.0569,2382.5645,-2.37,0.44,4.75,-11.43
41,-34.4408,45.0207,2169.6982,-30.4632,-358.7288,2281.8796,-20.7903,-535.5950,2288.2253,118.4718,-125.9993,2199.3120,221.5107,-4.7827,2022.1090,157.9296,204.6214,1981.5181,-198.1394,-139.7595,2184.6775,-285.1557,12.3636,2022.2649,-192.5817,209.5544,1975.7844,80.3462,-556.2330,2301.1689,147.9772,-881.8655,2152.7212,181.9851,-1138.7051,2379.1670,-124.1761,-559.0590,2281.0715,-169.4846,-896.9743,2149.4578,-207.8462,-1149.6885,2376.2444,-1.81,0.42,5.42,-11.54
42,-34.5479,56.5798,2170.6125,-30.8307,-347.3690,2282.0247,-21.3461,-524.1346,2290.7109,118.2183,-114.7259,2199.4109,220.3312,8.5105,2023.0619,156.8677,218.1855,1983.6743,-197.8776,-127.7873,2185.0925,-285.1945,27.0684,2025.4384,-192.3051,224.1192,1978.9435,79.0995,-547.3348,2304.6650,143.6194,-872.1547,2153.0854,181.6923,-1133.6904,2373.4233,-124.2491,-549.9274,2284.7312,-168.7098,-886.6451,2149.8030,-206.9486,-1145.4561,2369.6274,-1.29,0.38,6.43,-11.68
43,-34.7022,69.2424,2171.5193,-31.2476,-334.7915,2282.5820,-21.9968,-511.4237,2293.6453,117.9237,-102.3789,2199.5293,218.7240,23.0337,2023.9532,155.4719,232.9756,1985.6227,-197.5827,-114.6333,2185.7278,-285.0814,43.0075,2028.9127,-191.9087,239.9263,1982.4185,77.4646,-537.8524,2308.8542,139.4845,-861.6086,2153.9888,181.1826,-1128.1211,2367.5996,-124.1563,-540.2870,2289.1509,-167.9858,-875.5418,2150.4263,-206.0265,-1140.4178,2362.9395,-0.87,0.32,7.38,-11.88
44,-34.9259,83.3199,2172.3943,-31.7411,-320.6747,2283.5750,-22.7712,-497.1426,2297.0154,117.4915,-88.5993,2199.6899,216.5121,39.3362,2024.9167,153.6814,249.5881,1987.5663,-197.2292,-99.9167,2186.6411,-284.6992,60.6630,2032.8208,-191.3110,257.5107,1986.3947,75.3396,-527.5242,2313.5735,135.7281,-850.0775,2155.5811,180.3914,-1121.9175,2361.7544,-123.8008,-529.9262,2294.2144,-167.3191,-863.5980,2151.6267,-205.0906,-1134.5800,2356.3479,-0.57,0.22,7.93,-12.12
45,-35.2354,99.1945,2173.2217,-32.3536,-304.6295,2285.0034,-23.6988,-480.9126,2300.7500,116.7966,-72.9379,2199.9248,213.5188,58.0998,2026.1633,151.4335,268.7605,1989.8475,-196.7683,-83.1571,2187.8997,-283.8621,80.6960,2037.3433,-190.3749,277.5545,1991.1693,72.6257,-515.9605,2318.5571,132.4051,-837.3605,2158.0024,179.2546,-1114.9242,2355.8975,-123.0880,-518.4858,2299.7075,-166.7161,-850.6617,2153.7002,-204.1043,-1127.8981,2349.9451,-0.44,0.09,7.89,-12.40
46,-35.6386,117.2309,2173.9883,-33.1099,-286.2951,2286.8313,-24.8178,-462.3954,2304.6877,115.7083,-54.9388,2200.2808,209.6031,80.0175,2027.9727,148.6772,291.2322,1992.9128,-196.1423,-63.8734,2189.5549,-282.3451,103.7750,2042.7104,-188.8689,300.7771,1997.0698,69.2552,-502.7172,2323.4526,129.4698,-823.2759,2161.3787,177.7234,-1106.9712,2350.0312,-121.9423,-505.5296,2305.3159,-166.1730,-836.5736,2156.9241,-203.0032,-1120.3076,2343.7664,-0.45,-0.10,7.29,-12.71
