frame,head_x,head_y,head_z,torso_x,torso_y,torso_z,waist_x,waist_y,waist_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z,l_hip_x,l_hip_y,l_hip_z,l_knee_x,l_knee_y,l_knee_z,l_ankle_x,l_ankle_y,l_ankle_z,r_hip_x,r_hip_y,r_hip_z,r_knee_x,r_knee_y,r_knee_z,r_ankle_x,r_ankle_y,r_ankle_z,left_knee_valgus_deg,right_knee_valgus_deg,back_arch_deg,torso_lean_deg
12,-41.7362,274.7628,2154.3264,-50.8842,-138.4288,2232.1062,-42.2193,-315.1669,2200.0823,95.1729,134.5452,2195.3296,106.7989,360.9781,2088.3867,88.1929,583.1862,2016.1104,-200.8182,108.1347,2188.1238,-276.0086,306.7531,2054.8848,-244.5136,527.2148,1981.6892,59.2204,-332.8974,2207.3062,115.7702,-674.5641,2035.8268,145.2373,-977.6484,2216.1357,-142.4440,-339.3247,2199.6094,-170.3136,-681.3829,2021.9633,-183.7374,-985.0923,2203.1172,-1.78,-1.00,19.43,-4.44
13,-43.3051,266.4073,2153.7844,-50.9452,-146.6290,2232.4580,-42.5811,-323.3938,2200.4531,93.8598,126.8463,2194.2791,109.1589,351.7602,2084.5847,91.4568,572.9324,2008.9430,-200.0452,100.3006,2187.5303,-277.8959,297.5255,2053.7175,-243.6772,516.9769,1978.6871,58.7404,-341.7766,2207.6877,117.1483,-680.1403,2030.3774,145.4084,-980.3580,2215.6016,-142.7930,-347.6017,2199.8540,-172.9556,-686.3493,2016.3304,-183.8271,-987.2172,2202.3320,-2.05,-1.41,19.12,-4.52
14,-45.5818,258.1612,2152.6938,-51.1272,-154.6105,2232.8074,-43.1404,-331.4530,2201.0750,92.8276,119.0856,2192.8726,110.9570,342.2313,2080.0081,94.6052,562.3146,2000.9229,-199.5928,92.5616,2186.9355,-279.6633,288.1370,2051.9736,-242.8476,506.4239,1974.7705,57.9896,-350.8968,2208.1909,118.1569,-685.8854,2025.1407,145.4750,-983.1147,2215.2603,-143.2559,-356.0412,2200.1829,-175.3879,-691.5496,2011.1108,-183.7930,-989.4246,2201.9917,-2.28,-1.80,18.22,-4.69
15,-48.4710,250.3336,2150.9309,-51.4287,-162.0281,2233.1301,-43.9027,-339.0039,2201.9749,92.1427,111.5809,2191.0762,112.1555,332.8108,2074.7705,97.4056,551.8304,1992.4418,-199.5139,85.2449,2186.3374,-281.1704,278.9297,2049.5732,-242.1004,496.0065,1970.0579,56.9523,-359.8899,2208.8447,118.7552,-691.5736,2020.3834,145.4422,-985.8729,2215.0952,-143.8306,-364.3083,2200.6228,-177.5336,-696.7660,2006.4893,-183.6239,-991.6520,2202.0471,-2.48,-2.15,16.80,-4.95
16,-51.7756,243.1339,2148.4219,-51.8341,-168.6397,2233.4248,-44.8495,-345.8036,2203.1445,91.8328,104.5644,2188.8845,112.7913,323.8421,2069.0525,99.7063,541.9064,1983.9148,-199.8133,78.5744,2185.7266,-282.3366,270.1479,2046.4894,-241.5107,486.0896,1964.7544,55.6569,-368.4016,2209.6846,118.9452,-696.9881,2016.3370,145.3318,-988.6011,2215.0945,-144.5098,-372.1001,2201.2017,-179.3318,-701.8065,2002.6042,-183.3328,-993.8536,2202.4307,-2.65,-2.45,15.07,-5.31
17,-55.2226,236.6403,2145.2061,-52.3283,-174.3565,2233.7007,-45.9406,-351.7422,2204.5120,91.8900,98.1276,2186.3477,112.9783,315.5059,2063.0762,101.4556,532.7925,1975.7007,-200.4466,72.6403,2185.0786,-283.1649,261.8943,2042.7780,-241.1446,476.8791,1959.1146,54.1628,-376.1427,2210.7339,118.7636,-701.9655,2013.1693,145.1756,-991.2870,2215.2476,-145.2737,-379.2006,2201.9475,-180.7447,-706.5221,1999.5421,-182.9228,-996.0157,2203.0854,-2.77,-2.69,13.38,-5.76
18,-58.5239,230.8101,2141.4744,-52.9100,-179.2453,2233.9995,-47.1256,-356.8438,2205.9182,92.2735,92.2133,2183.5657,112.8456,307.8017,2057.0564,102.6907,524.5104,1968.0542,-201.3301,67.4035,2184.3518,-283.7427,254.1421,2038.5645,-241.0481,468.4066,1953.3807,52.5617,-382.9402,2212.0093,118.2605,-706.4167,2010.9700,145.0123,-993.9479,2215.5530,-146.1076,-385.5038,2202.8838,-181.7672,-710.8431,1997.3254,-182.4172,-998.1475,2203.9617,-2.84,-2.86,12.18,-6.26
19,-61.4509,225.5213,2137.5188,-53.5975,-183.4805,2234.3767,-48.3512,-361.2502,2207.1848,92.9171,86.6695,2180.6865,112.5366,300.5740,2051.1689,103.5012,516.9015,1961.1053,-202.3593,62.7363,2183.4919,-284.2193,246.7856,2034.0060,-241.2598,460.5703,1947.7394,50.9474,-388.7518,2213.5085,117.4902,-710.3483,2009.7373,144.8754,-996.6166,2216.0083,-147.0052,-391.0285,2204.0256,-182.4273,-714.7680,1995.9095,-181.8220,-1000.2803,2205.0266,-2.87,-2.97,11.86,-6.77
20,-63.8913,220.5824,2133.4592,-54.4261,-187.2650,2234.8936,-49.5831,-365.1581,2208.3696,93.7421,81.3151,2177.8818,112.1676,293.5977,2045.5396,103.9960,509.7056,1954.8588,-203.4318,58.4777,2182.4304,-284.7691,239.7030,2029.2472,-241.7992,453.2070,1942.3022,49.4016,-393.6647,2215.2090,116.5039,-713.8336,2009.3760,144.7881,-999.3304,2216.6104,-147.9502,-395.8865,2205.3738,-182.7796,-718.3578,1995.1904,-181.1601,-1002.4459,2206.2476,-2.85,-3.03,12.19,-7.29
21,-65.8659,215.8258,2129.4165,-55.4330,-190.7892,2235.5886,-50.7911,-368.7637,2209.5793,94.6537,76.0111,2175.3291,111.8403,286.6669,2040.2529,104.2781,502.6492,1949.2393,-204.4644,54.4864,2181.0923,-285.5509,232.7989,2024.4056,-242.6794,446.1737,1937.1125,47.9791,-397.8519,2217.0620,115.3490,-716.9907,2009.7106,144.7603,-1002.0986,2217.3455,-148.9290,-400.2531,2206.9087,-182.8892,-721.6999,1995.0118,-180.4422,-1004.6653,2207.5876,-2.78,-3.04,12.86,-7.81
22,-67.5084,211.1441,2125.5188,-56.6517,-194.1922,2236.4700,-51.9556,-372.2252,2210.9263,95.5454,70.6919,2173.1885,111.6240,279.6439,2035.3761,104.4234,495.5245,1944.1248,-205.3938,50.6559,2179.4119,-286.6809,226.0343,2019.5717,-243.9116,439.3752,1932.1730,46.7055,-401.5323,2218.9941,114.0730,-719.9382,2010.5077,144.7861,-1004.8926,2218.1960,-149.9048,-404.3204,2208.5884,-182.8277,-724.8875,1995.1882,-179.6858,-1006.9334,2209.0000,-2.68,-3.03,13.50,-8.33
23,-69.0231,206.4819,2121.8750,-58.0947,-197.5567,2237.5071,-53.0556,-375.6456,2212.5085,96.3042,65.3724,2171.5791,111.5666,272.4824,2030.9586,104.4839,488.2143,1939.3845,-206.1848,46.9121,2177.3542,-288.2222,219.4155,2014.8165,-245.5026,432.7660,1927.4586,45.5833,-404.9259,2220.9187,112.7258,-722.7825,2011.5076,144.8485,-1007.6432,2219.1399,-150.8342,-408.2708,2210.3464,-182.6523,-727.9994,1995.5171,-178.9173,-1009.2255,2210.4282,-2.54,-3.00,13.75,-8.85
24,-70.6271,201.8252,2118.5530,-59.7508,-200.9315,2238.6445,-54.0758,-379.0882,2214.3813,96.8241,60.1124,2170.5527,111.6909,265.2142,2027.0165,104.4862,480.6921,1934.9020,-206.8412,43.1977,2174.9385,-290.1737,212.9526,2010.2103,-247.4674,426.3163,1922.9183,44.6083,-408.2361,2222.7505,111.3559,-725.5974,2012.4581,144.9254,-1010.2570,2220.1667,-151.6676,-412.2566,2212.1079,-182.4088,-731.1049,1995.8057,-178.1509,-1011.4972,2211.8154,-2.38,-2.97,13.34,-9.37
25,-72.4928,197.1562,2115.5601,-61.5736,-204.3568,2239.8176,-54.9973,-382.5964,2216.5454,97.0194,54.9876,2170.0833,111.9938,257.9109,2023.5326,104.4406,472.9970,1930.5803,-207.4052,39.4496,2172.2473,-292.4803,206.6317,2005.8217,-249.8125,419.9734,1918.4906,43.7614,-411.6168,2224.4275,110.0151,-728.4352,2013.1505,144.9883,-1012.6377,2221.2710,-152.3605,-416.3946,2213.7927,-182.1178,-734.2441,1995.8861,-177.4187,-1013.7021,2213.1169,-2.22,-2.94,12.11,-9.88
26,-74.7013,192.4420,2112.8560,-63.4937,-207.8719,2240.9617,-55.8092,-386.2078,2218.9436,96.8255,50.0493,2170.0605,112.4545,250.6589,2020.4652,104.3538,465.2098,1926.3607,-207.9420,35.5858,2169.4272,-295.0383,200.4015,2001.7220,-252.5338,413.6514,1914.1184,43.0330,-415.1781,2225.9121,108.7420,-731.3159,2013.4480,145.0178,-1014.7104,2222.4587,-152.8826,-420.7454,2215.3306,-181.7755,-737.4437,1995.6327,-176.7331,-1015.7841,2214.2927,-2.06,-2.92,10.06,-10.39
27,-77.2166,187.6470,2110.4148,-65.4252,-211.5314,2242.0278,-56.4986,-389.9554,2221.4358,96.2037,45.3110,2170.3262,113.0330,243.5514,2017.7626,104.2300,457.4263,1922.2169,-208.5265,31.5212,2166.6626,-297.7132,194.1833,1997.9802,-255.6007,407.2536,1909.7758,42.4090,-418.9635,2227.2000,107.5671,-734.2463,2013.2976,144.9955,-1016.4426,2223.7253,-153.2278,-425.3171,2216.6680,-181.3549,-740.6882,1994.9702,-176.1234,-1017.6929,2215.3230,-1.91,-2.88,7.47,-10.88
28,-79.8865,182.7682,2108.3416,-67.2674,-215.3913,2242.9875,-57.0576,-393.8788,2223.7302,95.1426,40.7543,2170.6885,113.6780,236.6816,2015.3794,104.0803,449.7560,1918.1554,-209.2261,27.1894,2164.1394,-300.3582,187.8959,1994.6498,-258.9419,400.6963,1905.4810,41.8907,-422.9681,2228.3105,106.4975,-737.2161,2012.7271,144.9192,-1017.8531,2225.0520,-153.4202,-430.0609,2217.7761,-180.8036,-743.9401,1993.8779,-175.5962,-1019.3731,2216.1897,-1.77,-2.83,4.95,-11.32
29,-82.4732,177.8035,2106.6487,-68.9330,-219.4756,2243.8352,-57.4841,-397.9861,2225.6484,93.6641,36.3570,2170.9600,114.3403,230.1396,2013.2706,103.9234,442.3209,1914.1969,-210.0841,22.5582,2162.0200,-302.8363,181.4817,1991.7512,-262.4520,393.9352,1901.2977,41.4861,-427.1429,2229.2837,105.5198,-740.2130,2011.8262,144.7918,-1019.0152,2226.3931,-153.5073,-434.8911,2218.6538,-180.0501,-747.1346,1992.3865,-175.1714,-1020.7828,2216.8933,-1.63,-2.74,2.91,-11.68
30,-84.7051,172.7697,2105.2939,-70.3424,-223.7681,2244.5801,-57.7862,-402.2647,2227.1201,91.8244,32.0986,2170.9756,114.9783,224.0055,2011.3660,103.7829,435.2322,1910.3597,-211.1197,17.6418,2160.4065,-305.0441,174.9125,1989.2628,-266.0016,386.9715,1897.3099,41.2033,-431.4263,2230.1689,104.5933,-743.2214,2010.7135,144.6291,-1020.0456,2227.6799,-153.5390,-439.7080,2219.3315,-179.0119,-750.2100,1990.5641,-174.8419,-1021.8989,2217.4395,-1.50,-2.59,1.52,-11.96
31,-86.3461,167.6986,2104.2283,-71.4415,-228.2230,2245.2395,-57.9775,-406.6783,2228.1506,89.6995,27.9626,2170.6077,115.5784,218.3037,2009.5618,103.6937,428.5651,1906.6477,-212.3272,12.4841,2159.3237,-306.9161,168.1866,1987.1298,-269.4578,379.8359,1893.5911,41.0372,-435.7625,2231.0300,103.6568,-746.2373,2009.5004,144.4452,-1021.0757,2228.8293,-153.5631,-444.4396,2219.8665,-177.6030,-753.1169,1988.5043,-174.6121,-1022.7282,2217.8508,-1.36,-2.37,0.85,-12.18
32,-87.2458,162.6317,2103.4026,-72.2148,-232.7897,2245.8364,-58.0823,-411.1898,2228.8132,87.3841,23.9193,2169.7720,116.1644,212.9727,2007.7227,103.6974,422.3221,1903.0400,-213.6756,7.1345,2158.7263,-308.4288,161.3218,1985.2775,-272.7070,372.5732,1890.1748,40.9638,-440.1266,2231.9285,102.6286,-749.2550,2008.2731,144.2517,-1022.2240,2229.7644,-153.6067,-449.0508,2220.3428,-175.7537,-755.8403,1986.3091,-174.4606,-1023.3057,2218.1572,-1.20,-2.05,0.87,-12.33
33,-87.3677,157.5893,2102.7881,-72.6861,-237.4241,2246.4072,-58.1311,-415.7675,2229.2200,84.9708,19.9003,2168.4438,116.7979,207.8582,2005.7048,103.8447,416.4060,1899.5007,-215.1151,1.6301,2158.5168,-309.5982,154.3490,1983.6318,-275.6647,365.2183,1887.0457,40.9429,-444.5192,2232.9348,101.4210,-752.2677,2007.0753,144.0455,-1023.5704,2230.4182,-153.6901,-453.5537,2220.8604,-173.4266,-758.3865,1984.0834,-174.3792,-1023.6855,2218.4006,-1.01,-1.63,1.51,-12.44
34,-86.7831,152.5628,2102.3660,-72.9238,-242.1079,2247.0142,-58.1641,-420.4011,2229.5171,82.5552,15.7970,2166.6584,117.5810,202.7299,2003.4022,104.2033,410.6182,1895.9736,-216.5856,-4.0031,2158.5603,-310.4624,147.2961,1982.1278,-278.2681,357.7891,1884.1406,40.9237,-448.9603,2234.1189,99.9475,-755.2578,2005.9227,143.8063,-1025.1479,2230.7419,-153.8274,-457.9871,2221.5322,-170.6291,-760.7755,1981.9340,-174.3522,-1023.9337,2218.6201,-0.77,-1.10,2.68,-12.51
35,-85.6471,147.5028,2102.1282,-73.0426,-246.8495,2247.7563,-58.2253,-425.0987,2229.8672,80.2300,11.4644,2164.5112,118.6352,197.3168,2000.7842,104.8460,404.6715,1892.3822,-218.0174,-9.7582,2158.7180,-311.0898,140.1848,1980.7091,-280.4844,350.2752,1881.3595,40.8523,-453.4774,2235.5520,98.1333,-758.1907,2004.8135,143.4945,-1026.9459,2230.7019,-154.0447,-462.3991,2222.4751,-167.4288,-763.0245,1979.9656,-174.3609,-1024.1143,2218.8567,-0.49,-0.48,4.24,-12.58
36,-84.1671,142.3224,2102.0693,-73.1790,-251.6759,2248.7676,-58.3705,-429.8837,2230.4458,78.0726,6.7341,2162.1528,120.0893,191.3507,1997.9141,105.8561,398.2191,1888.6415,-219.3437,-15.6362,2158.8557,-311.5599,133.0211,1979.3259,-282.2935,342.6369,1878.5815,40.6798,-458.0924,2237.3030,95.9262,-761.0144,2003.7380,143.0516,-1028.9261,2230.2830,-154.3759,-466.8323,2223.8083,-163.9502,-765.1369,1978.2831,-174.4051,-1024.2861,2219.1458,-0.17,0.22,6.06,-12.65
37,-82.5665,136.9258,2102.1731,-73.4811,-256.6152,2250.2002,-58.6539,-434.7782,2231.4282,76.1414,1.4448,2159.7581,122.0514,184.6085,1994.9301,107.3083,390.9101,1884.6611,-220.5067,-21.6457,2158.8640,-311.9543,125.7990,1977.9419,-283.6968,334.8140,1875.6748,40.3554,-462.8143,2239.4365,93.3070,-763.6691,2002.7014,142.4100,-1031.0267,2229.4868,-154.8684,-471.3163,2225.6387,-160.3661,-767.1011,1976.9731,-174.4687,-1024.5001,2219.5151,0.20,0.96,7.98,-12.74
38,-81.0473,131.2362,2102.4124,-74.0700,-261.6759,2252.1938,-59.1347,-439.7836,2232.9731,74.4643,-4.5115,2157.4905,124.5752,176.9477,1992.0065,109.2443,382.4662,1880.3706,-221.4691,-27.7914,2158.6655,-312.3442,118.5156,1976.5311,-284.7183,326.7497,1872.5145,39.8350,-467.6384,2242.0059,90.2965,-766.0870,2001.7227,141.5036,-1033.1897,2228.3440,-155.5655,-475.8688,2228.0544,-156.8741,-768.8963,1976.1024,-174.5586,-1024.7910,2219.9875,0.59,1.72,9.84,-12.88
39,-79.7656,125.2299,2102.7412,-75.0165,-266.8224,2254.8352,-59.8618,-444.8619,2235.2026,73.0419,-11.1538,2155.4712,127.6314,168.3539,1989.2941,111.6551,372.7578,1875.7341,-222.2194,-34.0588,2158.2253,-312.7747,111.1937,1975.0876,-285.4005,318.4141,1869.0094,39.0817,-472.5344,2245.0437,86.9688,-768.2032,2000.8440,140.2903,-1035.3599,2226.9109,-156.4986,-480.4915,2231.1035,-153.6624,-770.4944,1975.7008,-174.6647,-1025.1831,2220.5706,0.98,2.47,11.48,-13.08
40,-78.8178,118.9634,2103.1082,-76.3228,-271.9606,2258.1279,-60.8615,-449.9311,2238.1694,71.8503,-18.3823,2153.7646,131.0927,158.9683,1986.8876,114.4555,361.8578,1870.7625,-222.7687,-40.3960,2157.5493,-313.2593,103.8975,1973.6240,-285.8122,309.8423,1865.1169,38.0723,-477.4343,2248.5481,83.4503,-769.9600,2000.1339,138.7648,-1037.4823,2225.2747,-157.6744,-485.1556,2234.7791,-150.8793,-771.8642,1975.7690,-174.7944,-1025.6790,2221.2646,1.35,3.17,12.76,-13.36
41,-78.2426,112.5825,2103.4602,-77.9195,-276.9417,2261.9802,-62.1289,-454.8529,2241.8381,70.8589,-25.9677,2152.3789,134.7307,149.0921,1984.8196,117.4830,350.0667,1865.5159,-223.1417,-46.7005,2156.6833,-313.7883,96.7417,1972.1685,-286.0359,301.1469,1860.8680,36.8161,-482.2233,2252.4695,79.9137,-771.3041,1999.6698,136.9751,-1039.5040,2223.5459,-159.0671,-489.7864,2239.0156,-148.6179,-772.9659,1976.2820,-174.9391,-1026.2635,2222.0437,1.68,3.81,13.60,-13.70
42,-78.0275,106.3182,2103.7534,-79.6766,-281.5727,2266.2148,-63.6148,-459.4499,2246.0696,70.0318,-33.5732,2151.2876,138.2576,139.1733,1983.0607,120.5267,337.8847,1860.1035,-223.3695,-52.8115,2155.7026,-314.3305,89.8784,1970.7562,-286.1610,292.5145,1856.3679,35.3554,-486.7365,2256.7083,76.5540,-772.1998,1999.5303,135.0217,-1041.3596,2221.8579,-160.6134,-494.2541,2243.6877,-146.8970,-773.7504,1977.1971,-175.0986,-1026.9052,2222.8745,1.94,4.37,14.04,-14.12
43,-78.1212,100.4561,2103.9602,-81.4296,-285.6397,2270.6021,-65.2265,-463.5204,2250.6377,69.3408,-40.7860,2150.4570,141.3782,129.7315,1981.5432,123.3567,325.9519,1854.6844,-223.4797,-58.5172,2154.6990,-314.8611,83.4752,1969.4152,-286.2767,284.1910,1851.7784,33.7687,-490.7846,2261.1121,73.5534,-772.6368,1999.7738,133.0435,-1042.9730,2220.3594,-162.2163,-498.3839,2248.6333,-145.6844,-774.1629,1978.4644,-175.2670,-1027.5574,2223.7065,2.12,4.84,14.17,-14.58
44,-78.4462,95.2935,2104.0776,-83.0131,-288.9450,2274.9041,-66.8472,-466.8624,2255.2683,68.7643,-47.1792,2149.8606,143.8595,121.2620,1980.1821,125.7877,314.9360,1849.4542,-223.4960,-63.5779,2153.7666,-315.3674,77.6925,1968.1611,-286.4536,276.4435,1847.2924,32.1617,-494.1838,2265.4958,71.0488,-772.6439,2000.4229,131.1952,-1044.2671,2219.2090,-163.7543,-501.9820,2253.6660,-144.9037,-774.1599,1980.0273,-175.4343,-1028.1719,2224.4919,2.22,5.23,14.16,-15.05
45,-78.9157,91.0872,2104.1238,-84.3024,-291.3381,2278.9216,-68.3532,-469.3189,2259.6887,68.2866,-52.3847,2149.5005,145.5798,114.1413,1978.8984,127.7048,305.4163,1844.6309,-223.4340,-67.7633,2152.9832,-315.8551,72.6635,1966.9991,-286.7409,269.5236,1843.1022,30.6415,-496.7933,2269.6621,69.1094,-772.2953,2001.4647,129.6146,-1045.1750,2218.5583,-165.1093,-504.8736,2258.5869,-144.4634,-773.7308,1981.8215,-175.5975,-1028.7048,2225.1855,2.25,5.54,14.18,-15.51
46,-79.4429,88.0074,2104.1414,-85.2309,-292.7443,2282.5122,-69.6412,-470.7992,2263.6719,67.8925,-56.1530,2149.3999,146.5327,108.5700,1977.6406,129.0708,297.7951,1840.4222,-223.3000,-70.8959,2152.4109,-316.3475,68.4727,1965.9341,-287.1646,263.6300,1839.3691,29.3011,-498.5337,2273.4307,67.7434,-771.6981,2002.8560,128.3976,-1045.6544,2218.5303,-166.1888,-506.9316,2263.1992,-144.2687,-772.9089,1983.7678,-175.7498,-1029.1326,2225.7607,2.22,5.76,14.31,-15.93
