frame,head_x,head_y,head_z,torso_x,torso_y,torso_z,waist_x,waist_y,waist_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z,l_hip_x,l_hip_y,l_hip_z,l_knee_x,l_knee_y,l_knee_z,l_ankle_x,l_ankle_y,l_ankle_z,r_hip_x,r_hip_y,r_hip_z,r_knee_x,r_knee_y,r_knee_z,r_ankle_x,r_ankle_y,r_ankle_z,left_knee_valgus_deg,right_knee_valgus_deg,back_arch_deg,torso_lean_deg
117,-86.8531,378.5768,2175.8760,-64.6812,-40.2260,2204.3379,-48.8618,-218.8192,2189.1851,79.3149,236.5999,2206.2568,72.8210,475.4954,2130.0874,77.6090,709.5351,2143.2024,-230.5030,199.5200,2185.5864,-296.1801,415.3177,2075.8997,-271.5461,647.2828,2052.4021,48.7300,-245.6848,2209.4539,102.7739,-625.1034,2160.5679,145.5644,-964.4205,2251.3806,-143.9456,-258.3712,2194.1511,-144.8205,-640.9409,2140.2141,-180.9540,-978.1214,2241.3042,-0.43,2.81,25.65,-1.28
118,-87.0287,378.5025,2175.9238,-64.3610,-40.0654,2207.1824,-48.3067,-218.5604,2191.1628,80.7170,236.2124,2207.8374,72.8231,474.8833,2131.0884,79.9634,708.9382,2142.7734,-231.4834,198.7042,2187.5894,-295.7149,415.0283,2078.0596,-271.2921,646.9421,2053.8315,49.1527,-246.2163,2211.0242,102.4238,-625.4313,2159.7974,145.6012,-964.5558,2251.1301,-143.2875,-258.4181,2195.6313,-144.9559,-640.8338,2140.6614,-180.9480,-978.2173,2241.1187,-0.35,2.74,24.95,-1.46
119,-87.1111,378.1182,2176.1306,-64.1228,-40.1929,2210.3804,-47.7494,-218.5689,2193.4348,82.2722,235.3936,2209.4561,72.9857,473.8962,2132.3372,82.6063,707.9797,2141.3188,-232.4571,197.6282,2189.7478,-295.2188,414.4919,2080.4099,-271.0468,646.3108,2055.0237,49.6552,-246.8494,2212.6770,102.0176,-625.7859,2158.5657,145.5524,-964.6204,2250.7952,-142.6837,-258.6146,2197.2856,-145.0576,-640.8242,2140.9285,-180.9371,-978.3740,2240.8533,-0.26,2.68,24.10,-1.66
120,-87.0659,377.4177,2176.5308,-63.9861,-40.6241,2213.8196,-47.1936,-218.8635,2195.9385,83.9606,234.1175,2211.0449,73.3688,472.5250,2133.8120,85.4615,706.6068,2138.8611,-233.3834,196.3230,2192.0198,-294.7263,413.6797,2082.8445,-270.8479,645.3589,2055.9302,50.2372,-247.6183,2214.3367,101.5651,-626.1796,2156.7537,145.4363,-964.6017,2250.3240,-142.1249,-258.9809,2199.0530,-145.1113,-640.9105,2140.9072,-180.9161,-978.5674,2240.4707,-0.16,2.63,23.08,-1.86
121,-86.8497,376.3983,2177.1501,-63.9428,-41.3853,2217.3523,-46.6422,-219.4702,2198.5713,85.7341,232.3745,2212.5388,74.0444,470.7693,2135.4573,88.3977,704.7706,2135.4219,-234.2019,194.8092,2194.3503,-294.2883,412.5419,2085.2253,-270.7282,644.0327,2056.5051,50.8813,-248.5700,2215.9126,101.0813,-626.6366,2154.2468,145.2756,-964.4951,2249.6704,-141.6082,-259.5637,2200.8442,-145.0842,-641.1197,2140.3418,-180.8833,-978.7721,2239.9277,-0.05,2.60,21.85,-2.06
122,-86.4135,375.0507,2177.9919,-63.9517,-42.5064,2220.8125,-46.1031,-220.4293,2201.1987,87.5171,230.1872,2213.8835,75.0893,468.6470,2137.1736,91.2289,702.4378,2131.0159,-234.8283,193.0960,2196.6641,-293.9697,411.0040,2087.4026,-270.7006,642.2617,2056.6951,51.5573,-249.7711,2217.3118,100.5895,-627.1921,2150.9404,145.0924,-964.3160,2248.7927,-141.1314,-260.4187,2202.5559,-144.9957,-641.4844,2139.0562,-180.8378,-978.9750,2239.1777,0.06,2.58,20.43,-2.23
123,-85.7115,373.3512,2179.0349,-63.9361,-44.0301,2224.0383,-45.5891,-221.7964,2203.6755,89.2098,227.6137,2215.0398,76.5643,466.1852,2138.7959,93.7355,699.6001,2125.6621,-235.1694,191.1692,2198.8740,-293.8442,408.9736,2089.2136,-270.7604,639.9526,2056.4226,52.2285,-251.3102,2218.4543,100.1331,-627.9045,2146.7627,144.9048,-964.0931,2247.6650,-140.6967,-261.6202,2204.0823,-144.8782,-642.0477,2136.8547,-180.7855,-979.1771,2238.1731,0.16,2.56,18.89,-2.37
124,-84.7127,371.2450,2180.2290,-63.7971,-46.0218,2226.8958,-45.1162,-223.6528,2205.8752,90.7055,224.7222,2215.9800,78.5172,463.3996,2140.0798,95.7035,696.2497,2119.3967,-235.1239,188.9763,2200.8826,-293.9924,406.3254,2090.4968,-270.8944,636.9731,2055.5657,52.8587,-253.2979,2219.2952,99.7709,-628.8503,2141.6719,144.7366,-963.8841,2246.2734,-140.3076,-263.2704,2205.3491,-144.7733,-642.8650,2133.5381,-180.7328,-979.3841,2236.8621,0.25,2.55,17.29,-2.47
125,-83.4175,368.6254,2181.4917,-63.4359,-48.5822,2229.3098,-44.6925,-226.1226,2207.7185,91.9129,221.5467,2216.6765,80.9579,460.2374,2140.7136,96.9697,692.3386,2112.2739,-234.6180,186.4093,2202.6060,-294.4822,402.8765,2091.1006,-271.0963,633.1365,2053.9553,53.4185,-255.8765,2219.8330,99.5827,-630.1185,2135.6560,144.6096,-963.7592,2244.6172,-139.9763,-265.5032,2206.3279,-144.7437,-644.0059,2128.9243,-180.6936,-979.6125,2235.1968,0.31,2.54,15.75,-2.52
126,-81.8730,365.3273,2182.7117,-62.7800,-51.8609,2231.2732,-44.3288,-229.3628,2209.1929,92.7794,218.0269,2217.0947,83.8581,456.5359,2140.3638,97.4632,687.7296,2104.3623,-233.6104,183.2959,2203.9822,-295.3650,398.3792,2090.8928,-271.3890,628.1724,2051.3750,53.8995,-259.1988,2220.1243,99.6624,-631.8090,2128.7202,144.5485,-963.7938,2242.7029,-139.7112,-268.4769,2207.0522,-144.8676,-645.5453,2122.8916,-180.6847,-979.8879,2233.1392,0.33,2.51,14.36,-2.55
127,-80.1765,361.1331,2183.7444,-61.8092,-56.0473,2232.8506,-44.0243,-233.5670,2210.3501,93.3042,213.9883,2217.1843,87.1501,452.0063,2138.7178,97.2239,682.1802,2095.7349,-232.1140,179.4118,2204.9895,-296.6630,392.5217,2089.7700,-271.8337,621.7469,2047.6025,54.3086,-263.4309,2220.2732,100.1115,-634.0084,2120.8931,144.5794,-964.0570,2240.5435,-139.5228,-272.3660,2207.6165,-145.2415,-647.5556,2115.4031,-180.7262,-980.2419,2230.6750,0.29,2.45,13.20,-2.56
128,-78.4662,355.7940,2184.4255,-60.5555,-61.3502,2234.1543,-43.7702,-238.9325,2211.2983,93.5335,209.1594,2216.8755,90.7211,446.2696,2135.5430,96.3897,675.3740,2086.4641,-230.1881,174.5151,2205.6323,-298.3724,384.9619,2087.6531,-272.5206,613.4926,2042.4369,54.6644,-268.7293,2220.4199,101.0230,-636.7849,2112.2439,144.7242,-964.6049,2238.1641,-139.4193,-277.3416,2208.1655,-145.9666,-650.0984,2106.5444,-180.8409,-980.7120,2227.8286,0.19,2.36,12.35,-2.59
129,-76.8888,349.0838,2184.5808,-59.0963,-67.9589,2235.3271,-43.5579,-245.6295,2212.1802,93.5405,203.2388,2216.0913,94.4449,438.9401,2130.7214,95.1654,666.9826,2076.6072,-227.9150,168.3905,2205.9414,-300.4628,375.3797,2084.4934,-273.5565,603.0681,2035.7623,54.9917,-275.2285,2220.7229,102.4684,-640.1849,2102.8977,144.9993,-965.4785,2235.6016,-139.3935,-283.5578,2208.8638,-147.1299,-653.2158,2096.5200,-181.0475,-981.3337,2224.6709,0.02,2.21,11.85,-2.66
130,-75.5620,340.8472,2184.0635,-57.5271,-75.9849,2236.5100,-43.3724,-253.7555,2213.1521,93.3960,195.9823,2214.7585,98.2028,429.7264,2124.2876,93.7800,656.7565,2066.1985,-225.3766,160.9105,2205.9502,-302.8790,363.5443,2080.2871,-275.0245,590.2376,2027.5858,55.3068,-283.0261,2221.3264,104.4707,-644.2247,2093.0405,145.4094,-966.7108,2232.9104,-139.4271,-291.1225,2209.8765,-148.7839,-656.9292,2085.6436,-181.3590,-982.1462,2221.3247,-0.24,2.00,11.69,-2.80
131,-74.5462,331.0708,2182.7864,-55.9392,-85.4112,2237.8193,-43.1987,-263.2794,2214.3550,93.1498,187.2858,2212.8416,101.8991,418.5336,2116.4392,92.4529,644.6112,2055.2732,-222.6411,152.0835,2205.6858,-305.5326,349.4019,2075.1067,-276.9631,574.9609,2018.0675,55.6107,-292.1444,2222.3430,106.9838,-648.8892,2082.9231,145.9407,-968.3295,2230.1611,-139.4811,-300.0673,2211.3271,-150.9174,-661.2299,2074.3198,-181.7776,-983.1796,2217.9590,-0.58,1.73,11.84,-3.04
132,-73.8380,319.9149,2180.7593,-54.4127,-96.0567,2239.3269,-43.0250,-274.0159,2215.8916,92.8304,177.2394,2210.3662,105.4779,405.5163,2107.5256,91.3821,630.6881,2043.9189,-219.7729,142.0782,2205.1641,-308.2990,333.1530,2069.1267,-279.3397,557.4669,2007.5253,55.8960,-302.4981,2223.8240,109.8870,-654.1265,2072.8521,146.5599,-970.3489,2227.4397,-139.5032,-310.3057,2213.2781,-153.4461,-666.0717,2063.0149,-182.2908,-984.4634,2214.7761,-0.99,1.38,12.20,-3.39
133,-73.3822,307.7129,2178.1196,-53.0034,-107.5830,2241.0562,-42.8355,-285.6260,2217.7905,92.4563,166.1232,2207.4448,108.9043,391.0703,2098.0139,90.7383,615.3649,2032.3212,-216.8500,131.2073,2204.3948,-311.0180,315.2862,2062.6345,-282.0475,538.2840,1996.3958,56.1452,-313.8724,2225.7554,112.9856,-659.8300,2063.1643,147.2095,-972.7648,2224.8401,-139.4372,-321.6068,2215.7124,-156.2140,-671.3700,2052.2139,-182.8717,-986.0136,2211.9812,-1.45,0.99,12.68,-3.83
134,-73.0905,294.9348,2175.1472,-51.7473,-119.5449,2242.9817,-42.6131,-297.6619,2219.9714,92.0477,154.3582,2204.2781,112.1710,375.7745,2088.4324,90.6667,599.2036,2020.7780,-213.9698,119.8704,2203.4023,-313.5180,296.5451,2056.0090,-284.9157,518.1936,1985.1947,56.3556,-325.9068,2228.0537,116.0453,-665.8500,2054.1785,147.8187,-975.5500,2222.4568,-139.2420,-333.5973,2218.5303,-159.0209,-676.9974,2042.3550,-183.4837,-987.8328,2209.7517,-1.93,0.57,13.27,-4.33
135,-72.8663,282.1093,2172.2068,-50.6547,-131.4724,2245.0474,-42.3382,-309.6545,2222.2627,91.6368,142.4326,2201.1179,115.2919,360.2792,2079.3066,91.2826,582.8511,2009.6564,-211.2425,108.4862,2202.2336,-315.6453,277.8134,2049.6499,-287.7399,498.1089,1974.4364,56.5434,-338.1388,2230.5847,118.8455,-672.0026,2046.1503,148.3094,-978.6351,2220.3652,-138.8981,-345.7988,2221.5703,-161.6700,-682.7996,2033.7668,-184.0792,-989.9012,2208.2007,-2.39,0.15,14.02,-4.84
136,-72.6204,269.7021,2169.4092,-49.7186,-142.9333,2247.1807,-41.9936,-321.1799,2224.6907,91.2612,130.8061,2198.2156,118.2983,345.2036,2071.0857,92.6593,566.9255,1999.3051,-208.7664,97.4245,2200.9639,-317.2949,259.9457,2043.9006,-290.3226,478.9163,1964.5604,56.7567,-350.0797,2233.1887,121.2217,-678.0946,2039.2404,148.6137,-981.9307,2218.6189,-138.4132,-357.7101,2224.6467,-164.0127,-688.6138,2026.6250,-184.6121,-992.1790,2207.3655,-2.82,-0.26,14.55,-5.34
137,-72.2800,258.0711,2166.7925,-48.9166,-153.6071,2249.3120,-41.5609,-331.9245,2227.2727,90.9569,119.8481,2195.7571,121.2518,331.0456,2064.0715,94.8175,551.9122,1989.9783,-206.6089,86.9681,2199.6772,-318.4195,243.6192,2038.9766,-292.5132,461.3215,1955.8666,57.0585,-361.2975,2235.7195,123.0999,-683.9600,2033.4885,148.6854,-985.3287,2217.2507,-137.8134,-368.9018,2227.5906,-165.9700,-694.2932,2020.9568,-185.0314,-994.6116,2207.2117,-3.18,-0.63,14.57,-5.85
138,-71.7876,247.4281,2164.3569,-48.2188,-163.3051,2251.3806,-41.0204,-341.6987,2229.9773,90.7509,109.7993,2193.8347,124.2281,318.1122,2058.3796,97.7129,538.1152,1981.7950,-204.7960,77.2914,2198.4438,-319.0189,229.2388,2034.9410,-294.2257,445.7621,1948.4830,57.5037,-371.4957,2238.0579,124.4878,-689.4788,2028.8365,148.5064,-988.7136,2216.2686,-137.1203,-379.0774,2230.2820,-167.5235,-699.7307,2016.6667,-185.2851,-997.1456,2207.6575,-3.47,-0.96,13.96,-6.36
139,-71.0942,237.8564,2162.1338,-47.5948,-171.9724,2253.3430,-40.3531,-350.4402,2232.6694,90.6530,100.7646,2192.4421,127.3136,306.5069,2053.9290,101.2281,525.6295,1974.7372,-203.3177,68.4665,2197.2991,-319.1231,216.9144,2031.7166,-295.4438,432.3843,1942.3741,58.1293,-380.5391,2240.1296,125.4486,-694.5876,2025.1461,148.0824,-991.9753,2215.6704,-136.3428,-388.1077,2232.6584,-168.6949,-704.8659,2013.5811,-185.3179,-999.7336,2208.5906,-3.69,-1.25,12.88,-6.84
140,-70.1545,229.3174,2160.1045,-47.0129,-179.6554,2255.1731,-39.5445,-358.1868,2235.2117,90.6606,92.7262,2191.4915,130.5913,296.1324,2050.4678,105.1750,514.3634,1968.6742,-202.1343,60.4706,2196.2373,-318.7842,206.4968,2029.1124,-296.2086,421.0665,1937.3732,58.9447,-388.4510,2241.9077,126.0763,-699.2759,2022.2275,147.4528,-995.0217,2215.4509,-135.4684,-396.0210,2234.7151,-169.5171,-709.6890,2011.4835,-185.0712,-1002.3493,2209.8899,-3.85,-1.51,11.58,-7.29
141,-68.9229,221.6732,2158.1333,-46.4476,-186.4716,2256.8638,-38.5872,-365.0524,2237.5520,90.7600,85.5777,2190.8435,134.1140,286.7358,2047.6404,109.3054,504.0913,1963.3893,-201.1912,53.2118,2195.2183,-318.0654,197.6424,2026.8794,-296.6017,411.4908,1933.2308,59.9361,-395.3788,2243.4080,126.4610,-703.5883,2019.8900,146.6727,-997.7910,2215.5945,-134.4739,-402.9746,2236.4944,-170.0114,-714.2346,2010.1465,-184.4885,-1004.9902,2211.4299,-3.95,-1.76,10.19,-7.71
142,-67.3529,214.7130,2156.0212,-45.8716,-192.5819,2258.4209,-37.4887,-371.1974,2239.6995,90.9358,79.1515,2190.3418,137.9036,277.9809,2045.0592,113.3508,494.4986,1958.6229,-200.4228,46.5431,2194.1802,-317.0431,189.9062,2024.7628,-296.7226,403.2200,1929.6642,61.0752,-401.5480,2244.6865,126.6651,-707.6109,2017.9637,145.8172,-1000.2739,2216.0840,-133.3346,-409.2027,2238.0693,-170.1694,-718.5768,2009.3527,-183.5309,-1007.6819,2213.0938,-4.00,-1.99,8.80,-8.13
143,-65.4032,208.1937,2153.5679,-45.2591,-198.1737,2259.8557,-36.2653,-376.8115,2241.6814,91.1692,73.2469,2189.8403,141.9363,269.5167,2042.3827,117.0744,485.2457,1954.0995,-199.7634,40.2849,2193.0549,-315.7975,182.8262,2022.5471,-296.6695,395.7732,1926.3922,62.3189,-407.2145,2245.8237,126.7168,-711.4584,2016.3265,144.9669,-1002.5216,2216.8940,-132.0342,-414.9773,2239.5283,-169.9472,-722.8057,2008.9102,-182.1792,-1010.4709,2214.7668,-4.01,-2.20,7.47,-8.57
144,-63.0429,201.8702,2150.6372,-44.5846,-203.4397,2261.1790,-34.9435,-382.0887,2243.5081,91.4471,67.6574,2189.2126,146.1537,261.0308,2039.3713,120.3237,476.0101,1949.5594,-199.1432,34.2418,2191.7734,-314.4052,175.9933,2020.0858,-296.5257,388.6964,1923.1534,63.6250,-412.6207,2246.9133,126.6025,-715.2604,2014.9142,144.1944,-1004.6300,2217.9932,-130.5808,-420.5529,2240.9624,-169.2706,-727.0119,2008.6538,-180.4597,-1013.4147,2216.3398,-3.97,-2.38,6.36,-9.04
145,-60.2635,195.5365,2147.2188,-43.8263,-208.5677,2262.3987,-33.5560,-387.2095,2245.1287,91.7611,62.1834,2188.3606,150.4799,252.2979,2035.9032,123.0790,466.5269,1944.7770,-198.5009,28.2306,2190.2749,-312.9268,169.1006,2017.3049,-296.3500,381.6072,1919.7078,64.9536,-417.9669,2248.0469,126.2869,-719.1378,2013.7074,143.5587,-1006.7198,2219.3481,-129.0011,-426.1326,2242.4521,-168.0516,-731.2593,2008.4552,-178.4383,-1016.5573,2217.7112,-3.87,-2.50,5.72,-9.54
146,-57.0883,189.0536,2143.4399,-42.9669,-213.7075,2263.5212,-32.1380,-392.3287,2246.4387,92.1105,56.6565,2187.2122,154.8296,243.1988,2031.9681,125.4556,456.6201,1939.5779,-197.7773,22.1027,2188.5034,-311.4000,161.9640,2014.1898,-296.1767,374.2309,1915.8510,66.2752,-423.3849,2249.3013,125.7269,-723.1779,2012.7223,143.0964,-1008.9150,2220.9226,-127.3424,-431.8394,2244.0547,-166.2139,-735.5680,2008.2172,-176.2245,-1019.9184,2218.7886,-3.71,-2.53,5.85,-10.05
147,-53.5834,182.3375,2139.3718,-42.0016,-218.9444,2264.5552,-30.7220,-397.5328,2247.4771,92.5109,50.9658,2185.7214,159.1291,233.7251,2027.6353,127.6736,446.2369,1933.8450,-196.9257,15.7735,2186.4214,-309.8419,154.5153,2010.7601,-296.0172,366.4135,1911.4231,67.5682,-428.9281,2250.7241,124.8919,-727.4205,2011.9882,142.8192,-1011.3101,2222.6619,-125.6628,-437.7022,2245.8018,-163.7219,-739.9058,2007.8851,-173.9564,-1023.4737,2219.5054,-3.48,-2.46,6.72,-10.56
148,-49.8621,175.3985,2135.1135,-40.9328,-224.2850,2265.5120,-29.3382,-402.8377,2248.3394,92.9911,45.0733,2183.8716,163.3125,223.9738,2023.0072,129.9954,435.4477,1927.5321,-195.9133,9.2416,2184.0100,-308.2535,146.7788,2007.0396,-295.8704,358.1176,1906.3380,68.8163,-434.5647,2252.3315,123.7880,-731.8387,2011.5334,142.7244,-1013.9600,2224.4814,-124.0134,-443.6549,2247.6877,-160.6115,-744.1901,2007.4437,-171.7802,-1027.1554,2219.8257,-3.18,-2.26,8.13,-11.08
149,-46.0786,168.3421,2130.7993,-39.7737,-229.6513,2266.4067,-28.0090,-408.1813,2249.1453,93.5925,39.0188,2181.6763,167.3295,214.1243,2018.1901,132.6590,424.4382,1920.6628,-194.7216,2.5959,2181.2832,-306.6348,138.8337,2003.0470,-295.7254,349.4099,1900.6011,70.0134,-440.1944,2254.0994,122.4629,-736.3364,2011.3560,142.7936,-1016.8747,2226.2617,-122.4456,-449.5550,2249.6719,-157.0049,-748.3038,2006.9165,-169.8261,-1030.8508,2219.7603,-2.83,-1.93,9.79,-11.60
150,-42.4101,161.3608,2126.5696,-38.5524,-234.8954,2267.2542,-26.7481,-413.4263,2250.0278,94.3682,32.9150,2179.1804,171.1399,204.4069,2013.2798,135.8263,413.4756,1913.3385,-193.3475,-3.9942,2178.2937,-304.9971,130.7891,1998.7938,-295.5706,340.4344,1894.3184,71.1541,-445.6552,2255.9675,121.0104,-740.7635,2011.4305,143.0008,-1020.0089,2227.8501,-120.9994,-455.2064,2251.6829,-153.1127,-752.1151,2006.3533,-168.1981,-1034.4222,2219.3625,-2.44,-1.51,11.37,-12.12
151,-39.0285,154.6997,2122.5496,-37.3025,-239.8216,2268.0657,-25.5666,-418.3853,2251.0977,95.3725,26.9234,2176.4587,174.7052,195.0765,2008.3622,139.5499,402.8603,1905.7246,-191.8074,-10.2971,2175.1306,-303.3667,122.7692,1994.3008,-295.3940,331.3917,1887.6858,72.2414,-450.7602,2257.8513,119.5558,-744.9350,2011.6952,143.3157,-1023.2778,2229.0796,-119.7051,-460.3908,2253.6316,-149.2011,-755.4962,2005.8165,-166.9520,-1037.7227,2218.7212,-2.04,-1.03,12.55,-12.64
152,-36.0699,148.6239,2118.8171,-36.0678,-244.2130,2268.8372,-24.4719,-422.8415,2252.4204,96.6546,21.2381,2173.6172,177.9938,186.3965,2003.5231,143.7716,392.9006,1898.0331,-190.1372,-16.0527,2171.9109,-301.7744,114.9288,1989.6182,-295.1838,322.5364,1880.9453,73.2794,-455.3036,2259.6506,118.2274,-748.6522,2012.0760,143.7006,-1026.5614,2229.8188,-118.5805,-464.8918,2255.4233,-145.5414,-758.3375,2005.3645,-166.0990,-1040.6204,2217.9375,-1.67,-0.53,13.07,-13.16
153,-33.6171,143.3875,2115.3960,-34.8898,-247.8512,2269.5459,-23.4679,-426.5644,2253.9932,98.2500,16.0800,2170.7766,180.9592,178.6471,1998.8634,148.3371,383.9145,1890.4951,-188.3982,-20.9946,2168.7612,-300.2395,107.5058,1984.8401,-294.9273,314.1868,1874.3510,74.2656,-459.0723,2261.2678,117.1328,-751.7283,2012.5146,144.1139,-1029.7087,2229.9844,-117.6298,-468.5029,2256.9678,-142.3544,-760.5395,2005.0399,-165.6089,-1042.9979,2217.0994,-1.34,-0.07,12.81,-13.67
154,-31.6967,139.2616,2112.3611,-33.8072,-250.5333,2270.1450,-22.5620,-429.3350,2255.6375,100.1711,11.6983,2168.0647,183.5524,172.1474,1994.5024,153.0315,376.2462,1883.3572,-186.6770,-24.8648,2165.7988,-298.7527,100.8576,1980.1147,-294.6095,306.7563,1868.1270,75.1941,-461.8378,2262.6143,116.3453,-753.9935,2012.9890,144.5063,-1032.5337,2229.5864,-116.8467,-471.0266,2258.1904,-139.7741,-762.0016,2004.8741,-165.4197,-1044.7510,2216.2717,-1.08,0.33,11.96,-14.14
155,-30.2890,136.5263,2109.8682,-32.8501,-252.0715,2270.5754,-21.7599,-430.9620,2257.0085,102.3997,8.3646,2165.5955,185.7259,167.2515,1990.5659,157.6192,370.2824,1876.8577,-185.0802,-27.4259,2163.1167,-297.2773,95.4761,1975.6243,-294.2146,300.7492,1862.4597,76.0536,-463.3679,2263.6165,115.8894,-755.2945,2013.5244,144.8216,-1034.8308,2228.7339,-116.2234,-472.2723,2259.0283,-137.8456,-762.6180,2004.8864,-165.4574,-1045.7633,2215.5007,-0.90,0.65,11.01,-14.54
156,-29.3462,135.4020,2107.9299,-32.0324,-252.2889,2270.7808,-21.0672,-431.2623,2257.8811,104.8924,6.3548,2163.4368,187.4476,164.3043,1987.1683,161.8972,366.4120,1871.2229,-183.7167,-28.4803,2160.7664,-295.7675,91.9152,1971.5504,-293.7297,296.7020,1857.4857,76.8293,-463.4419,2264.2317,115.7645,-755.5230,2014.1918,145.0102,-1036.3846,2227.5906,-115.7498,-472.0715,2259.4429,-136.5407,-762.2854,2005.1000,-165.6490,-1045.9191,2214.8259,-0.80,0.87,10.31,-14.82
157,-28.8126,136.0336,2106.4805,-31.3452,-251.0514,2270.7151,-20.4914,-430.0932,2258.1621,107.5748,5.8661,2161.5984,188.7160,163.5475,1984.3865,165.7427,364.9195,1866.6160,-182.6632,-27.9149,2158.7539,-294.1852,90.6178,1968.0322,-293.1533,295.0367,1853.2905,77.5152,-461.9236,2264.4404,115.9316,-754.6202,2015.0696,145.0400,-1037.0709,2226.3357,-115.4161,-470.3163,2259.4243,-135.7941,-760.9411,2005.5408,-165.9412,-1045.1493,2214.2866,-0.78,1.01,9.98,-15.00
158,-28.6398,138.4682,2105.4541,-30.7468,-248.3192,2270.3489,-20.0281,-427.4004,2257.8682,110.3600,6.9522,2160.0413,189.5474,165.0212,1982.2568,169.1277,365.8729,1863.1147,-181.9341,-25.7389,2157.0535,-292.5355,91.7399,1965.1300,-292.5021,295.8991,1849.9142,78.1019,-458.7970,2264.2661,116.3515,-752.6271,2016.2114,144.9185,-1036.8923,2225.0640,-115.2076,-467.0038,2258.9993,-135.5337,-758.5986,2006.2389,-166.3111,-1043.5044,2213.9060,-0.82,1.07,10.04,-15.07
159,-28.7857,142.6617,2104.8147,-30.2062,-244.1315,2269.6846,-19.6732,-423.2197,2257.0547,113.1741,9.6046,2158.7251,189.9901,168.6635,1980.7665,172.0618,369.2248,1860.7278,-181.5179,-22.0127,2155.6333,-290.8509,95.2562,1962.8506,-291.8025,299.2680,1847.3750,78.5898,-454.1459,2263.7239,116.9650,-749.6238,2017.6646,144.6674,-1035.9318,2223.8259,-115.1068,-462.2048,2258.2019,-135.6941,-755.3320,2007.2446,-166.7436,-1041.0918,2213.6875,-0.91,1.08,10.41,-15.06
160,-29.2083,148.5330,2104.5381,-29.7078,-238.5452,2268.7407,-19.4160,-417.6247,2255.7788,115.9566,13.8143,2157.6155,190.0987,174.3949,1979.8889,174.5564,374.9169,1859.4508,-181.3988,-16.8038,2154.4622,-289.1762,101.1078,1961.1982,-291.0825,305.0928,1845.6863,78.9709,-448.0589,2262.8430,117.7288,-745.7179,2019.4791,144.3102,-1034.2592,2222.6450,-115.0920,-456.0052,2257.0645,-136.2106,-751.2250,2008.6163,-167.2270,-1038.0237,2213.6177,-1.05,1.02,11.06,-14.96
161,-29.8664,155.9933,2104.6069,-29.2358,-231.6253,2267.5322,-19.2500,-410.6853,2254.1006,118.6446,19.5576,2156.6792,189.9329,182.1249,1979.5935,176.6247,382.8753,1859.2731,-181.5602,-10.1883,2153.5090,-287.5500,109.2080,1960.1705,-290.3706,313.2942,1844.8641,79.2479,-440.6486,2261.6350,118.5824,-741.0018,2021.7052,143.8717,-1031.9667,2221.5615,-115.1477,-448.5020,2255.6204,-137.0191,-746.3648,2010.4132,-167.7492,-1034.4192,2213.6914,-1.22,0.93,11.90,-14.78
162,-30.7183,164.9406,2104.9971,-28.7836,-223.4477,2266.0725,-19.1661,-402.4850,2252.0857,121.1810,26.7858,2155.8765,189.5475,191.7397,1979.8527,178.2825,392.9972,1860.1788,-181.9758,-2.2578,2152.7397,-286.0177,119.4233,1959.7715,-289.6968,323.7492,1844.9191,79.4172,-432.0285,2260.1289,119.4805,-735.5896,2024.3872,143.3776,-1029.1381,2220.5945,-115.2525,-439.8024,2253.9004,-138.0554,-740.8445,2012.6924,-168.2983,-1030.4036,2213.8953,-1.40,0.80,12.85,-14.53
163,-31.7222,175.2538,2105.6990,-28.3449,-214.1094,2264.3804,-19.1555,-393.1221,2249.7971,123.5113,35.4129,2155.1648,189.0000,203.0992,1980.6372,179.5481,405.1455,1862.1445,-182.6169,6.8807,2152.1279,-284.6270,131.5628,1959.9922,-289.0920,336.2763,1845.8590,79.4829,-422.3419,2258.3379,120.3609,-729.5858,2027.5665,142.8536,-1025.8787,2219.7815,-115.3937,-430.0332,2251.9377,-139.2556,-734.7658,2015.5150,-168.8649,-1026.1095,2214.2185,-1.58,0.65,13.83,-14.23
164,-32.8361,186.7848,2106.6985,-27.9250,-203.7309,2262.4802,-19.2103,-382.7185,2247.3064,125.5919,45.3138,2154.5002,188.3524,216.0278,1981.9155,180.4404,419.1327,1865.1268,-183.4436,17.1029,2151.6536,-283.4360,145.3783,1960.8265,-288.5893,350.6220,1847.6738,79.4480,-411.7390,2256.2900,121.1753,-723.1176,2031.2799,142.3268,-1022.2811,2219.1431,-115.5519,-419.3353,2249.7632,-140.5556,-728.2381,2018.9370,-169.4396,-1021.6727,2214.6482,-1.74,0.48,14.73,-13.87
