head_x,head_y,head_z,torso_x,torso_y,torso_z,waist_x,waist_y,waist_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z,l_hip_x,l_hip_y,l_hip_z,l_knee_x,l_knee_y,l_knee_z,l_ankle_x,l_ankle_y,l_ankle_z,r_hip_x,r_hip_y,r_hip_z,r_knee_x,r_knee_y,r_knee_z,r_ankle_x,r_ankle_y,r_ankle_z
-6.657459000000000060e+01,3.466132999999999811e+02,2.153311999999999898e+03,-5.308917999999999893e+01,-7.651716999999999302e+01,2.227077000000000226e+03,-4.261894000000000204e+01,-2.530158999999999878e+02,2.199219000000000051e+03,1.110832000000000050e+02,1.882524999999999977e+02,2.195900999999999840e+03,8.567201000000000022e+01,4.158802000000000021e+02,2.101925999999999931e+03,7.711835000000000662e+01,6.364796000000000049e+02,2.041398999999999887e+03,-2.204729000000000099e+02,1.603334000000000117e+02,2.188347000000000207e+03,-2.611052000000000248e+02,3.689857000000000085e+02,2.061443000000000211e+03,-2.495400999999999954e+02,5.862703000000000202e+02,1.990349999999999909e+03,5.956745999999999697e+01,-2.655242000000000075e+02,2.207932999999999993e+03,9.913966000000000633e+01,-6.320626999999999498e+02,2.098710000000000036e+03,1.399365999999999985e+02,-9.546444999999999936e+02,2.234751999999999953e+03,-1.436805999999999983e+02,-2.756433999999999855e+02,2.200213000000000193e+03,-1.460421000000000049e+02,-6.452217000000000553e+02,2.094135000000000218e+03,-1.801307999999999936e+02,-9.689515000000000100e+02,2.229293999999999869e+03
-5.537650000000000006e+01,3.413134000000000015e+02,2.148882000000000062e+03,-5.214708999999999861e+01,-7.780214999999999748e+01,2.225403999999999996e+03,-4.316277999999999793e+01,-2.557176000000000045e+02,2.202311000000000149e+03,9.836387999999999465e+01,1.732538999999999874e+02,2.194286000000000058e+03,8.699026000000000636e+01,4.032273000000000138e+02,2.099181999999999789e+03,7.756108000000000402e+01,6.262898999999999887e+02,2.038047000000000025e+03,-2.059010000000000105e+02,1.476046000000000049e+02,2.187742000000000189e+03,-2.657543000000000006e+02,3.499639000000000237e+02,2.055340000000000146e+03,-2.468026999999999873e+02,5.692813999999999623e+02,1.983758000000000038e+03,5.973899999999999721e+01,-2.819014999999999986e+02,2.207940000000000055e+03,1.019125999999999976e+02,-6.461817999999999529e+02,2.073096000000000004e+03,1.414261999999999944e+02,-9.592802000000000362e+02,2.230063999999999851e+03,-1.432008999999999901e+02,-2.914777000000000271e+02,2.200134000000000015e+03,-1.470701999999999998e+02,-6.608210000000000264e+02,2.072728000000000065e+03,-1.806705000000000041e+02,-9.763016999999999825e+02,2.226266000000000076e+03
-5.537650000000000006e+01,3.413134000000000015e+02,2.148882000000000062e+03,-5.214708999999999861e+01,-7.780214999999999748e+01,2.225403999999999996e+03,-4.316277999999999793e+01,-2.557176000000000045e+02,2.202311000000000149e+03,9.836387999999999465e+01,1.732538999999999874e+02,2.194286000000000058e+03,8.699026000000000636e+01,4.032273000000000138e+02,2.099181999999999789e+03,7.756108000000000402e+01,6.262898999999999887e+02,2.038047000000000025e+03,-2.059010000000000105e+02,1.476046000000000049e+02,2.187742000000000189e+03,-2.657543000000000006e+02,3.499639000000000237e+02,2.055340000000000146e+03,-2.468026999999999873e+02,5.692813999999999623e+02,1.983758000000000038e+03,5.973899999999999721e+01,-2.819014999999999986e+02,2.207940000000000055e+03,1.019125999999999976e+02,-6.461817999999999529e+02,2.073096000000000004e+03,1.414261999999999944e+02,-9.592802000000000362e+02,2.230063999999999851e+03,-1.432008999999999901e+02,-2.914777000000000271e+02,2.200134000000000015e+03,-1.470701999999999998e+02,-6.608210000000000264e+02,2.072728000000000065e+03,-1.806705000000000041e+02,-9.763016999999999825e+02,2.226266000000000076e+03
-5.537650000000000006e+01,3.413134000000000015e+02,2.148882000000000062e+03,-5.214708999999999861e+01,-7.780214999999999748e+01,2.225403999999999996e+03,-4.316277999999999793e+01,-2.557176000000000045e+02,2.202311000000000149e+03,9.836387999999999465e+01,1.732538999999999874e+02,2.194286000000000058e+03,8.699026000000000636e+01,4.032273000000000138e+02,2.099181999999999789e+03,7.756108000000000402e+01,6.262898999999999887e+02,2.038047000000000025e+03,-2.059010000000000105e+02,1.476046000000000049e+02,2.187742000000000189e+03,-2.657543000000000006e+02,3.499639000000000237e+02,2.055340000000000146e+03,-2.468026999999999873e+02,5.692813999999999623e+02,1.983758000000000038e+03,5.973899999999999721e+01,-2.819014999999999986e+02,2.207940000000000055e+03,1.019125999999999976e+02,-6.461817999999999529e+02,2.073096000000000004e+03,1.414261999999999944e+02,-9.592802000000000362e+02,2.230063999999999851e+03,-1.432008999999999901e+02,-2.914777000000000271e+02,2.200134000000000015e+03,-1.470701999999999998e+02,-6.608210000000000264e+02,2.072728000000000065e+03,-1.806705000000000041e+02,-9.763016999999999825e+02,2.226266000000000076e+03
-4.528284000000000020e+01,3.304109000000000265e+02,2.149210999999999785e+03,-5.105178000000000083e+01,-8.753445999999999572e+01,2.226210000000000036e+03,-4.304075999999999880e+01,-2.651854999999999905e+02,2.202331000000000131e+03,9.618335000000000434e+01,1.686747000000000014e+02,2.194304999999999836e+03,8.897999000000000080e+01,3.980446000000000026e+02,2.095858999999999924e+03,7.745340000000000202e+01,6.202916000000000167e+02,2.035614000000000033e+03,-2.017459000000000060e+02,1.388386000000000138e+02,2.187351000000000113e+03,-2.645129999999999768e+02,3.446096000000000004e+02,2.060572999999999865e+03,-2.475070000000000050e+02,5.616382999999999583e+02,1.984642000000000053e+03,6.036124000000000223e+01,-2.897710000000000150e+02,2.207923999999999978e+03,1.046621999999999986e+02,-6.503588999999999487e+02,2.060061000000000149e+03,1.105178999999999974e+02,-1.002769000000000005e+03,2.058161999999999807e+03,-1.431305000000000121e+02,-3.000002999999999815e+02,2.200012999999999920e+03,-1.515681999999999903e+02,-6.648762000000000398e+02,2.056333000000000084e+03,-1.809912999999999954e+02,-9.759041999999999462e+02,2.219510000000000218e+03
-4.528284000000000020e+01,3.304109000000000265e+02,2.149210999999999785e+03,-5.105178000000000083e+01,-8.753445999999999572e+01,2.226210000000000036e+03,-4.304075999999999880e+01,-2.651854999999999905e+02,2.202331000000000131e+03,9.618335000000000434e+01,1.686747000000000014e+02,2.194304999999999836e+03,8.897999000000000080e+01,3.980446000000000026e+02,2.095858999999999924e+03,7.745340000000000202e+01,6.202916000000000167e+02,2.035614000000000033e+03,-2.017459000000000060e+02,1.388386000000000138e+02,2.187351000000000113e+03,-2.645129999999999768e+02,3.446096000000000004e+02,2.060572999999999865e+03,-2.475070000000000050e+02,5.616382999999999583e+02,1.984642000000000053e+03,6.036124000000000223e+01,-2.897710000000000150e+02,2.207923999999999978e+03,1.046621999999999986e+02,-6.503588999999999487e+02,2.060061000000000149e+03,1.105178999999999974e+02,-1.002769000000000005e+03,2.058161999999999807e+03,-1.431305000000000121e+02,-3.000002999999999815e+02,2.200012999999999920e+03,-1.515681999999999903e+02,-6.648762000000000398e+02,2.056333000000000084e+03,-1.809912999999999954e+02,-9.759041999999999462e+02,2.219510000000000218e+03
-4.528284000000000020e+01,3.304109000000000265e+02,2.149210999999999785e+03,-5.105178000000000083e+01,-8.753445999999999572e+01,2.226210000000000036e+03,-4.304075999999999880e+01,-2.651854999999999905e+02,2.202331000000000131e+03,9.618335000000000434e+01,1.686747000000000014e+02,2.194304999999999836e+03,8.897999000000000080e+01,3.980446000000000026e+02,2.095858999999999924e+03,7.745340000000000202e+01,6.202916000000000167e+02,2.035614000000000033e+03,-2.017459000000000060e+02,1.388386000000000138e+02,2.187351000000000113e+03,-2.645129999999999768e+02,3.446096000000000004e+02,2.060572999999999865e+03,-2.475070000000000050e+02,5.616382999999999583e+02,1.984642000000000053e+03,6.036124000000000223e+01,-2.897710000000000150e+02,2.207923999999999978e+03,1.046621999999999986e+02,-6.503588999999999487e+02,2.060061000000000149e+03,1.105178999999999974e+02,-1.002769000000000005e+03,2.058161999999999807e+03,-1.431305000000000121e+02,-3.000002999999999815e+02,2.200012999999999920e+03,-1.515681999999999903e+02,-6.648762000000000398e+02,2.056333000000000084e+03,-1.809912999999999954e+02,-9.759041999999999462e+02,2.219510000000000218e+03
-4.211086000000000240e+01,3.166992000000000189e+02,2.151210000000000036e+03,-4.998091000000000150e+01,-1.015292000000000030e+02,2.228565999999999804e+03,-4.275748000000000104e+01,-2.794991999999999734e+02,2.201333999999999833e+03,9.151878000000000668e+01,1.508136000000000081e+02,2.193878000000000156e+03,9.251224000000000558e+01,3.828480000000000132e+02,2.100601999999999862e+03,7.826770000000000493e+01,6.029968000000000075e+02,2.033961000000000013e+03,-2.011685999999999979e+02,1.307081000000000017e+02,2.187353999999999814e+03,-2.662866000000000213e+02,3.351668999999999983e+02,2.058911000000000058e+03,-2.479166999999999916e+02,5.533698000000000548e+02,1.987080999999999904e+03,5.804549999999999699e+01,-3.039123999999999910e+02,2.207891000000000076e+03,1.078834999999999980e+02,-6.603223000000000411e+02,2.053324000000000069e+03,1.137390999999999934e+02,-1.012732999999999947e+03,2.051425000000000182e+03,-1.420000000000000000e+02,-3.105615999999999985e+02,2.200121000000000095e+03,-1.602238000000000113e+02,-6.688238999999999805e+02,2.042898999999999887e+03,-1.825005999999999915e+02,-9.786009999999999991e+02,2.209552000000000135e+03
-4.211086000000000240e+01,3.166992000000000189e+02,2.151210000000000036e+03,-4.998091000000000150e+01,-1.015292000000000030e+02,2.228565999999999804e+03,-4.275748000000000104e+01,-2.794991999999999734e+02,2.201333999999999833e+03,9.151878000000000668e+01,1.508136000000000081e+02,2.193878000000000156e+03,9.251224000000000558e+01,3.828480000000000132e+02,2.100601999999999862e+03,7.826770000000000493e+01,6.029968000000000075e+02,2.033961000000000013e+03,-2.011685999999999979e+02,1.307081000000000017e+02,2.187353999999999814e+03,-2.662866000000000213e+02,3.351668999999999983e+02,2.058911000000000058e+03,-2.479166999999999916e+02,5.533698000000000548e+02,1.987080999999999904e+03,5.804549999999999699e+01,-3.039123999999999910e+02,2.207891000000000076e+03,1.078834999999999980e+02,-6.603223000000000411e+02,2.053324000000000069e+03,1.137390999999999934e+02,-1.012732999999999947e+03,2.051425000000000182e+03,-1.420000000000000000e+02,-3.105615999999999985e+02,2.200121000000000095e+03,-1.602238000000000113e+02,-6.688238999999999805e+02,2.042898999999999887e+03,-1.825005999999999915e+02,-9.786009999999999991e+02,2.209552000000000135e+03
-4.211086000000000240e+01,3.166992000000000189e+02,2.151210000000000036e+03,-4.998091000000000150e+01,-1.015292000000000030e+02,2.228565999999999804e+03,-4.275748000000000104e+01,-2.794991999999999734e+02,2.201333999999999833e+03,9.151878000000000668e+01,1.508136000000000081e+02,2.193878000000000156e+03,9.251224000000000558e+01,3.828480000000000132e+02,2.100601999999999862e+03,7.826770000000000493e+01,6.029968000000000075e+02,2.033961000000000013e+03,-2.011685999999999979e+02,1.307081000000000017e+02,2.187353999999999814e+03,-2.662866000000000213e+02,3.351668999999999983e+02,2.058911000000000058e+03,-2.479166999999999916e+02,5.533698000000000548e+02,1.987080999999999904e+03,5.804549999999999699e+01,-3.039123999999999910e+02,2.207891000000000076e+03,1.078834999999999980e+02,-6.603223000000000411e+02,2.053324000000000069e+03,1.137390999999999934e+02,-1.012732999999999947e+03,2.051425000000000182e+03,-1.420000000000000000e+02,-3.105615999999999985e+02,2.200121000000000095e+03,-1.602238000000000113e+02,-6.688238999999999805e+02,2.042898999999999887e+03,-1.825005999999999915e+02,-9.786009999999999991e+02,2.209552000000000135e+03
